#Wave,#Intensity
795.396537735597,18427
795.284915126261,18519
795.173290010456,18521
795.061662388631,18603
794.950032261237,18828
794.838399628722,18773
794.726764491536,18946
794.615126850129,19019
794.503486704949,18781
794.391844056447,18908
794.280198905071,19340
794.168551251271,19236
794.056901095496,19110
793.945248438196,19198
793.83359327982,19292
793.721935620818,19429
793.610275461639,19486
793.498612802733,19496
793.386947644547,19377
793.275279987534,19532
793.163609832141,19543
793.051937178818,19395
792.940262028015,19621
792.82858438018,19753
792.716904235764,19769
792.605221595215,19907
792.493536458983,19874
792.381848827518,19866
792.270158701269,19917
792.158466080685,19931
792.046770966216,20021
791.935073358311,20006
791.82337325742,19940
791.711670663991,20013
791.599965578475,20078
791.488258001321,20044
791.376547932978,20234
791.264835373895,20317
791.153120324523,20063
791.04140278531,20398
790.929682756705,20328
790.817960239159,20271
790.706235233121,20123
790.594507739039,20163
790.482777757365,20260
790.371045288546,20165
790.259310333032,20328
790.147572891273,20156
790.035832963718,20318
789.924090550816,20342
789.812345653017,20368
789.700598270771,20366
789.588848404527,20267
789.477096054733,20212
789.36534122184,20370
789.253583906297,20115
789.141824108554,20160
789.030061829059,20475
788.918297068262,20125
788.806529826613,20077
788.694760104561,20175
788.582987902555,20136
788.471213221046,19909
788.359436060481,20183
788.247656421311,20019
788.135874303985,20117
788.024089708953,19902
787.912302636663,19946
787.800513087566,19861
787.68872106211,19860
787.576926560746,19871
787.465129583921,19829
787.353330132087,19645
787.241528205692,19619
787.129723805186,19610
787.017916931018,19532
786.906107583638,19544
786.794295763494,19619
786.682481471037,19478
786.570664706716,19404
786.458845470979,19401
786.347023764278,19329
786.23519958706,19323
786.123372939776,19265
786.011543822874,19366
785.899712236805,19119
785.787878182017,19052
785.676041658961,19214
785.564202668085,18968
785.452361209839,18965
785.340517284671,18991
785.228670893033,18958
785.116822035373,18719
785.00497071214,18710
784.893116923784,18759
784.781260670755,18820
784.669401953501,18717
784.557540772472,18539
784.445677128118,18561
784.333811020888,18454
784.221942451231,18503
784.110071419597,18486
783.998197926435,18235
783.886321972194,18293
783.774443557325,18334
783.662562682276,18106
783.550679347497,18280
783.438793553437,17957
783.326905300545,17969
783.215014589272,18038
783.103121420066,17996
782.991225793377,17749
782.879327709654,17815
782.767427169347,17537
782.655524172905,17666
782.543618720778,17466
782.431710813414,17400
782.319800451264,17513
782.207887634776,17301
782.095972364401,17160
781.984054640587,17246
781.872134463784,17094
781.760211834441,17032
781.648286753008,17028
781.536359219934,16876
781.424429235669,16788
781.312496800662,16634
781.200561915362,16585
781.088624580219,16626
780.976684795682,16614
780.864742562201,16395
780.752797880225,16397
780.640850750203,16301
780.528901172585,16129
780.41694914782,16012
780.304994676359,16176
780.193037758649,15910
780.08107839514,15736
779.969116586283,15774
779.857152332526,15542
779.745185634318,15520
779.63321649211,15634
779.52124490635,15380
779.409270877488,15162
779.297294405973,15233
779.185315492255,15261
779.073334136784,15124
778.961350340007,14962
778.849364102376,15000
778.737375424339,14843
778.625384306347,14703
778.513390748847,14761
778.40139475229,14715
778.289396317125,14620
778.177395443801,14375
778.065392132768,14424
777.953386384476,14187
777.841378199373,14153
777.729367577909,14080
777.617354520533,14025
777.505339027696,13948
777.393321099846,13935
777.281300737432,13736
777.169277940905,13694
777.057252710713,13657
776.945225047306,13501
776.833194951133,13477
776.721162422644,13419
776.609127462289,13407
776.497090070516,13221
776.385050247774,12972
776.273007994515,12999
776.160963311185,12922
776.048916198237,12748
775.936866656118,12816
775.824814685277,12573
775.712760286166,12559
775.600703459232,12592
775.488644204925,12660
775.376582523695,12572
775.264518415991,12538
775.152451882263,12467
775.040382922959,12269
774.92831153853,12255
774.816237729424,12096
774.704161496092,12050
774.592082838982,12005
774.480001758544,11951
774.367918255227,11787
774.255832329481,11816
774.143743981755,11597
774.031653212499,11649
773.919560022161,11551
773.807464411193,11461
773.695366380041,11498
773.583265929158,11241
773.47116305899,11217
773.359057769989,11318
773.246950062603,11090
773.134839937282,11139
773.022727394475,10897
772.910612434632,10945
772.798495058202,10890
772.686375265634,10702
772.574253057378,10592
772.462128433884,10652
772.3500013956,10555
772.237871942976,10486
772.125740076462,10303
772.013605796507,10353
771.90146910356,10373
771.789329998071,10203
771.677188480489,10169
771.565044551263,10174
771.452898210844,9889
771.34074945968,10044
771.22859829822,9967
771.116444726915,9721
771.004288746213,9659
770.892130356565,9658
770.779969558419,9603
770.667806352224,9560
770.555640738431,9499
770.443472717489,9378
770.331302289846,9332
770.219129455953,9310
770.106954216259,9273
769.994776571213,9222
769.882596521265,9054
769.770414066864,9087
769.65822920846,9062
769.546041946501,9016
769.433852281438,8768
769.32166021372,8801
769.209465743795,8856
769.097268872114,8660
768.985069599127,8594
768.872867925281,8529
768.760663851027,8469
768.648457376815,8481
768.536248503093,8449
768.424037230311,8292
768.311823558918,8318
768.199607489365,8282
768.087389022099,8159
767.975168157571,8120
767.862944896231,8027
767.750719238526,7979
767.638491184908,7920
767.526260735825,7979
767.414027891726,7774
767.301792653062,7774
767.189555020281,7686
767.077314993833,7677
766.965072574167,7588
766.852827761733,7572
766.74058055698,7617
766.628330960358,7449
766.516078972316,7325
766.403824593303,7435
766.291567823769,7300
766.179308664163,7206
766.067047114934,7195
765.954783176533,7128
765.842516849408,7130
765.730248134009,7132
765.617977030785,6986
765.505703540186,6965
765.39342766266,6946
765.281149398659,6971
765.16886874863,6753
765.056585713023,6812
764.944300292288,6770
764.832012486874,6686
764.719722297231,6619
764.607429723807,6654
764.495134767053,6505
764.382837427417,6407
764.27053770535,6515
764.1582356013,6385
764.045931115718,6369
763.933624249051,6372
763.82131500175,6226
763.709003374265,6208
763.596689367044,6183
763.484372980537,6163
763.372054215193,6069
763.259733071463,6071
763.147409549794,6019
763.035083650637,6009
762.922755374441,6002
762.810424721656,5895
762.69809169273,5749
762.585756288114,5846
762.473418508256,5800
762.361078353607,5689
762.248735824615,5709
762.13639092173,5568
762.024043645401,5518
761.911693996078,5578
761.79934197421,5515
761.686987580247,5391
761.574630814637,5373
761.462271677831,5390
761.349910170278,5344
761.237546292426,5315
761.125180044727,5210
761.012811427628,5240
760.90044044158,5157
760.788067087032,5091
760.675691364432,5115
760.563313274232,5028
760.450932816879,5013
760.338549992824,4956
760.226164802516,5034
760.113777246404,5001
760.001387324938,4933
759.888995038566,4898
759.77660038774,4825
759.664203372907,4801
759.551803994517,4786
759.43940225302,4728
759.326998148866,4700
759.214591682503,4657
759.102182854381,4564
758.989771664949,4644
758.877358114657,4594
758.764942203954,4593
758.652523933289,4521
758.540103303113,4469
758.427680313874,4470
758.315254966022,4450
758.202827260006,4451
758.090397196275,4330
757.97796477528,4363
757.865529997469,4250
757.753092863292,4271
757.640653373198,4272
757.528211527637,4222
757.415767327058,4103
757.303320771911,4207
757.190871862644,4115
757.078420599708,4162
756.965966983551,4064
756.853511014623,4044
756.741052693374,3968
756.628592020253,3965
756.51612899571,3963
756.403663620193,3878
756.291195894152,3908
756.178725818037,3890
756.066253392296,3840
755.953778617381,3846
755.841301493738,3788
755.72882202182,3699
755.616340202073,3789
755.503856034949,3663
755.391369520896,3641
755.278880660364,3641
755.166389453803,3611
755.053895901661,3660
754.941400004388,3557
754.828901762433,3562
754.716401176247,3473
754.603898246277,3459
754.491392972975,3515
754.378885356788,3489
754.266375398167,3409
754.153863097561,3407
754.04134845542,3423
753.928831472192,3345
753.816312148327,3297
753.703790484275,3307
753.591266480485,3268
753.478740137406,3234
753.366211455488,3299
753.25368043518,3267
753.141147076932,3180
753.028611381193,3158
752.916073348412,3158
752.803532979039,3132
752.690990273523,3126
752.578445232314,3134
752.465897855861,3043
752.353348144614,3063
752.240796099021,3034
752.128241719533,3020
752.015685006598,3007
751.903125960667,2966
751.790564582188,2953
751.678000871611,2963
751.565434829385,2939
751.45286645596,2886
751.340295751785,2836
751.22772271731,2827
751.115147352984,2854
751.002569659256,2795
750.889989636576,2802
750.777407285393,2776
750.664822606156,2744
750.552235599316,2669
750.439646265321,2705
750.327054604621,2742
750.214460617665,2702
750.101864304903,2642
749.989265666784,2667
749.876664703757,2626
749.764061416273,2605
749.651455804779,2588
749.538847869727,2617
749.426237611564,2532
749.313625030741,2529
749.201010127707,2572
749.088392902911,2450
748.975773356803,2489
748.863151489832,2503
748.750527302447,2465
748.637900795099,2440
748.525271968236,2475
748.412640822307,2395
748.300007357763,2399
748.187371575053,2390
748.074733474625,2320
747.96209305693,2412
747.849450322417,2340
747.736805271535,2301
747.624157904734,2296
747.511508222462,2268
747.39885622517,2234
747.286201913308,2280
747.173545287323,2210
747.060886347666,2230
746.948225094786,2200
746.835561529133,2217
746.722895651155,2142
746.610227461303,2203
746.497556960026,2161
746.384884147772,2153
746.272209024993,2127
746.159531592136,2152
746.046851849652,2110
745.934169797989,2049
745.821485437598,2052
745.708798768927,2013
745.596109792426,2030
745.483418508545,2005
745.370724917732,1962
745.258029020438,1979
745.145330817111,1985
745.032630308202,1939
744.919927494158,1936
744.807222375431,1937
744.694514952469,1944
744.581805225722,1892
744.469093195639,1869
744.356378862669,1900
744.243662227262,1915
744.130943289867,1815
744.018222050935,1851
743.905498510913,1874
743.792772670252,1838
743.680044529401,1799
743.567314088809,1837
743.454581348926,1800
743.341846310201,1780
743.229108973084,1797
743.116369338024,1733
743.00362740547,1753
742.890883175872,1729
742.77813664968,1746
742.665387827341,1726
742.552636709308,1676
742.439883296027,1674
742.327127587949,1685
742.214369585524,1661
742.1016092892,1636
741.988846699427,1627
741.876081816655,1665
741.763314641333,1603
741.65054517391,1626
741.537773414836,1622
741.42499936456,1601
741.312223023531,1622
741.199444392199,1592
741.086663471014,1557
740.973880260425,1549
740.861094760881,1570
740.748306972831,1542
740.635516896725,1565
740.522724533013,1522
740.409929882143,1511
740.297132944566,1470
740.18433372073,1492
740.071532211086,1491
739.958728416082,1487
739.845922336168,1513
739.733113971792,1452
739.620303323406,1465
739.507490391458,1479
739.394675176397,1442
