TIME,V,I,pce
5.16E+01,9.30E-01,1.29E-03,20.68448276
5.17E+01,9.30E-01,1.30E-03,20.84482759
5.18E+01,9.30E-01,1.30E-03,20.84482759
5.19E+01,9.30E-01,1.30E-03,20.84482759
5.20E+01,9.30E-01,1.30E-03,20.84482759
5.21E+01,9.30E-01,1.30E-03,20.84482759
5.22E+01,9.30E-01,1.30E-03,20.84482759
5.23E+01,9.30E-01,1.30E-03,20.84482759
5.24E+01,9.30E-01,1.30E-03,20.84482759
5.25E+01,9.30E-01,1.30E-03,20.84482759
5.26E+01,9.30E-01,1.30E-03,20.84482759
5.27E+01,9.30E-01,1.29E-03,20.68448276
5.28E+01,9.30E-01,1.29E-03,20.68448276
5.29E+01,9.30E-01,1.29E-03,20.68448276
5.30E+01,9.30E-01,1.30E-03,20.84482759
5.31E+01,9.30E-01,1.30E-03,20.84482759
5.32E+01,9.30E-01,1.30E-03,20.84482759
5.33E+01,9.30E-01,1.30E-03,20.84482759
5.34E+01,9.30E-01,1.30E-03,20.84482759
5.35E+01,9.30E-01,1.30E-03,20.84482759
5.36E+01,9.30E-01,1.30E-03,20.84482759
5.37E+01,9.30E-01,1.30E-03,20.84482759
5.38E+01,9.30E-01,1.30E-03,20.84482759
5.39E+01,9.30E-01,1.30E-03,20.84482759
5.40E+01,9.30E-01,1.30E-03,20.84482759
5.41E+01,9.30E-01,1.30E-03,20.84482759
5.42E+01,9.30E-01,1.30E-03,20.84482759
5.43E+01,9.30E-01,1.30E-03,20.84482759
5.44E+01,9.30E-01,1.30E-03,20.84482759
5.45E+01,9.30E-01,1.30E-03,20.84482759
5.46E+01,9.30E-01,1.30E-03,20.84482759
5.47E+01,9.30E-01,1.30E-03,20.84482759
5.48E+01,9.30E-01,1.30E-03,20.84482759
5.49E+01,9.30E-01,1.30E-03,20.84482759
5.50E+01,9.30E-01,1.30E-03,20.84482759
5.51E+01,9.30E-01,1.30E-03,20.84482759
5.52E+01,9.30E-01,1.30E-03,20.84482759
5.53E+01,9.30E-01,1.30E-03,20.84482759
5.54E+01,9.30E-01,1.30E-03,20.84482759
5.55E+01,9.30E-01,1.30E-03,20.84482759
5.56E+01,9.30E-01,1.30E-03,20.84482759
5.57E+01,9.30E-01,1.30E-03,20.84482759
5.58E+01,9.30E-01,1.30E-03,20.84482759
5.59E+01,9.30E-01,1.30E-03,20.84482759
5.60E+01,9.30E-01,1.30E-03,20.84482759
5.61E+01,9.30E-01,1.30E-03,20.84482759
5.62E+01,9.30E-01,1.30E-03,20.84482759
5.63E+01,9.30E-01,1.30E-03,20.84482759
5.64E+01,9.30E-01,1.30E-03,20.84482759
5.65E+01,9.30E-01,1.30E-03,20.84482759
5.66E+01,9.30E-01,1.30E-03,20.84482759
5.67E+01,9.30E-01,1.30E-03,20.84482759
5.68E+01,9.30E-01,1.30E-03,20.84482759
5.69E+01,9.30E-01,1.30E-03,20.84482759
5.70E+01,9.30E-01,1.30E-03,20.84482759
5.71E+01,9.30E-01,1.30E-03,20.84482759
5.72E+01,9.30E-01,1.30E-03,20.84482759
5.73E+01,9.30E-01,1.30E-03,20.84482759
5.74E+01,9.30E-01,1.30E-03,20.84482759
5.75E+01,9.30E-01,1.30E-03,20.84482759
5.76E+01,9.30E-01,1.29E-03,20.68448276
5.77E+01,9.30E-01,1.29E-03,20.68448276
5.78E+01,9.30E-01,1.29E-03,20.68448276
5.79E+01,9.30E-01,1.29E-03,20.68448276
5.80E+01,9.30E-01,1.29E-03,20.68448276
5.81E+01,9.30E-01,1.29E-03,20.68448276
5.82E+01,9.30E-01,1.29E-03,20.68448276
5.83E+01,9.30E-01,1.29E-03,20.68448276
5.84E+01,9.30E-01,1.29E-03,20.68448276
5.85E+01,9.30E-01,1.29E-03,20.68448276
5.86E+01,9.30E-01,1.29E-03,20.68448276
5.87E+01,9.30E-01,1.29E-03,20.68448276
5.88E+01,9.30E-01,1.29E-03,20.68448276
5.89E+01,9.30E-01,1.29E-03,20.68448276
5.90E+01,9.30E-01,1.29E-03,20.68448276
5.91E+01,9.30E-01,1.29E-03,20.68448276
5.92E+01,9.30E-01,1.29E-03,20.68448276
5.93E+01,9.30E-01,1.29E-03,20.68448276
5.94E+01,9.30E-01,1.29E-03,20.68448276
5.95E+01,9.30E-01,1.29E-03,20.68448276
5.96E+01,9.30E-01,1.29E-03,20.68448276
5.97E+01,9.30E-01,1.29E-03,20.68448276
5.98E+01,9.30E-01,1.29E-03,20.68448276
5.99E+01,9.30E-01,1.29E-03,20.68448276
6.00E+01,9.30E-01,1.29E-03,20.68448276
6.01E+01,9.30E-01,1.29E-03,20.68448276
6.02E+01,9.30E-01,1.29E-03,20.68448276
6.03E+01,9.30E-01,1.29E-03,20.68448276
6.04E+01,9.30E-01,1.29E-03,20.68448276
6.05E+01,9.30E-01,1.29E-03,20.68448276
6.06E+01,9.30E-01,1.29E-03,20.68448276
6.07E+01,9.30E-01,1.29E-03,20.68448276
6.08E+01,9.30E-01,1.29E-03,20.68448276
6.09E+01,9.30E-01,1.29E-03,20.68448276
6.10E+01,9.30E-01,1.29E-03,20.68448276
6.11E+01,9.30E-01,1.29E-03,20.68448276
6.12E+01,9.30E-01,1.29E-03,20.68448276
6.13E+01,9.30E-01,1.29E-03,20.68448276
6.14E+01,9.30E-01,1.29E-03,20.68448276
6.15E+01,9.30E-01,1.29E-03,20.68448276
6.16E+01,9.30E-01,1.29E-03,20.68448276
6.17E+01,9.30E-01,1.29E-03,20.68448276
6.18E+01,9.30E-01,1.29E-03,20.68448276
6.19E+01,9.30E-01,1.29E-03,20.68448276
6.20E+01,9.30E-01,1.29E-03,20.68448276
6.21E+01,9.30E-01,1.29E-03,20.68448276
6.22E+01,9.30E-01,1.29E-03,20.68448276
6.23E+01,9.30E-01,1.29E-03,20.68448276
6.24E+01,9.30E-01,1.29E-03,20.68448276
6.25E+01,9.30E-01,1.29E-03,20.68448276
6.26E+01,9.30E-01,1.29E-03,20.68448276
6.27E+01,9.30E-01,1.29E-03,20.68448276
6.28E+01,9.30E-01,1.29E-03,20.68448276
6.29E+01,9.30E-01,1.29E-03,20.68448276
6.30E+01,9.30E-01,1.29E-03,20.68448276
6.31E+01,9.30E-01,1.29E-03,20.68448276
6.32E+01,9.30E-01,1.29E-03,20.68448276
6.33E+01,9.30E-01,1.29E-03,20.68448276
6.34E+01,9.30E-01,1.29E-03,20.68448276
6.35E+01,9.30E-01,1.29E-03,20.68448276
6.36E+01,9.30E-01,1.29E-03,20.68448276
6.37E+01,9.30E-01,1.29E-03,20.68448276
6.38E+01,9.30E-01,1.29E-03,20.68448276
6.39E+01,9.30E-01,1.29E-03,20.68448276
6.40E+01,9.30E-01,1.29E-03,20.68448276
6.41E+01,9.30E-01,1.29E-03,20.68448276
6.42E+01,9.30E-01,1.29E-03,20.68448276
6.43E+01,9.30E-01,1.29E-03,20.68448276
6.44E+01,9.30E-01,1.29E-03,20.68448276
6.45E+01,9.30E-01,1.29E-03,20.68448276
6.46E+01,9.30E-01,1.29E-03,20.68448276
6.47E+01,9.30E-01,1.29E-03,20.68448276
6.48E+01,9.30E-01,1.29E-03,20.68448276
6.49E+01,9.30E-01,1.29E-03,20.68448276
6.50E+01,9.30E-01,1.28E-03,20.52413793
6.51E+01,9.30E-01,1.28E-03,20.52413793
6.52E+01,9.30E-01,1.28E-03,20.52413793
6.53E+01,9.30E-01,1.28E-03,20.52413793
6.54E+01,9.30E-01,1.28E-03,20.52413793
6.55E+01,9.30E-01,1.28E-03,20.52413793
6.56E+01,9.30E-01,1.28E-03,20.52413793
6.57E+01,9.30E-01,1.28E-03,20.52413793
6.58E+01,9.30E-01,1.28E-03,20.52413793
6.59E+01,9.30E-01,1.28E-03,20.52413793
6.60E+01,9.30E-01,1.28E-03,20.52413793
6.61E+01,9.30E-01,1.28E-03,20.52413793
6.62E+01,9.30E-01,1.28E-03,20.52413793
6.63E+01,9.30E-01,1.28E-03,20.52413793
6.64E+01,9.30E-01,1.28E-03,20.52413793
6.65E+01,9.30E-01,1.28E-03,20.52413793
6.66E+01,9.30E-01,1.29E-03,20.68448276
6.67E+01,9.30E-01,1.29E-03,20.68448276
6.68E+01,9.30E-01,1.29E-03,20.68448276
6.69E+01,9.30E-01,1.29E-03,20.68448276
6.70E+01,9.30E-01,1.29E-03,20.68448276
6.71E+01,9.30E-01,1.29E-03,20.68448276
6.72E+01,9.30E-01,1.28E-03,20.52413793
6.73E+01,9.30E-01,1.29E-03,20.68448276
6.74E+01,9.30E-01,1.29E-03,20.68448276
6.75E+01,9.30E-01,1.29E-03,20.68448276
6.76E+01,9.30E-01,1.29E-03,20.68448276
6.77E+01,9.30E-01,1.29E-03,20.68448276
6.78E+01,9.30E-01,1.29E-03,20.68448276
6.79E+01,9.30E-01,1.29E-03,20.68448276
6.80E+01,9.30E-01,1.29E-03,20.68448276
6.81E+01,9.30E-01,1.29E-03,20.68448276
6.82E+01,9.30E-01,1.29E-03,20.68448276
6.83E+01,9.30E-01,1.29E-03,20.68448276
6.84E+01,9.30E-01,1.29E-03,20.68448276
6.85E+01,9.30E-01,1.29E-03,20.68448276
6.86E+01,9.30E-01,1.29E-03,20.68448276
6.87E+01,9.30E-01,1.29E-03,20.68448276
6.88E+01,9.30E-01,1.29E-03,20.68448276
6.89E+01,9.30E-01,1.29E-03,20.68448276
6.90E+01,9.30E-01,1.28E-03,20.52413793
6.91E+01,9.30E-01,1.28E-03,20.52413793
6.92E+01,9.30E-01,1.28E-03,20.52413793
6.93E+01,9.30E-01,1.28E-03,20.52413793
6.94E+01,9.30E-01,1.28E-03,20.52413793
6.95E+01,9.30E-01,1.28E-03,20.52413793
6.96E+01,9.30E-01,1.28E-03,20.52413793
6.97E+01,9.30E-01,1.28E-03,20.52413793
6.98E+01,9.30E-01,1.29E-03,20.68448276
6.99E+01,9.30E-01,1.29E-03,20.68448276
7.00E+01,9.30E-01,1.29E-03,20.68448276
7.01E+01,9.30E-01,1.29E-03,20.68448276
7.02E+01,9.30E-01,1.29E-03,20.68448276
7.03E+01,9.30E-01,1.29E-03,20.68448276
7.04E+01,9.30E-01,1.29E-03,20.68448276
7.05E+01,9.30E-01,1.29E-03,20.68448276
7.06E+01,9.30E-01,1.29E-03,20.68448276
7.07E+01,9.30E-01,1.29E-03,20.68448276
7.08E+01,9.30E-01,1.29E-03,20.68448276
7.09E+01,9.30E-01,1.29E-03,20.68448276
7.10E+01,9.30E-01,1.29E-03,20.68448276
7.11E+01,9.30E-01,1.29E-03,20.68448276
7.12E+01,9.30E-01,1.29E-03,20.68448276
7.13E+01,9.30E-01,1.29E-03,20.68448276
7.14E+01,9.30E-01,1.29E-03,20.68448276
7.15E+01,9.30E-01,1.29E-03,20.68448276
7.16E+01,9.30E-01,1.29E-03,20.68448276
7.17E+01,9.30E-01,1.29E-03,20.68448276
7.18E+01,9.30E-01,1.29E-03,20.68448276
7.19E+01,9.30E-01,1.29E-03,20.68448276
7.20E+01,9.30E-01,1.29E-03,20.68448276
7.21E+01,9.30E-01,1.29E-03,20.68448276
7.22E+01,9.30E-01,1.29E-03,20.68448276
7.23E+01,9.30E-01,1.29E-03,20.68448276
7.24E+01,9.30E-01,1.29E-03,20.68448276
7.25E+01,9.30E-01,1.29E-03,20.68448276
7.26E+01,9.30E-01,1.29E-03,20.68448276
7.27E+01,9.30E-01,1.29E-03,20.68448276
7.28E+01,9.30E-01,1.29E-03,20.68448276
7.29E+01,9.30E-01,1.29E-03,20.68448276
7.30E+01,9.30E-01,1.30E-03,20.84482759
7.31E+01,9.30E-01,1.30E-03,20.84482759
7.32E+01,9.30E-01,1.30E-03,20.84482759
7.33E+01,9.30E-01,1.30E-03,20.84482759
7.34E+01,9.30E-01,1.29E-03,20.68448276
7.35E+01,9.30E-01,1.29E-03,20.68448276
7.36E+01,9.30E-01,1.29E-03,20.68448276
7.37E+01,9.30E-01,1.29E-03,20.68448276
7.38E+01,9.30E-01,1.29E-03,20.68448276
7.39E+01,9.30E-01,1.29E-03,20.68448276
7.40E+01,9.30E-01,1.29E-03,20.68448276
7.41E+01,9.30E-01,1.29E-03,20.68448276
7.42E+01,9.30E-01,1.29E-03,20.68448276
7.43E+01,9.30E-01,1.29E-03,20.68448276
7.44E+01,9.30E-01,1.29E-03,20.68448276
7.45E+01,9.30E-01,1.29E-03,20.68448276
7.46E+01,9.30E-01,1.29E-03,20.68448276
7.47E+01,9.30E-01,1.29E-03,20.68448276
7.48E+01,9.30E-01,1.29E-03,20.68448276
7.49E+01,9.30E-01,1.29E-03,20.68448276
7.50E+01,9.30E-01,1.29E-03,20.68448276
7.51E+01,9.30E-01,1.29E-03,20.68448276
7.52E+01,9.30E-01,1.29E-03,20.68448276
7.53E+01,9.30E-01,1.29E-03,20.68448276
7.54E+01,9.30E-01,1.29E-03,20.68448276
7.55E+01,9.30E-01,1.29E-03,20.68448276
7.56E+01,9.30E-01,1.29E-03,20.68448276
7.57E+01,9.30E-01,1.29E-03,20.68448276
7.58E+01,9.30E-01,1.29E-03,20.68448276
7.59E+01,9.30E-01,1.29E-03,20.68448276
7.60E+01,9.30E-01,1.29E-03,20.68448276
7.61E+01,9.30E-01,1.29E-03,20.68448276
7.62E+01,9.30E-01,1.29E-03,20.68448276
7.63E+01,9.30E-01,1.29E-03,20.68448276
7.64E+01,9.30E-01,1.29E-03,20.68448276
7.65E+01,9.30E-01,1.29E-03,20.68448276
7.66E+01,9.30E-01,1.29E-03,20.68448276
7.67E+01,9.30E-01,1.29E-03,20.68448276
7.68E+01,9.30E-01,1.29E-03,20.68448276
7.69E+01,9.30E-01,1.29E-03,20.68448276
7.70E+01,9.30E-01,1.29E-03,20.68448276
7.71E+01,9.30E-01,1.29E-03,20.68448276
7.72E+01,9.30E-01,1.29E-03,20.68448276
7.73E+01,9.30E-01,1.29E-03,20.68448276
7.74E+01,9.30E-01,1.29E-03,20.68448276
7.75E+01,9.30E-01,1.29E-03,20.68448276
7.76E+01,9.30E-01,1.29E-03,20.68448276
7.77E+01,9.30E-01,1.29E-03,20.68448276
7.78E+01,9.30E-01,1.29E-03,20.68448276
7.79E+01,9.30E-01,1.29E-03,20.68448276
7.80E+01,9.30E-01,1.29E-03,20.68448276
7.81E+01,9.30E-01,1.29E-03,20.68448276
7.82E+01,9.30E-01,1.29E-03,20.68448276
7.83E+01,9.30E-01,1.29E-03,20.68448276
7.84E+01,9.30E-01,1.29E-03,20.68448276
7.85E+01,9.30E-01,1.29E-03,20.68448276
7.86E+01,9.30E-01,1.29E-03,20.68448276
7.87E+01,9.30E-01,1.29E-03,20.68448276
7.88E+01,9.30E-01,1.29E-03,20.68448276
7.89E+01,9.30E-01,1.29E-03,20.68448276
7.90E+01,9.30E-01,1.29E-03,20.68448276
7.91E+01,9.30E-01,1.29E-03,20.68448276
7.92E+01,9.30E-01,1.29E-03,20.68448276
7.93E+01,9.30E-01,1.29E-03,20.68448276
7.94E+01,9.30E-01,1.29E-03,20.68448276
7.95E+01,9.30E-01,1.30E-03,20.84482759
7.96E+01,9.30E-01,1.30E-03,20.84482759
7.97E+01,9.30E-01,1.30E-03,20.84482759
7.98E+01,9.30E-01,1.30E-03,20.84482759
7.99E+01,9.30E-01,1.30E-03,20.84482759
8.00E+01,9.30E-01,1.30E-03,20.84482759
8.01E+01,9.30E-01,1.30E-03,20.84482759
8.02E+01,9.30E-01,1.30E-03,20.84482759
8.03E+01,9.30E-01,1.30E-03,20.84482759
8.04E+01,9.30E-01,1.30E-03,20.84482759
8.05E+01,9.30E-01,1.30E-03,20.84482759
8.06E+01,9.30E-01,1.30E-03,20.84482759
8.07E+01,9.30E-01,1.30E-03,20.84482759
8.08E+01,9.30E-01,1.30E-03,20.84482759
8.09E+01,9.30E-01,1.30E-03,20.84482759
8.10E+01,9.30E-01,1.30E-03,20.84482759
8.11E+01,9.30E-01,1.30E-03,20.84482759
8.12E+01,9.30E-01,1.30E-03,20.84482759
8.13E+01,9.30E-01,1.30E-03,20.84482759
8.14E+01,9.30E-01,1.30E-03,20.84482759
8.15E+01,9.30E-01,1.29E-03,20.68448276
8.16E+01,9.30E-01,1.29E-03,20.68448276
8.17E+01,9.30E-01,1.29E-03,20.68448276
8.18E+01,9.30E-01,1.29E-03,20.68448276
8.19E+01,9.30E-01,1.29E-03,20.68448276
8.20E+01,9.30E-01,1.29E-03,20.68448276
8.21E+01,9.30E-01,1.29E-03,20.68448276
8.22E+01,9.30E-01,1.29E-03,20.68448276
8.23E+01,9.30E-01,1.29E-03,20.68448276
8.24E+01,9.30E-01,1.29E-03,20.68448276
8.25E+01,9.30E-01,1.29E-03,20.68448276
8.26E+01,9.30E-01,1.29E-03,20.68448276
8.27E+01,9.30E-01,1.29E-03,20.68448276
8.28E+01,9.30E-01,1.30E-03,20.84482759
8.29E+01,9.30E-01,1.30E-03,20.84482759
8.30E+01,9.30E-01,1.30E-03,20.84482759
8.31E+01,9.30E-01,1.30E-03,20.84482759
8.32E+01,9.30E-01,1.29E-03,20.68448276
8.33E+01,9.30E-01,1.29E-03,20.68448276
8.34E+01,9.30E-01,1.29E-03,20.68448276
8.35E+01,9.30E-01,1.29E-03,20.68448276
8.36E+01,9.30E-01,1.29E-03,20.68448276
8.37E+01,9.30E-01,1.29E-03,20.68448276
8.38E+01,9.30E-01,1.29E-03,20.68448276
8.39E+01,9.30E-01,1.29E-03,20.68448276
8.40E+01,9.30E-01,1.29E-03,20.68448276
8.41E+01,9.30E-01,1.29E-03,20.68448276
8.42E+01,9.30E-01,1.29E-03,20.68448276
8.43E+01,9.30E-01,1.29E-03,20.68448276
8.44E+01,9.30E-01,1.29E-03,20.68448276
8.45E+01,9.30E-01,1.29E-03,20.68448276
8.46E+01,9.30E-01,1.29E-03,20.68448276
8.47E+01,9.30E-01,1.29E-03,20.68448276
8.48E+01,9.30E-01,1.29E-03,20.68448276
8.49E+01,9.30E-01,1.29E-03,20.68448276
8.50E+01,9.30E-01,1.29E-03,20.68448276
8.51E+01,9.30E-01,1.29E-03,20.68448276
8.52E+01,9.30E-01,1.29E-03,20.68448276
8.53E+01,9.30E-01,1.29E-03,20.68448276
8.54E+01,9.30E-01,1.29E-03,20.68448276
8.55E+01,9.30E-01,1.29E-03,20.68448276
8.56E+01,9.30E-01,1.29E-03,20.68448276
8.57E+01,9.30E-01,1.29E-03,20.68448276
8.58E+01,9.30E-01,1.29E-03,20.68448276
8.59E+01,9.30E-01,1.29E-03,20.68448276
8.60E+01,9.30E-01,1.29E-03,20.68448276
8.61E+01,9.30E-01,1.29E-03,20.68448276
8.62E+01,9.30E-01,1.29E-03,20.68448276
8.63E+01,9.30E-01,1.29E-03,20.68448276
8.64E+01,9.30E-01,1.29E-03,20.68448276
8.65E+01,9.30E-01,1.29E-03,20.68448276
8.66E+01,9.30E-01,1.29E-03,20.68448276
8.67E+01,9.30E-01,1.29E-03,20.68448276
8.68E+01,9.30E-01,1.29E-03,20.68448276
8.69E+01,9.30E-01,1.29E-03,20.68448276
8.70E+01,9.30E-01,1.29E-03,20.68448276
8.71E+01,9.30E-01,1.29E-03,20.68448276
8.72E+01,9.30E-01,1.29E-03,20.68448276
8.73E+01,9.30E-01,1.29E-03,20.68448276
8.74E+01,9.30E-01,1.29E-03,20.68448276
8.75E+01,9.30E-01,1.29E-03,20.68448276
8.76E+01,9.30E-01,1.29E-03,20.68448276
8.77E+01,9.30E-01,1.29E-03,20.68448276
8.78E+01,9.30E-01,1.29E-03,20.68448276
8.79E+01,9.30E-01,1.29E-03,20.68448276
8.80E+01,9.30E-01,1.29E-03,20.68448276
8.81E+01,9.30E-01,1.29E-03,20.68448276
8.82E+01,9.30E-01,1.29E-03,20.68448276
8.83E+01,9.30E-01,1.30E-03,20.84482759
8.84E+01,9.30E-01,1.30E-03,20.84482759
8.85E+01,9.30E-01,1.29E-03,20.68448276
8.86E+01,9.30E-01,1.29E-03,20.68448276
8.87E+01,9.30E-01,1.29E-03,20.68448276
8.88E+01,9.30E-01,1.29E-03,20.68448276
8.89E+01,9.30E-01,1.29E-03,20.68448276
8.90E+01,9.30E-01,1.29E-03,20.68448276
8.91E+01,9.30E-01,1.29E-03,20.68448276
8.92E+01,9.30E-01,1.29E-03,20.68448276
8.93E+01,9.30E-01,1.29E-03,20.68448276
8.94E+01,9.30E-01,1.29E-03,20.68448276
8.95E+01,9.30E-01,1.29E-03,20.68448276
8.96E+01,9.30E-01,1.29E-03,20.68448276
8.97E+01,9.30E-01,1.29E-03,20.68448276
8.98E+01,9.30E-01,1.29E-03,20.68448276
8.99E+01,9.30E-01,1.29E-03,20.68448276
9.00E+01,9.30E-01,1.29E-03,20.68448276
9.01E+01,9.30E-01,1.29E-03,20.68448276
9.02E+01,9.30E-01,1.29E-03,20.68448276
9.03E+01,9.30E-01,1.29E-03,20.68448276
9.04E+01,9.30E-01,1.29E-03,20.68448276
9.05E+01,9.30E-01,1.29E-03,20.68448276
9.06E+01,9.30E-01,1.29E-03,20.68448276
9.07E+01,9.30E-01,1.29E-03,20.68448276
9.08E+01,9.30E-01,1.29E-03,20.68448276
9.09E+01,9.30E-01,1.29E-03,20.68448276
9.10E+01,9.30E-01,1.29E-03,20.68448276
9.11E+01,9.30E-01,1.29E-03,20.68448276
9.12E+01,9.30E-01,1.29E-03,20.68448276
9.13E+01,9.30E-01,1.29E-03,20.68448276
9.14E+01,9.30E-01,1.29E-03,20.68448276
9.15E+01,9.30E-01,1.29E-03,20.68448276
9.16E+01,9.30E-01,1.29E-03,20.68448276
9.17E+01,9.30E-01,1.30E-03,20.84482759
9.18E+01,9.30E-01,1.30E-03,20.84482759
9.19E+01,9.30E-01,1.30E-03,20.84482759
9.20E+01,9.30E-01,1.30E-03,20.84482759
9.21E+01,9.30E-01,1.30E-03,20.84482759
9.22E+01,9.30E-01,1.30E-03,20.84482759
9.23E+01,9.30E-01,1.30E-03,20.84482759
9.24E+01,9.30E-01,1.30E-03,20.84482759
9.25E+01,9.30E-01,1.30E-03,20.84482759
9.26E+01,9.30E-01,1.30E-03,20.84482759
9.27E+01,9.30E-01,1.30E-03,20.84482759
9.28E+01,9.30E-01,1.30E-03,20.84482759
9.29E+01,9.30E-01,1.30E-03,20.84482759
9.30E+01,9.30E-01,1.30E-03,20.84482759
9.31E+01,9.30E-01,1.30E-03,20.84482759
9.32E+01,9.30E-01,1.30E-03,20.84482759
9.33E+01,9.30E-01,1.30E-03,20.84482759
9.34E+01,9.30E-01,1.30E-03,20.84482759
9.35E+01,9.30E-01,1.30E-03,20.84482759
9.36E+01,9.30E-01,1.30E-03,20.84482759
9.37E+01,9.30E-01,1.30E-03,20.84482759
9.38E+01,9.30E-01,1.30E-03,20.84482759
9.39E+01,9.30E-01,1.30E-03,20.84482759
9.40E+01,9.30E-01,1.31E-03,21.00517241
9.41E+01,9.30E-01,1.31E-03,21.00517241
9.42E+01,9.30E-01,1.31E-03,21.00517241
9.43E+01,9.30E-01,1.31E-03,21.00517241
9.44E+01,9.30E-01,1.31E-03,21.00517241
9.45E+01,9.30E-01,1.31E-03,21.00517241
9.46E+01,9.30E-01,1.31E-03,21.00517241
9.47E+01,9.30E-01,1.31E-03,21.00517241
9.48E+01,9.30E-01,1.30E-03,20.84482759
9.49E+01,9.30E-01,1.30E-03,20.84482759
9.50E+01,9.30E-01,1.30E-03,20.84482759
9.51E+01,9.30E-01,1.30E-03,20.84482759
9.52E+01,9.30E-01,1.30E-03,20.84482759
9.53E+01,9.30E-01,1.30E-03,20.84482759
9.54E+01,9.30E-01,1.30E-03,20.84482759
9.55E+01,9.30E-01,1.30E-03,20.84482759
9.56E+01,9.30E-01,1.30E-03,20.84482759
9.57E+01,9.30E-01,1.30E-03,20.84482759
9.58E+01,9.30E-01,1.30E-03,20.84482759
9.59E+01,9.30E-01,1.30E-03,20.84482759
9.60E+01,9.30E-01,1.30E-03,20.84482759
9.61E+01,9.30E-01,1.30E-03,20.84482759
9.62E+01,9.30E-01,1.30E-03,20.84482759
9.63E+01,9.30E-01,1.30E-03,20.84482759
9.64E+01,9.30E-01,1.30E-03,20.84482759
9.65E+01,9.30E-01,1.30E-03,20.84482759
9.66E+01,9.30E-01,1.30E-03,20.84482759
9.67E+01,9.30E-01,1.30E-03,20.84482759
9.68E+01,9.30E-01,1.30E-03,20.84482759
9.69E+01,9.30E-01,1.30E-03,20.84482759
9.70E+01,9.30E-01,1.30E-03,20.84482759
9.71E+01,9.30E-01,1.30E-03,20.84482759
9.72E+01,9.30E-01,1.30E-03,20.84482759
9.73E+01,9.30E-01,1.30E-03,20.84482759
9.74E+01,9.30E-01,1.30E-03,20.84482759
9.75E+01,9.30E-01,1.30E-03,20.84482759
9.76E+01,9.30E-01,1.30E-03,20.84482759
9.77E+01,9.30E-01,1.30E-03,20.84482759
9.78E+01,9.30E-01,1.30E-03,20.84482759
9.79E+01,9.30E-01,1.30E-03,20.84482759
9.80E+01,9.30E-01,1.30E-03,20.84482759
9.81E+01,9.30E-01,1.30E-03,20.84482759
9.82E+01,9.30E-01,1.30E-03,20.84482759
9.83E+01,9.30E-01,1.30E-03,20.84482759
9.84E+01,9.30E-01,1.30E-03,20.84482759
9.85E+01,9.30E-01,1.30E-03,20.84482759
9.86E+01,9.30E-01,1.30E-03,20.84482759
9.87E+01,9.30E-01,1.30E-03,20.84482759
9.88E+01,9.30E-01,1.30E-03,20.84482759
9.89E+01,9.30E-01,1.30E-03,20.84482759
9.90E+01,9.30E-01,1.30E-03,20.84482759
9.91E+01,9.30E-01,1.30E-03,20.84482759
9.92E+01,9.30E-01,1.30E-03,20.84482759
9.93E+01,9.30E-01,1.30E-03,20.84482759
9.94E+01,9.30E-01,1.30E-03,20.84482759
9.95E+01,9.30E-01,1.30E-03,20.84482759
9.96E+01,9.30E-01,1.30E-03,20.84482759
9.97E+01,9.30E-01,1.30E-03,20.84482759
9.98E+01,9.30E-01,1.30E-03,20.84482759
9.99E+01,9.30E-01,1.30E-03,20.84482759
1.00E+02,9.30E-01,1.30E-03,20.84482759
1.00E+02,9.30E-01,1.30E-03,20.84482759
1.00E+02,9.30E-01,1.30E-03,20.84482759
1.00E+02,9.30E-01,1.30E-03,20.84482759
1.00E+02,9.30E-01,1.30E-03,20.84482759
1.01E+02,9.30E-01,1.30E-03,20.84482759
1.01E+02,9.30E-01,1.30E-03,20.84482759
1.01E+02,9.30E-01,1.31E-03,21.00517241
1.01E+02,9.30E-01,1.31E-03,21.00517241
1.01E+02,9.30E-01,1.31E-03,21.00517241
1.01E+02,9.30E-01,1.31E-03,21.00517241
1.01E+02,9.30E-01,1.31E-03,21.00517241
1.01E+02,9.30E-01,1.30E-03,20.84482759
1.01E+02,9.30E-01,1.30E-03,20.84482759
1.01E+02,9.30E-01,1.30E-03,20.84482759
1.02E+02,9.30E-01,1.30E-03,20.84482759
1.02E+02,9.30E-01,1.31E-03,21.00517241
1.02E+02,9.30E-01,1.30E-03,20.84482759
1.02E+02,9.30E-01,1.30E-03,20.84482759
1.02E+02,9.30E-01,1.30E-03,20.84482759
1.02E+02,9.30E-01,1.30E-03,20.84482759
1.02E+02,9.30E-01,1.30E-03,20.84482759
1.02E+02,9.30E-01,1.30E-03,20.84482759
1.02E+02,9.30E-01,1.31E-03,21.00517241
1.02E+02,9.30E-01,1.31E-03,21.00517241
1.03E+02,9.30E-01,1.30E-03,20.84482759
1.03E+02,9.30E-01,1.30E-03,20.84482759
1.03E+02,9.30E-01,1.30E-03,20.84482759
1.03E+02,9.30E-01,1.31E-03,21.00517241
1.03E+02,9.30E-01,1.31E-03,21.00517241
1.03E+02,9.30E-01,1.31E-03,21.00517241
1.03E+02,9.30E-01,1.31E-03,21.00517241
1.03E+02,9.30E-01,1.31E-03,21.00517241
1.03E+02,9.30E-01,1.31E-03,21.00517241
