Labels,Decay28,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,4995.117200,
Step,4.8828125,
Fixed/Offset,,
XAxis,Time,
YAxis,Counts,

4228.515600,2.10000000E+1,
4233.398400,2.00000000E+1,
4238.281300,2.40000000E+1,
4243.164100,1.40000000E+1,
4248.046900,1.40000000E+1,
4252.93000,1.90000000E+1,
4257.812500,2.00000000E+1,
4262.695300,1.60000000E+1,
4267.578100,2.00000000E+1,
4272.460900,1.60000000E+1,
4277.343800,1.40000000E+1,
4282.226600,1.40000000E+1,
4287.109400,1.10000000E+1,
4291.992200,2.70000000E+1,
4296.875000,2.00000000E+1,
4301.757800,2.70000000E+1,
4306.640600,2.40000000E+1,
4311.523400,1.60000000E+1,
4316.406300,1.50000000E+1,
4321.289100,1.70000000E+1,
4326.171900,2.00000000E+1,
4331.054700,1.50000000E+1,
4335.937500,1.70000000E+1,
4340.82000,1.60000000E+1,
4345.703100,1.60000000E+1,
4350.585900,2.00000000E+1,
4355.468800,1.60000000E+1,
4360.351600,8.00000000E+0,
4365.234400,1.70000000E+1,
4370.117200,2.70000000E+1,
4375.000,1.20000000E+1,
4379.882800,1.00000000E+1,
4384.765600,1.80000000E+1,
4389.648400,1.40000000E+1,
4394.531300,1.70000000E+1,
4399.414100,1.60000000E+1,
4404.296900,1.90000000E+1,
4409.18000,1.80000000E+1,
4414.062500,1.70000000E+1,
4418.945300,9.00000000E+0,
4423.828100,1.90000000E+1,
4428.710900,2.10000000E+1,
4433.593800,1.50000000E+1,
4438.476600,9.00000000E+0,
4443.359400,1.80000000E+1,
4448.242200,1.80000000E+1,
4453.125000,1.70000000E+1,
4458.007800,1.30000000E+1,
4462.890600,1.10000000E+1,
4467.773400,1.70000000E+1,
4472.656300,2.10000000E+1,
4477.539100,1.30000000E+1,
4482.421900,1.60000000E+1,
4487.304700,1.80000000E+1,
4492.187500,1.80000000E+1,
4497.07000,1.80000000E+1,
4501.953100,1.90000000E+1,
4506.835900,1.70000000E+1,
4511.718800,1.00000000E+1,
4516.601600,1.70000000E+1,
4521.484400,1.90000000E+1,
4526.367200,1.50000000E+1,
4531.25000,1.00000000E+1,
4536.132800,8.00000000E+0,
4541.015600,1.60000000E+1,
4545.898400,1.90000000E+1,
4550.781300,1.30000000E+1,
4555.664100,1.80000000E+1,
4560.546900,2.30000000E+1,
4565.43000,1.20000000E+1,
4570.312500,1.40000000E+1,
4575.195300,1.70000000E+1,
4580.078100,2.20000000E+1,
4584.960900,1.20000000E+1,
4589.843800,1.60000000E+1,
4594.726600,1.00000000E+1,
4599.609400,1.80000000E+1,
4604.492200,1.70000000E+1,
4609.375000,1.70000000E+1,
4614.257800,1.50000000E+1,
4619.140600,2.20000000E+1,
4624.023400,8.00000000E+0,
4628.906300,1.60000000E+1,
4633.789100,1.20000000E+1,
4638.671900,1.10000000E+1,
4643.554700,1.90000000E+1,
4648.437500,1.50000000E+1,
4653.32000,7.00000000E+0,
4658.203100,8.00000000E+0,
4663.085900,1.20000000E+1,
4667.968800,9.00000000E+0,
4672.851600,1.20000000E+1,
4677.734400,1.80000000E+1,
4682.617200,2.10000000E+1,
4687.5000,1.30000000E+1,
4692.382800,1.70000000E+1,
4697.265600,1.10000000E+1,
4702.148400,1.10000000E+1,
4707.031300,1.20000000E+1,
4711.914100,1.10000000E+1,
4716.796900,1.90000000E+1,
4721.68000,1.60000000E+1,
4726.562500,1.70000000E+1,
4731.445300,1.30000000E+1,
4736.328100,1.10000000E+1,
4741.210900,1.60000000E+1,
4746.093800,1.20000000E+1,
4750.976600,1.30000000E+1,
4755.859400,1.20000000E+1,
4760.742200,1.90000000E+1,
4765.625000,1.40000000E+1,
4770.507800,1.20000000E+1,
4775.390600,7.00000000E+0,
4780.273400,8.00000000E+0,
4785.156300,1.00000000E+1,
4790.039100,8.00000000E+0,
4794.921900,1.40000000E+1,
4799.804700,1.40000000E+1,
4804.687500,1.20000000E+1,
4809.57000,1.40000000E+1,
4814.453100,1.70000000E+1,
4819.335900,1.30000000E+1,
4824.218800,1.20000000E+1,
4829.101600,1.10000000E+1,
4833.984400,1.30000000E+1,
4838.867200,8.00000000E+0,
4843.75000,1.40000000E+1,
4848.632800,1.20000000E+1,
4853.515600,1.30000000E+1,
4858.398400,1.30000000E+1,
4863.281300,1.80000000E+1,
4868.164100,1.60000000E+1,
4873.046900,1.10000000E+1,
4877.93000,7.00000000E+0,
4882.812500,1.60000000E+1,
4887.695300,9.00000000E+0,
4892.578100,1.90000000E+1,
4897.460900,2.10000000E+1,
4902.343800,6.00000000E+0,
4907.226600,1.30000000E+1,
4912.109400,1.70000000E+1,
4916.992200,1.60000000E+1,
4921.875000,1.20000000E+1,
4926.757800,1.50000000E+1,
4931.640600,7.00000000E+0,
4936.523400,2.30000000E+1,
4941.406300,1.30000000E+1,
4946.289100,1.30000000E+1,
4951.171900,1.70000000E+1,
4956.054700,1.50000000E+1,
4960.937500,1.50000000E+1,
4965.82000,1.00000000E+1,
4970.703100,2.00000000E+1,
4975.585900,1.00000000E+1,
4980.468800,1.30000000E+1,
4985.351600,1.40000000E+1,
4990.234400,1.30000000E+1,
4995.117200,1.60000000E+1,
