Labels,Decay21,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,4995.117200,
Step,4.8828125,
Fixed/Offset,,
XAxis,Time,
YAxis,Counts,

1474.609400,1.32000000E+2,
1479.492200,1.25000000E+2,
1484.375000,1.15000000E+2,
1489.257800,1.21000000E+2,
1494.140600,1.32000000E+2,
1499.023400,1.23000000E+2,
1503.906300,1.24000000E+2,
1508.789100,1.38000000E+2,
1513.671900,1.39000000E+2,
1518.554700,1.20000000E+2,
1523.437500,1.19000000E+2,
1528.32000,1.30000000E+2,
1533.203100,1.22000000E+2,
1538.085900,1.19000000E+2,
1542.968800,1.13000000E+2,
1547.851600,1.01000000E+2,
1552.734400,1.34000000E+2,
1557.617200,1.33000000E+2,
1562.5000,1.20000000E+2,
1567.382800,1.15000000E+2,
1572.265600,1.05000000E+2,
1577.148400,1.38000000E+2,
1582.031300,1.06000000E+2,
1586.914100,1.02000000E+2,
1591.796900,1.34000000E+2,
1596.68000,1.08000000E+2,
1601.562500,1.39000000E+2,
1606.445300,1.24000000E+2,
1611.328100,1.13000000E+2,
1616.210900,1.20000000E+2,
1621.093800,1.06000000E+2,
1625.976600,1.00000000E+2,
1630.859400,1.26000000E+2,
1635.742200,1.10000000E+2,
1640.625000,1.12000000E+2,
1645.507800,1.17000000E+2,
1650.390600,1.10000000E+2,
1655.273400,1.04000000E+2,
1660.156300,1.10000000E+2,
1665.039100,1.13000000E+2,
1669.921900,1.26000000E+2,
1674.804700,1.08000000E+2,
1679.687500,9.40000000E+1,
1684.57000,9.30000000E+1,
1689.453100,1.19000000E+2,
1694.335900,1.09000000E+2,
1699.218800,1.04000000E+2,
1704.101600,9.50000000E+1,
1708.984400,1.06000000E+2,
1713.867200,9.70000000E+1,
1718.75000,9.40000000E+1,
1723.632800,1.06000000E+2,
1728.515600,8.20000000E+1,
1733.398400,1.09000000E+2,
1738.281300,9.70000000E+1,
1743.164100,1.18000000E+2,
1748.046900,9.00000000E+1,
1752.93000,9.60000000E+1,
1757.812500,9.90000000E+1,
1762.695300,1.09000000E+2,
1767.578100,9.40000000E+1,
1772.460900,7.60000000E+1,
1777.343800,7.30000000E+1,
1782.226600,1.09000000E+2,
1787.109400,8.50000000E+1,
1791.992200,8.90000000E+1,
1796.875000,9.60000000E+1,
1801.757800,1.13000000E+2,
1806.640600,9.10000000E+1,
1811.523400,8.00000000E+1,
1816.406300,9.10000000E+1,
1821.289100,9.30000000E+1,
1826.171900,9.20000000E+1,
1831.054700,8.30000000E+1,
1835.937500,1.10000000E+2,
1840.82000,7.80000000E+1,
1845.703100,1.04000000E+2,
1850.585900,8.10000000E+1,
1855.468800,9.90000000E+1,
1860.351600,9.40000000E+1,
1865.234400,9.10000000E+1,
1870.117200,8.00000000E+1,
1875.000,7.70000000E+1,
1879.882800,7.70000000E+1,
1884.765600,1.22000000E+2,
1889.648400,9.10000000E+1,
1894.531300,1.13000000E+2,
1899.414100,8.40000000E+1,
1904.296900,9.10000000E+1,
1909.18000,1.04000000E+2,
1914.062500,8.50000000E+1,
1918.945300,9.00000000E+1,
1923.828100,7.00000000E+1,
1928.710900,1.04000000E+2,
1933.593800,8.30000000E+1,
1938.476600,7.60000000E+1,
1943.359400,7.80000000E+1,
1948.242200,8.50000000E+1,
1953.125000,8.10000000E+1,
1958.007800,9.40000000E+1,
1962.890600,7.20000000E+1,
1967.773400,7.70000000E+1,
1972.656300,7.70000000E+1,
1977.539100,9.20000000E+1,
1982.421900,7.70000000E+1,
1987.304700,9.80000000E+1,
1992.187500,6.60000000E+1,
1997.07000,7.40000000E+1,
2001.953100,8.40000000E+1,
2006.835900,6.90000000E+1,
2011.718800,8.40000000E+1,
2016.601600,8.30000000E+1,
2021.484400,7.50000000E+1,
2026.367200,7.40000000E+1,
2031.25000,7.00000000E+1,
2036.132800,8.20000000E+1,
2041.015600,7.70000000E+1,
2045.898400,7.60000000E+1,
2050.781300,7.50000000E+1,
2055.664100,9.00000000E+1,
2060.546900,8.00000000E+1,
2065.43000,9.50000000E+1,
2070.312500,8.50000000E+1,
2075.195300,6.40000000E+1,
2080.078100,7.00000000E+1,
2084.960900,6.50000000E+1,
2089.843800,8.30000000E+1,
2094.726600,6.70000000E+1,
2099.609400,7.20000000E+1,
2104.492200,7.00000000E+1,
2109.375000,7.60000000E+1,
2114.257800,7.40000000E+1,
2119.140600,7.10000000E+1,
2124.023400,7.80000000E+1,
2128.906300,7.20000000E+1,
2133.789100,7.50000000E+1,
2138.671900,5.80000000E+1,
2143.554700,6.10000000E+1,
2148.437500,8.60000000E+1,
2153.32000,7.40000000E+1,
2158.203100,7.40000000E+1,
2163.085900,6.90000000E+1,
2167.968800,7.50000000E+1,
2172.851600,6.20000000E+1,
2177.734400,6.20000000E+1,
2182.617200,6.90000000E+1,
2187.5000,7.60000000E+1,
2192.382800,6.30000000E+1,
2197.265600,6.00000000E+1,
2202.148400,6.60000000E+1,
2207.031300,6.80000000E+1,
2211.914100,5.60000000E+1,
2216.796900,6.00000000E+1,
2221.68000,5.70000000E+1,
2226.562500,6.90000000E+1,
2231.445300,6.60000000E+1,
2236.328100,6.40000000E+1,
2241.210900,4.70000000E+1,
2246.093800,7.60000000E+1,
2250.976600,7.60000000E+1,
2255.859400,6.40000000E+1,
2260.742200,5.80000000E+1,
2265.625000,7.40000000E+1,
2270.507800,6.70000000E+1,
2275.390600,5.80000000E+1,
2280.273400,6.20000000E+1,
2285.156300,5.80000000E+1,
2290.039100,7.70000000E+1,
2294.921900,6.90000000E+1,
2299.804700,6.10000000E+1,
2304.687500,6.30000000E+1,
2309.57000,5.20000000E+1,
2314.453100,7.40000000E+1,
2319.335900,5.70000000E+1,
2324.218800,5.20000000E+1,
2329.101600,6.30000000E+1,
2333.984400,5.50000000E+1,
2338.867200,7.10000000E+1,
2343.75000,6.60000000E+1,
2348.632800,4.90000000E+1,
2353.515600,4.70000000E+1,
2358.398400,6.80000000E+1,
2363.281300,6.10000000E+1,
2368.164100,6.40000000E+1,
2373.046900,5.80000000E+1,
2377.93000,5.90000000E+1,
2382.812500,6.10000000E+1,
2387.695300,5.60000000E+1,
2392.578100,6.30000000E+1,
2397.460900,6.00000000E+1,
2402.343800,6.30000000E+1,
2407.226600,6.70000000E+1,
2412.109400,6.40000000E+1,
2416.992200,6.00000000E+1,
2421.875000,5.70000000E+1,
2426.757800,4.70000000E+1,
2431.640600,6.10000000E+1,
2436.523400,6.40000000E+1,
2441.406300,6.70000000E+1,
2446.289100,6.60000000E+1,
2451.171900,6.30000000E+1,
2456.054700,6.30000000E+1,
2460.937500,5.70000000E+1,
2465.82000,5.00000000E+1,
2470.703100,5.60000000E+1,
2475.585900,6.30000000E+1,
2480.468800,4.80000000E+1,
2485.351600,7.10000000E+1,
2490.234400,5.50000000E+1,
2495.117200,5.30000000E+1,
2500.00,5.10000000E+1,
2504.882800,5.80000000E+1,
2509.765600,4.80000000E+1,
2514.648400,5.40000000E+1,
2519.531300,4.80000000E+1,
2524.414100,4.40000000E+1,
2529.296900,4.90000000E+1,
2534.18000,5.50000000E+1,
2539.062500,5.90000000E+1,
2543.945300,5.90000000E+1,
2548.828100,5.00000000E+1,
2553.710900,4.80000000E+1,
2558.593800,5.70000000E+1,
2563.476600,4.50000000E+1,
2568.359400,5.10000000E+1,
2573.242200,5.90000000E+1,
2578.125000,4.70000000E+1,
2583.007800,4.40000000E+1,
2587.890600,5.90000000E+1,
2592.773400,4.60000000E+1,
2597.656300,5.10000000E+1,
2602.539100,4.30000000E+1,
2607.421900,4.20000000E+1,
2612.304700,4.50000000E+1,
2617.187500,5.30000000E+1,
2622.07000,5.30000000E+1,
2626.953100,4.90000000E+1,
2631.835900,5.50000000E+1,
2636.718800,4.90000000E+1,
2641.601600,5.10000000E+1,
2646.484400,4.90000000E+1,
2651.367200,5.40000000E+1,
2656.25000,5.10000000E+1,
2661.132800,4.60000000E+1,
2666.015600,4.30000000E+1,
2670.898400,7.00000000E+1,
2675.781300,4.50000000E+1,
2680.664100,4.60000000E+1,
2685.546900,3.90000000E+1,
2690.43000,4.00000000E+1,
2695.312500,4.30000000E+1,
2700.195300,3.80000000E+1,
2705.078100,5.50000000E+1,
2709.960900,4.70000000E+1,
2714.843800,3.90000000E+1,
2719.726600,5.10000000E+1,
2724.609400,5.30000000E+1,
2729.492200,6.50000000E+1,
2734.375000,4.90000000E+1,
2739.257800,5.30000000E+1,
2744.140600,4.50000000E+1,
2749.023400,4.60000000E+1,
2753.906300,4.40000000E+1,
2758.789100,5.20000000E+1,
2763.671900,3.80000000E+1,
2768.554700,4.70000000E+1,
2773.437500,4.90000000E+1,
2778.32000,3.30000000E+1,
2783.203100,3.30000000E+1,
2788.085900,3.40000000E+1,
2792.968800,5.00000000E+1,
2797.851600,3.90000000E+1,
2802.734400,5.90000000E+1,
2807.617200,3.80000000E+1,
2812.5000,4.10000000E+1,
2817.382800,4.30000000E+1,
2822.265600,4.60000000E+1,
2827.148400,4.50000000E+1,
2832.031300,5.20000000E+1,
2836.914100,4.90000000E+1,
2841.796900,3.60000000E+1,
2846.68000,4.40000000E+1,
2851.562500,4.50000000E+1,
2856.445300,3.60000000E+1,
2861.328100,3.90000000E+1,
2866.210900,4.80000000E+1,
2871.093800,4.30000000E+1,
2875.976600,4.30000000E+1,
2880.859400,4.00000000E+1,
2885.742200,3.60000000E+1,
2890.625000,4.50000000E+1,
2895.507800,3.10000000E+1,
2900.390600,3.30000000E+1,
2905.273400,3.00000000E+1,
2910.156300,3.60000000E+1,
2915.039100,5.00000000E+1,
2919.921900,3.60000000E+1,
2924.804700,3.10000000E+1,
2929.687500,4.40000000E+1,
2934.57000,4.20000000E+1,
2939.453100,3.90000000E+1,
2944.335900,4.00000000E+1,
2949.218800,4.10000000E+1,
2954.101600,4.40000000E+1,
2958.984400,2.80000000E+1,
2963.867200,4.40000000E+1,
2968.75000,3.20000000E+1,
2973.632800,3.20000000E+1,
2978.515600,3.10000000E+1,
2983.398400,4.50000000E+1,
2988.281300,4.10000000E+1,
2993.164100,3.80000000E+1,
2998.046900,4.10000000E+1,
3002.93000,2.60000000E+1,
3007.812500,3.30000000E+1,
3012.695300,3.20000000E+1,
3017.578100,3.60000000E+1,
3022.460900,3.90000000E+1,
3027.343800,2.80000000E+1,
3032.226600,3.40000000E+1,
3037.109400,4.30000000E+1,
3041.992200,3.40000000E+1,
3046.875000,4.10000000E+1,
3051.757800,2.80000000E+1,
3056.640600,3.40000000E+1,
3061.523400,2.70000000E+1,
3066.406300,4.20000000E+1,
3071.289100,3.70000000E+1,
3076.171900,3.40000000E+1,
3081.054700,3.50000000E+1,
3085.937500,3.60000000E+1,
3090.82000,3.10000000E+1,
3095.703100,3.90000000E+1,
3100.585900,2.90000000E+1,
3105.468800,3.60000000E+1,
3110.351600,2.30000000E+1,
3115.234400,3.10000000E+1,
3120.117200,3.10000000E+1,
3125.000,3.30000000E+1,
3129.882800,3.10000000E+1,
3134.765600,4.00000000E+1,
3139.648400,2.70000000E+1,
3144.531300,3.70000000E+1,
3149.414100,2.90000000E+1,
3154.296900,2.50000000E+1,
3159.18000,2.50000000E+1,
3164.062500,3.20000000E+1,
3168.945300,2.50000000E+1,
3173.828100,2.80000000E+1,
3178.710900,2.80000000E+1,
3183.593800,3.70000000E+1,
3188.476600,3.00000000E+1,
3193.359400,2.80000000E+1,
3198.242200,3.50000000E+1,
3203.125000,2.60000000E+1,
3208.007800,3.10000000E+1,
3212.890600,4.40000000E+1,
3217.773400,2.70000000E+1,
3222.656300,2.60000000E+1,
3227.539100,3.70000000E+1,
3232.421900,3.00000000E+1,
3237.304700,2.70000000E+1,
3242.187500,3.10000000E+1,
3247.07000,3.40000000E+1,
3251.953100,3.20000000E+1,
3256.835900,3.00000000E+1,
3261.718800,3.00000000E+1,
3266.601600,3.00000000E+1,
3271.484400,2.70000000E+1,
3276.367200,3.20000000E+1,
3281.25000,3.10000000E+1,
3286.132800,2.60000000E+1,
3291.015600,3.80000000E+1,
3295.898400,2.30000000E+1,
3300.781300,2.30000000E+1,
3305.664100,2.20000000E+1,
3310.546900,2.60000000E+1,
3315.43000,2.40000000E+1,
3320.312500,3.20000000E+1,
3325.195300,2.80000000E+1,
3330.078100,2.80000000E+1,
3334.960900,2.90000000E+1,
3339.843800,2.60000000E+1,
3344.726600,2.30000000E+1,
3349.609400,2.70000000E+1,
3354.492200,2.80000000E+1,
3359.375000,2.20000000E+1,
3364.257800,2.30000000E+1,
3369.140600,2.10000000E+1,
3374.023400,3.00000000E+1,
3378.906300,3.10000000E+1,
3383.789100,3.70000000E+1,
3388.671900,2.40000000E+1,
3393.554700,2.20000000E+1,
3398.437500,2.50000000E+1,
3403.32000,3.20000000E+1,
3408.203100,3.10000000E+1,
3413.085900,2.90000000E+1,
3417.968800,1.60000000E+1,
3422.851600,2.30000000E+1,
3427.734400,3.20000000E+1,
3432.617200,2.90000000E+1,
3437.5000,2.50000000E+1,
3442.382800,2.60000000E+1,
3447.265600,2.90000000E+1,
3452.148400,2.30000000E+1,
3457.031300,1.80000000E+1,
3461.914100,2.70000000E+1,
3466.796900,1.30000000E+1,
3471.68000,2.10000000E+1,
3476.562500,2.10000000E+1,
3481.445300,2.10000000E+1,
3486.328100,2.90000000E+1,
3491.210900,1.40000000E+1,
3496.093800,2.70000000E+1,
3500.976600,2.40000000E+1,
3505.859400,1.70000000E+1,
3510.742200,2.30000000E+1,
3515.625000,2.60000000E+1,
3520.507800,2.60000000E+1,
3525.390600,1.20000000E+1,
3530.273400,2.60000000E+1,
3535.156300,1.90000000E+1,
3540.039100,1.70000000E+1,
3544.921900,2.90000000E+1,
3549.804700,2.20000000E+1,
3554.687500,3.30000000E+1,
3559.57000,1.70000000E+1,
3564.453100,2.70000000E+1,
3569.335900,2.60000000E+1,
3574.218800,2.00000000E+1,
3579.101600,2.20000000E+1,
3583.984400,2.50000000E+1,
3588.867200,2.60000000E+1,
3593.75000,2.30000000E+1,
3598.632800,2.00000000E+1,
3603.515600,2.20000000E+1,
3608.398400,1.70000000E+1,
3613.281300,2.10000000E+1,
3618.164100,2.40000000E+1,
3623.046900,3.20000000E+1,
3627.93000,2.80000000E+1,
3632.812500,2.00000000E+1,
3637.695300,1.70000000E+1,
3642.578100,1.50000000E+1,
3647.460900,2.40000000E+1,
3652.343800,2.20000000E+1,
3657.226600,1.50000000E+1,
3662.109400,2.10000000E+1,
3666.992200,2.00000000E+1,
3671.875000,2.40000000E+1,
3676.757800,2.10000000E+1,
3681.640600,2.20000000E+1,
3686.523400,2.20000000E+1,
3691.406300,1.20000000E+1,
3696.289100,1.50000000E+1,
3701.171900,2.40000000E+1,
3706.054700,2.30000000E+1,
3710.937500,2.00000000E+1,
3715.82000,3.50000000E+1,
3720.703100,2.20000000E+1,
3725.585900,1.90000000E+1,
3730.468800,1.50000000E+1,
3735.351600,2.00000000E+1,
3740.234400,2.20000000E+1,
3745.117200,2.70000000E+1,
3750.00,2.40000000E+1,
3754.882800,3.30000000E+1,
3759.765600,2.30000000E+1,
3764.648400,1.20000000E+1,
3769.531300,2.90000000E+1,
3774.414100,1.60000000E+1,
3779.296900,1.80000000E+1,
3784.18000,1.50000000E+1,
3789.062500,2.30000000E+1,
3793.945300,2.00000000E+1,
3798.828100,1.80000000E+1,
3803.710900,2.10000000E+1,
3808.593800,2.60000000E+1,
3813.476600,2.10000000E+1,
3818.359400,1.90000000E+1,
3823.242200,1.70000000E+1,
3828.125000,1.90000000E+1,
3833.007800,2.50000000E+1,
3837.890600,3.00000000E+1,
3842.773400,1.60000000E+1,
3847.656300,1.40000000E+1,
3852.539100,2.00000000E+1,
3857.421900,2.20000000E+1,
3862.304700,2.30000000E+1,
3867.187500,1.80000000E+1,
3872.07000,1.40000000E+1,
3876.953100,1.00000000E+1,
3881.835900,1.40000000E+1,
3886.718800,1.30000000E+1,
3891.601600,1.50000000E+1,
3896.484400,1.50000000E+1,
3901.367200,1.40000000E+1,
3906.25000,2.00000000E+1,
3911.132800,1.70000000E+1,
3916.015600,1.10000000E+1,
3920.898400,1.90000000E+1,
3925.781300,1.60000000E+1,
3930.664100,1.40000000E+1,
3935.546900,1.70000000E+1,
3940.43000,1.70000000E+1,
3945.312500,2.10000000E+1,
3950.195300,9.00000000E+0,
3955.078100,1.50000000E+1,
3959.960900,2.10000000E+1,
3964.843800,1.30000000E+1,
3969.726600,1.20000000E+1,
3974.609400,2.10000000E+1,
3979.492200,1.80000000E+1,
3984.375000,1.70000000E+1,
3989.257800,1.10000000E+1,
3994.140600,1.50000000E+1,
3999.023400,1.50000000E+1,
4003.906300,1.50000000E+1,
4008.789100,1.50000000E+1,
4013.671900,2.00000000E+1,
4018.554700,1.90000000E+1,
4023.437500,2.30000000E+1,
4028.32000,1.50000000E+1,
4033.203100,1.20000000E+1,
4038.085900,1.20000000E+1,
4042.968800,1.30000000E+1,
4047.851600,8.00000000E+0,
4052.734400,1.10000000E+1,
4057.617200,1.20000000E+1,
4062.5000,1.20000000E+1,
4067.382800,1.40000000E+1,
4072.265600,2.50000000E+1,
4077.148400,1.80000000E+1,
4082.031300,1.60000000E+1,
4086.914100,1.50000000E+1,
4091.796900,1.40000000E+1,
4096.68000,1.80000000E+1,
4101.562500,1.20000000E+1,
4106.445300,1.00000000E+1,
4111.328100,1.10000000E+1,
4116.210900,1.80000000E+1,
4121.093800,1.40000000E+1,
4125.976600,1.20000000E+1,
4130.859400,1.40000000E+1,
4135.742200,1.20000000E+1,
4140.625000,1.20000000E+1,
4145.507800,1.80000000E+1,
4150.390600,7.00000000E+0,
4155.273400,1.20000000E+1,
4160.156300,2.10000000E+1,
4165.039100,1.20000000E+1,
4169.921900,1.60000000E+1,
4174.804700,1.70000000E+1,
4179.687500,1.80000000E+1,
4184.57000,1.90000000E+1,
4189.453100,8.00000000E+0,
4194.335900,1.50000000E+1,
4199.218800,1.40000000E+1,
4204.101600,1.60000000E+1,
4208.984400,1.60000000E+1,
4213.867200,1.10000000E+1,
4218.75000,8.00000000E+0,
4223.632800,1.10000000E+1,
4228.515600,1.50000000E+1,
4233.398400,1.60000000E+1,
4238.281300,1.60000000E+1,
4243.164100,1.40000000E+1,
4248.046900,1.00000000E+1,
4252.93000,6.00000000E+0,
4257.812500,7.00000000E+0,
4262.695300,7.00000000E+0,
4267.578100,7.00000000E+0,
4272.460900,1.30000000E+1,
4277.343800,1.10000000E+1,
