
START TIME : 2023-12-25 19:25:06
STEP-03 : [SolarCell-IV]

area=0.05800000
temperature=25.000
factor_alpha=0.000000
factor_beta=0.000000
factor_gama=0.000000
irradnce=100.000
TIME,V(V),I(mA),J(mA/cm²),R(ohm),P(mW),Isc(mA),Jsc(mA/cm²),Voc(V),Pmax(mW),Vpmax(V),Ipmax(mA),FF(%),Etac(%)
1.704558680e+00,+9.300000E-001,+1.213378E+000,+2.092031E+001,+7.664553E+002,+1.128442E+000,,,,,,,,
1.767696580e+00,+9.200000E-001,+1.233852E+000,+2.127332E+001,+7.456321E+002,+1.135144E+000,,,,,,,,
1.830816860e+00,+9.100000E-001,+1.250800E+000,+2.156552E+001,+7.275344E+002,+1.138228E+000,,,,,,,,
1.893947360e+00,+9.000000E-001,+1.266430E+000,+2.183501E+001,+7.106589E+002,+1.139787E+000,,,,,,,,
1.957079540e+00,+8.900000E-001,+1.279840E+000,+2.206621E+001,+6.953994E+002,+1.139058E+000,,,,,,,,
2.020199400e+00,+8.800000E-001,+1.290725E+000,+2.225388E+001,+6.817873E+002,+1.135838E+000,,,,,,,,
2.083332980e+00,+8.700000E-001,+1.300564E+000,+2.242351E+001,+6.689407E+002,+1.131491E+000,,,,,,,,
2.146481180e+00,+8.600000E-001,+1.309621E+000,+2.257968E+001,+6.566783E+002,+1.126274E+000,,,,,,,,
2.209613560e+00,+8.500000E-001,+1.317777E+000,+2.272030E+001,+6.450255E+002,+1.120111E+000,,,,,,,,
2.272736400e+00,+8.400000E-001,+1.323899E+000,+2.282585E+001,+6.344895E+002,+1.112075E+000,,,,,,,,
2.335857660e+00,+8.300000E-001,+1.329275E+000,+2.291853E+001,+6.244007E+002,+1.103298E+000,,,,,,,,
2.398990180e+00,+8.200000E-001,+1.334194E+000,+2.300334E+001,+6.146033E+002,+1.094039E+000,,,,,,,,
2.462118540e+00,+8.100000E-001,+1.337431E+000,+2.305915E+001,+6.056389E+002,+1.083319E+000,,,,,,,,
2.525263640e+00,+8.000000E-001,+1.340882E+000,+2.311865E+001,+5.966224E+002,+1.072705E+000,,,,,,,,
2.588392960e+00,+7.900000E-001,+1.344269E+000,+2.317705E+001,+5.876801E+002,+1.061972E+000,,,,,,,,
2.651529040e+00,+7.800000E-001,+1.347344E+000,+2.323008E+001,+5.789165E+002,+1.050929E+000,,,,,,,,
2.714652600e+00,+7.700000E-001,+1.350090E+000,+2.327741E+001,+5.703323E+002,+1.039569E+000,,,,,,,,
2.777774220e+00,+7.600000E-001,+1.351466E+000,+2.330113E+001,+5.623524E+002,+1.027114E+000,,,,,,,,
2.840906200e+00,+7.500000E-001,+1.353593E+000,+2.333781E+001,+5.540810E+002,+1.015195E+000,,,,,,,,
2.904033720e+00,+7.400000E-001,+1.355060E+000,+2.336311E+001,+5.461011E+002,+1.002745E+000,,,,,,,,
2.967156320e+00,+7.300000E-001,+1.357021E+000,+2.339691E+001,+5.379431E+002,+9.906252E-001,,,,,,,,
3.030296600e+00,+7.200000E-001,+1.358304E+000,+2.341903E+001,+5.300728E+002,+9.779788E-001,,,,,,,,
3.093427540e+00,+7.100000E-001,+1.358981E+000,+2.343070E+001,+5.224505E+002,+9.648762E-001,,,,,,,,
3.156580520e+00,+7.000000E-001,+1.360171E+000,+2.345122E+001,+5.146412E+002,+9.521197E-001,,,,,,,,
3.219720780e+00,+6.900000E-001,+1.361523E+000,+2.347454E+001,+5.067853E+002,+9.394512E-001,,,,,,,,
3.282849640e+00,+6.800000E-001,+1.362558E+000,+2.349239E+001,+4.990612E+002,+9.265397E-001,,,,,,,,
3.345969440e+00,+6.700000E-001,+1.362912E+000,+2.349847E+001,+4.915946E+002,+9.131507E-001,,,,,,,,
3.409096520e+00,+6.600000E-001,+1.363507E+000,+2.350874E+001,+4.840460E+002,+8.999145E-001,,,,,,,,
3.472228420e+00,+6.500000E-001,+1.364246E+000,+2.352148E+001,+4.764536E+002,+8.867600E-001,,,,,,,,
3.535378820e+00,+6.400000E-001,+1.365761E+000,+2.354760E+001,+4.686033E+002,+8.740869E-001,,,,,,,,
3.598513700e+00,+6.300000E-001,+1.365709E+000,+2.354671E+001,+4.612988E+002,+8.603968E-001,,,,,,,,
3.661638160e+00,+6.200000E-001,+1.366530E+000,+2.356087E+001,+4.537038E+002,+8.472489E-001,,,,,,,,
3.724773820e+00,+6.100000E-001,+1.366986E+000,+2.356873E+001,+4.462371E+002,+8.338617E-001,,,,,,,,
3.787892400e+00,+6.000000E-001,+1.367437E+000,+2.357651E+001,+4.387769E+002,+8.204625E-001,,,,,,,,
3.851028380e+00,+5.900000E-001,+1.367489E+000,+2.357740E+001,+4.314476E+002,+8.068187E-001,,,,,,,,
3.914174260e+00,+5.800000E-001,+1.367386E+000,+2.357562E+001,+4.241670E+002,+7.930838E-001,,,,,,,,
3.977304420e+00,+5.700000E-001,+1.368131E+000,+2.358847E+001,+4.166267E+002,+7.798347E-001,,,,,,,,
4.040443380e+00,+5.600000E-001,+1.368559E+000,+2.359584E+001,+4.091896E+002,+7.663929E-001,,,,,,,,
4.103574460e+00,+5.500000E-001,+1.369461E+000,+2.361139E+001,+4.016180E+002,+7.532033E-001,,,,,,,,
4.166685500e+00,+5.400000E-001,+1.369646E+000,+2.361459E+001,+3.942625E+002,+7.396088E-001,,,,,,,,
4.229824080e+00,+5.300000E-001,+1.370189E+000,+2.362395E+001,+3.868079E+002,+7.262002E-001,,,,,,,,
4.292969640e+00,+5.200000E-001,+1.370322E+000,+2.362624E+001,+3.794729E+002,+7.125674E-001,,,,,,,,
4.356102020e+00,+5.100000E-001,+1.370443E+000,+2.362834E+001,+3.721423E+002,+6.989262E-001,,,,,,,,
4.419227640e+00,+5.000000E-001,+1.371108E+000,+2.363980E+001,+3.646685E+002,+6.855542E-001,,,,,,,,
4.482373060e+00,+4.900000E-001,+1.370322E+000,+2.362624E+001,+3.575802E+002,+6.714578E-001,,,,,,,,
4.545524340e+00,+4.800000E-001,+1.370414E+000,+2.362783E+001,+3.502591E+002,+6.577988E-001,,,,,,,,
4.608662400e+00,+4.700000E-001,+1.370450E+000,+2.362844E+001,+3.429532E+002,+6.441113E-001,,,,,,,,
4.671788060e+00,+4.600000E-001,+1.372617E+000,+2.366581E+001,+3.351262E+002,+6.314039E-001,,,,,,,,
4.734923180e+00,+4.500000E-001,+1.372894E+000,+2.367059E+001,+3.277747E+002,+6.178024E-001,,,,,,,,
4.798066360e+00,+4.400000E-001,+1.373322E+000,+2.367796E+001,+3.203911E+002,+6.042616E-001,,,,,,,,
4.861193720e+00,+4.300000E-001,+1.373640E+000,+2.368345E+001,+3.130369E+002,+5.906653E-001,,,,,,,,
4.924335040e+00,+4.200000E-001,+1.373253E+000,+2.367677E+001,+3.058431E+002,+5.767662E-001,,,,,,,,
4.987442080e+00,+4.100000E-001,+1.373496E+000,+2.368096E+001,+2.985084E+002,+5.631332E-001,,,,,,,,
5.050573800e+00,+4.000000E-001,+1.373883E+000,+2.368764E+001,+2.911456E+002,+5.495531E-001,,,,,,,,
5.113711740e+00,+3.900000E-001,+1.373969E+000,+2.368913E+001,+2.838491E+002,+5.358481E-001,,,,,,,,
5.176838780e+00,+3.800000E-001,+1.374073E+000,+2.369092E+001,+2.765500E+002,+5.221479E-001,,,,,,,,
5.239967720e+00,+3.700000E-001,+1.374305E+000,+2.369491E+001,+2.692270E+002,+5.084928E-001,,,,,,,,
5.303089760e+00,+3.600000E-001,+1.375195E+000,+2.371026E+001,+2.617811E+002,+4.950702E-001,,,,,,,,
5.366215160e+00,+3.500000E-001,+1.375536E+000,+2.371613E+001,+2.544463E+002,+4.814375E-001,,,,,,,,
5.429347800e+00,+3.400000E-001,+1.375443E+000,+2.371454E+001,+2.471930E+002,+4.676508E-001,,,,,,,,
5.492474380e+00,+3.300000E-001,+1.375374E+000,+2.371335E+001,+2.399347E+002,+4.538735E-001,,,,,,,,
5.555615680e+00,+3.200000E-001,+1.375894E+000,+2.372232E+001,+2.325760E+002,+4.402862E-001,,,,,,,,
5.618738220e+00,+3.100000E-001,+1.375138E+000,+2.370927E+001,+2.254320E+002,+4.262927E-001,,,,,,,,
5.681867640e+00,+3.000000E-001,+1.375675E+000,+2.371853E+001,+2.180748E+002,+4.127025E-001,,,,,,,,
5.745007460e+00,+2.900000E-001,+1.376166E+000,+2.372700E+001,+2.107304E+002,+3.990882E-001,,,,,,,,
5.808143760e+00,+2.800000E-001,+1.375993E+000,+2.372401E+001,+2.034895E+002,+3.852779E-001,,,,,,,,
5.871285820e+00,+2.700000E-001,+1.376282E+000,+2.372900E+001,+1.961808E+002,+3.715961E-001,,,,,,,,
5.934419340e+00,+2.600000E-001,+1.376779E+000,+2.373757E+001,+1.888466E+002,+3.579626E-001,,,,,,,,
5.997539940e+00,+2.500000E-001,+1.375675E+000,+2.371854E+001,+1.817290E+002,+3.439188E-001,,,,,,,,
6.060672760e+00,+2.400000E-001,+1.375808E+000,+2.372083E+001,+1.744429E+002,+3.301940E-001,,,,,,,,
6.123826000e+00,+2.300000E-001,+1.377386E+000,+2.374804E+001,+1.669829E+002,+3.167989E-001,,,,,,,,
6.186949520e+00,+2.200000E-001,+1.378207E+000,+2.376219E+001,+1.596277E+002,+3.032056E-001,,,,,,,,
6.250081920e+00,+2.100000E-001,+1.378901E+000,+2.377415E+001,+1.522952E+002,+2.895692E-001,,,,,,,,
6.313217820e+00,+2.000000E-001,+1.378882E+000,+2.377384E+001,+1.450450E+002,+2.757765E-001,,,,,,,,
6.376351760e+00,+1.900000E-001,+1.378444E+000,+2.376627E+001,+1.378366E+002,+2.619043E-001,,,,,,,,
6.439484060e+00,+1.800000E-001,+1.379629E+000,+2.378671E+001,+1.304699E+002,+2.483332E-001,,,,,,,,
6.502619480e+00,+1.700000E-001,+1.379149E+000,+2.377844E+001,+1.232644E+002,+2.344554E-001,,,,,,,,
6.565743680e+00,+1.600000E-001,+1.379617E+000,+2.378651E+001,+1.159742E+002,+2.207388E-001,,,,,,,,
6.628872020e+00,+1.500000E-001,+1.379438E+000,+2.378342E+001,+1.087399E+002,+2.069157E-001,,,,,,,,
6.692004780e+00,+1.400000E-001,+1.379051E+000,+2.377673E+001,+1.015191E+002,+1.930671E-001,,,,,,,,
6.755143760e+00,+1.300000E-001,+1.379161E+000,+2.377864E+001,+9.426021E+001,+1.792909E-001,,,,,,,,
6.818292040e+00,+1.200000E-001,+1.379150E+000,+2.377844E+001,+8.701014E+001,+1.654980E-001,,,,,,,,
6.881415060e+00,+1.100000E-001,+1.379630E+000,+2.378672E+001,+7.973155E+001,+1.517593E-001,,,,,,,,
6.944567020e+00,+1.000000E-001,+1.379172E+000,+2.377884E+001,+7.250725E+001,+1.379172E-001,,,,,,,,
7.007711440e+00,+9.000000E-002,+1.379305E+000,+2.378113E+001,+6.525023E+001,+1.241375E-001,,,,,,,,
7.070849760e+00,+8.000000E-002,+1.379103E+000,+2.377764E+001,+5.800870E+001,+1.103283E-001,,,,,,,,
7.133987640e+00,+7.000000E-002,+1.379236E+000,+2.377993E+001,+5.075273E+001,+9.654653E-002,,,,,,,,
7.197117740e+00,+6.000000E-002,+1.379317E+000,+2.378132E+001,+4.349980E+001,+8.275900E-002,,,,,,,,
7.260238680e+00,+5.000000E-002,+1.379375E+000,+2.378233E+001,+3.624830E+001,+6.896874E-002,,,,,,,,
7.323365160e+00,+4.000000E-002,+1.379340E+000,+2.378173E+001,+2.899937E+001,+5.517361E-002,,,,,,,,
7.386507220e+00,+3.000000E-002,+1.379126E+000,+2.377804E+001,+2.175290E+001,+4.137379E-002,,,,,,,,
7.449642580e+00,+2.000000E-002,+1.378964E+000,+2.377525E+001,+1.450364E+001,+2.757929E-002,,,,,,,,
7.512766380e+00,+1.000000E-002,+1.379109E+000,+2.377774E+001,+7.251058E+000,+1.379109E-002,,,,,,,,
7.575905000e+00,+0.000000E+000,+1.379040E+000,+2.377655E+001,+0.000000E+000,+0.000000E+000,,,,,,,,
7.639323920e+00,-1.000000E-002,+1.379878E+000,+2.379100E+001,-7.247017E+000,-1.379878E-002,,,,,,,,
7.702449400e+00,-2.000000E-002,+1.379918E+000,+2.379169E+001,-1.449361E+001,-2.759836E-002,,,,,,,,
7.765606840e+00,-3.000000E-002,+1.380670E+000,+2.380465E+001,-2.172858E+001,-4.142010E-002,,,,,,,,
7.828734240e+00,-4.000000E-002,+1.380999E+000,+2.381033E+001,-2.896454E+001,-5.523996E-002,,,,,,,,
7.891868780e+00,-5.000000E-002,+1.380329E+000,+2.379877E+001,-3.622325E+001,-6.901644E-002,,,,,,,,
7.954995120e+00,-6.000000E-002,+1.381236E+000,+2.381442E+001,-4.343935E+001,-8.287417E-002,,,,,,,,
8.018116560e+00,-7.000000E-002,+1.380930E+000,+2.380913E+001,-5.069049E+001,-9.666508E-002,,,,,,,,
8.081235260e+00,-8.000000E-002,+1.380872E+000,+2.380814E+001,-5.793440E+001,-1.104698E-001,,,,,,,,
8.144369420e+00,-9.000000E-002,+1.381624E+000,+2.382110E+001,-6.514074E+001,-1.243462E-001,,,,,,,,
8.207515740e+00,-1.000000E-001,+1.382046E+000,+2.382838E+001,-7.235650E+001,-1.382046E-001,,,,,,,,
,,,,,,+1.379040E+000,+2.377655E+001,+1.070991E+000,+1.139787E+000,+9.000000E-001,+1.266430E+000,77.172234,19.651506

TIME,V(V),I(mA),J(mA/cm²),R(ohm),P(mW),Isc(mA),Jsc(mA/cm²),Voc(V),Pmax(mW),Vpmax(V),Ipmax(mA),FF(%),Etac(%)
0.000000000e+00,-1.000000E-001,+1.384230E+000,+2.386603E+001,-7.224234E+001,-1.384230E-001,,,,,,,,
6.314428000e-02,-9.000000E-002,+1.381525E+000,+2.381940E+001,-6.514539E+001,-1.243373E-001,,,,,,,,
1.262929400e-01,-8.000000E-002,+1.380756E+000,+2.380614E+001,-5.793926E+001,-1.104605E-001,,,,,,,,
1.894421600e-01,-7.000000E-002,+1.380670E+000,+2.380465E+001,-5.070004E+001,-9.664688E-002,,,,,,,,
2.525683000e-01,-6.000000E-002,+1.379739E+000,+2.378861E+001,-4.348647E+001,-8.278437E-002,,,,,,,,
3.156958200e-01,-5.000000E-002,+1.379549E+000,+2.378533E+001,-3.624373E+001,-6.897745E-002,,,,,,,,
3.788247800e-01,-4.000000E-002,+1.380225E+000,+2.379698E+001,-2.898079E+001,-5.520899E-002,,,,,,,,
4.419587000e-01,-3.000000E-002,+1.380247E+000,+2.379737E+001,-2.173523E+001,-4.140742E-002,,,,,,,,
5.050871200e-01,-2.000000E-002,+1.380294E+000,+2.379818E+001,-1.448966E+001,-2.760588E-002,,,,,,,,
5.682182800e-01,-1.000000E-002,+1.379941E+000,+2.379209E+001,-7.246686E+000,-1.379941E-002,,,,,,,,
6.313617200e-01,+0.000000E+000,+1.380167E+000,+2.379598E+001,+0.000000E+000,+0.000000E+000,,,,,,,,
6.948008800e-01,+1.000000E-002,+1.380219E+000,+2.379688E+001,+7.245226E+000,+1.380219E-002,,,,,,,,
7.579374000e-01,+2.000000E-002,+1.380150E+000,+2.379568E+001,+1.449118E+001,+2.760299E-002,,,,,,,,
8.210822000e-01,+3.000000E-002,+1.379277E+000,+2.378063E+001,+2.175053E+001,+4.137830E-002,,,,,,,,
8.842103800e-01,+4.000000E-002,+1.379583E+000,+2.378591E+001,+2.899427E+001,+5.518331E-002,,,,,,,,
9.473478800e-01,+5.000000E-002,+1.379421E+000,+2.378312E+001,+3.624709E+001,+6.897105E-002,,,,,,,,
1.010490500e+00,+6.000000E-002,+1.378982E+000,+2.377555E+001,+4.351037E+001,+8.273890E-002,,,,,,,,
1.073617700e+00,+7.000000E-002,+1.378462E+000,+2.376658E+001,+5.078124E+001,+9.649233E-002,,,,,,,,
1.136740000e+00,+8.000000E-002,+1.379392E+000,+2.378262E+001,+5.799657E+001,+1.103514E-001,,,,,,,,
1.199869760e+00,+9.000000E-002,+1.380040E+000,+2.379379E+001,+6.521552E+001,+1.242036E-001,,,,,,,,
1.262993500e+00,+1.000000E-001,+1.379728E+000,+2.378841E+001,+7.247807E+001,+1.379728E-001,,,,,,,,
1.326130640e+00,+1.100000E-001,+1.378808E+000,+2.377255E+001,+7.977905E+001,+1.516689E-001,,,,,,,,
1.389265560e+00,+1.200000E-001,+1.378288E+000,+2.376358E+001,+8.706455E+001,+1.653945E-001,,,,,,,,
1.452405920e+00,+1.300000E-001,+1.378958E+000,+2.377514E+001,+9.427407E+001,+1.792646E-001,,,,,,,,
1.515536600e+00,+1.400000E-001,+1.379756E+000,+2.378889E+001,+1.014672E+002,+1.931658E-001,,,,,,,,
1.578678500e+00,+1.500000E-001,+1.379311E+000,+2.378122E+001,+1.087500E+002,+2.068966E-001,,,,,,,,
1.641833800e+00,+1.600000E-001,+1.379282E+000,+2.378073E+001,+1.160024E+002,+2.206851E-001,,,,,,,,
1.704957640e+00,+1.700000E-001,+1.378560E+000,+2.376827E+001,+1.233171E+002,+2.343551E-001,,,,,,,,
1.768083280e+00,+1.800000E-001,+1.378155E+000,+2.376129E+001,+1.306094E+002,+2.480679E-001,,,,,,,,
1.831232740e+00,+1.900000E-001,+1.378889E+000,+2.377395E+001,+1.377921E+002,+2.619889E-001,,,,,,,,
1.894362360e+00,+2.000000E-001,+1.378190E+000,+2.376189E+001,+1.451179E+002,+2.756379E-001,,,,,,,,
1.957496260e+00,+2.100000E-001,+1.377693E+000,+2.375332E+001,+1.524288E+002,+2.893154E-001,,,,,,,,
2.020632480e+00,+2.200000E-001,+1.377328E+000,+2.374704E+001,+1.597295E+002,+3.030122E-001,,,,,,,,
2.083767840e+00,+2.300000E-001,+1.377039E+000,+2.374204E+001,+1.670251E+002,+3.167189E-001,,,,,,,,
2.146902040e+00,+2.400000E-001,+1.376854E+000,+2.373886E+001,+1.743104E+002,+3.304449E-001,,,,,,,,
2.210034100e+00,+2.500000E-001,+1.376212E+000,+2.372780E+001,+1.816580E+002,+3.440531E-001,,,,,,,,
2.273156160e+00,+2.600000E-001,+1.375374E+000,+2.371334E+001,+1.890395E+002,+3.575972E-001,,,,,,,,
2.336281920e+00,+2.700000E-001,+1.375224E+000,+2.371075E+001,+1.963317E+002,+3.713104E-001,,,,,,,,
2.399426320e+00,+2.800000E-001,+1.374987E+000,+2.370667E+001,+2.036383E+002,+3.849963E-001,,,,,,,,
2.462562320e+00,+2.900000E-001,+1.374813E+000,+2.370368E+001,+2.109377E+002,+3.986959E-001,,,,,,,,
2.525687380e+00,+3.000000E-001,+1.375501E+000,+2.371553E+001,+2.181024E+002,+4.126503E-001,,,,,,,,
2.588829380e+00,+3.100000E-001,+1.374992E+000,+2.370677E+001,+2.254558E+002,+4.262477E-001,,,,,,,,
2.651952040e+00,+3.200000E-001,+1.375166E+000,+2.370976E+001,+2.326992E+002,+4.400531E-001,,,,,,,,
2.715086640e+00,+3.300000E-001,+1.374623E+000,+2.370039E+001,+2.400659E+002,+4.536254E-001,,,,,,,,
2.778231860e+00,+3.400000E-001,+1.374802E+000,+2.370347E+001,+2.473084E+002,+4.674325E-001,,,,,,,,
2.841378560e+00,+3.500000E-001,+1.374646E+000,+2.370078E+001,+2.546111E+002,+4.811259E-001,,,,,,,,
2.904489800e+00,+3.600000E-001,+1.374194E+000,+2.369301E+001,+2.619717E+002,+4.947100E-001,,,,,,,,
2.967619300e+00,+3.700000E-001,+1.373726E+000,+2.368493E+001,+2.693404E+002,+5.082787E-001,,,,,,,,
3.030753120e+00,+3.800000E-001,+1.373357E+000,+2.367857E+001,+2.766943E+002,+5.218756E-001,,,,,,,,
3.093881560e+00,+3.900000E-001,+1.374038E+000,+2.369031E+001,+2.838349E+002,+5.358748E-001,,,,,,,,
3.157030620e+00,+4.000000E-001,+1.375049E+000,+2.370775E+001,+2.908986E+002,+5.500197E-001,,,,,,,,
3.220159900e+00,+4.100000E-001,+1.374218E+000,+2.369341E+001,+2.983515E+002,+5.634293E-001,,,,,,,,
3.283286760e+00,+4.200000E-001,+1.374188E+000,+2.369290E+001,+3.056350E+002,+5.771591E-001,,,,,,,,
3.346431060e+00,+4.300000E-001,+1.374512E+000,+2.369848E+001,+3.128383E+002,+5.910401E-001,,,,,,,,
3.409556680e+00,+4.400000E-001,+1.373645E+000,+2.368354E+001,+3.203156E+002,+6.044039E-001,,,,,,,,
3.472676060e+00,+4.500000E-001,+1.373680E+000,+2.368414E+001,+3.275872E+002,+6.181559E-001,,,,,,,,
3.535816520e+00,+4.600000E-001,+1.373749E+000,+2.368532E+001,+3.348502E+002,+6.319243E-001,,,,,,,,
3.598942380e+00,+4.700000E-001,+1.372547E+000,+2.366460E+001,+3.424291E+002,+6.450970E-001,,,,,,,,
3.662077520e+00,+4.800000E-001,+1.371703E+000,+2.365005E+001,+3.499300E+002,+6.584174E-001,,,,,,,,
3.725226860e+00,+4.900000E-001,+1.372044E+000,+2.365592E+001,+3.571315E+002,+6.723013E-001,,,,,,,,
3.788363120e+00,+5.000000E-001,+1.371326E+000,+2.364354E+001,+3.646107E+002,+6.856628E-001,,,,,,,,
3.851499740e+00,+5.100000E-001,+1.371338E+000,+2.364375E+001,+3.718996E+002,+6.993822E-001,,,,,,,,
3.914629560e+00,+5.200000E-001,+1.371025E+000,+2.363837E+001,+3.792782E+002,+7.129332E-001,,,,,,,,
3.977751060e+00,+5.300000E-001,+1.370789E+000,+2.363429E+001,+3.866387E+002,+7.265181E-001,,,,,,,,
4.040893180e+00,+5.400000E-001,+1.370512E+000,+2.362951E+001,+3.940134E+002,+7.400764E-001,,,,,,,,
4.104029640e+00,+5.500000E-001,+1.370564E+000,+2.363041E+001,+4.012947E+002,+7.538102E-001,,,,,,,,
4.167193500e+00,+5.600000E-001,+1.370674E+000,+2.363230E+001,+4.085583E+002,+7.675772E-001,,,,,,,,
4.230347820e+00,+5.700000E-001,+1.370419E+000,+2.362791E+001,+4.159313E+002,+7.811386E-001,,,,,,,,
4.293471380e+00,+5.800000E-001,+1.369292E+000,+2.360848E+001,+4.235767E+002,+7.941892E-001,,,,,,,,
4.356602020e+00,+5.900000E-001,+1.368847E+000,+2.360081E+001,+4.310198E+002,+8.076196E-001,,,,,,,,
4.419742620e+00,+6.000000E-001,+1.368483E+000,+2.359453E+001,+4.384417E+002,+8.210897E-001,,,,,,,,
4.482876560e+00,+6.100000E-001,+1.368621E+000,+2.359692E+001,+4.457039E+002,+8.348591E-001,,,,,,,,
4.546023100e+00,+6.200000E-001,+1.368627E+000,+2.359702E+001,+4.530087E+002,+8.485489E-001,,,,,,,,
4.609147620e+00,+6.300000E-001,+1.368054E+000,+2.358714E+001,+4.605080E+002,+8.618742E-001,,,,,,,,
4.672288140e+00,+6.400000E-001,+1.367384E+000,+2.357559E+001,+4.680469E+002,+8.751259E-001,,,,,,,,
4.735413660e+00,+6.500000E-001,+1.367697E+000,+2.358098E+001,+4.752515E+002,+8.890029E-001,,,,,,,,
4.798542500e+00,+6.600000E-001,+1.366674E+000,+2.356334E+001,+4.829243E+002,+9.020047E-001,,,,,,,,
4.861681540e+00,+6.700000E-001,+1.366124E+000,+2.355387E+001,+4.904385E+002,+9.153034E-001,,,,,,,,
4.924805080e+00,+6.800000E-001,+1.366188E+000,+2.355496E+001,+4.977354E+002,+9.290076E-001,,,,,,,,
4.987937460e+00,+6.900000E-001,+1.365720E+000,+2.354689E+001,+5.052282E+002,+9.423465E-001,,,,,,,,
5.051072000e+00,+7.000000E-001,+1.365523E+000,+2.354350E+001,+5.126242E+002,+9.558660E-001,,,,,,,,
5.114214520e+00,+7.100000E-001,+1.365685E+000,+2.354629E+001,+5.198856E+002,+9.696364E-001,,,,,,,,
5.177359720e+00,+7.200000E-001,+1.364396E+000,+2.352407E+001,+5.277059E+002,+9.823653E-001,,,,,,,,
5.240476660e+00,+7.300000E-001,+1.363748E+000,+2.351290E+001,+5.352894E+002,+9.955362E-001,,,,,,,,
5.303607380e+00,+7.400000E-001,+1.362540E+000,+2.349207E+001,+5.431032E+002,+1.008280E+000,,,,,,,,
