
START TIME : 2023-12-25 19:25:06
STEP-03 : [SolarCell-IV]

area=0.05800000
temperature=25.000
factor_alpha=0.000000
factor_beta=0.000000
factor_gama=0.000000
irradnce=100.000
TIME,V(V),I(mA),J(mA/cm²),R(ohm),P(mW),Isc(mA),Jsc(mA/cm²),Voc(V),Pmax(mW),Vpmax(V),Ipmax(mA),FF(%),Etac(%)
5.366734680e+00,+7.500000E-001,+1.361165E+000,+2.346836E+001,+5.509987E+002,+1.020873E+000,,,,,,,,
5.429865060e+00,+7.600000E-001,+1.359753E+000,+2.344402E+001,+5.589250E+002,+1.033412E+000,,,,,,,,
5.492982540e+00,+7.700000E-001,+1.358933E+000,+2.342988E+001,+5.666210E+002,+1.046378E+000,,,,,,,,
5.556126120e+00,+7.800000E-001,+1.356973E+000,+2.339608E+001,+5.748088E+002,+1.058439E+000,,,,,,,,
5.619258500e+00,+7.900000E-001,+1.354968E+000,+2.336152E+001,+5.830395E+002,+1.070425E+000,,,,,,,,
5.682404180e+00,+8.000000E-001,+1.352447E+000,+2.331806E+001,+5.915202E+002,+1.081958E+000,,,,,,,,
5.745536460e+00,+8.100000E-001,+1.349702E+000,+2.327072E+001,+6.001326E+002,+1.093258E+000,,,,,,,,
5.808672160e+00,+8.200000E-001,+1.346505E+000,+2.321560E+001,+6.089840E+002,+1.104134E+000,,,,,,,,
5.871801620e+00,+8.300000E-001,+1.342933E+000,+2.315402E+001,+6.180502E+002,+1.114634E+000,,,,,,,,
5.934918620e+00,+8.400000E-001,+1.338193E+000,+2.307230E+001,+6.277121E+002,+1.124082E+000,,,,,,,,
5.998055340e+00,+8.500000E-001,+1.333407E+000,+2.298977E+001,+6.374649E+002,+1.133396E+000,,,,,,,,
6.061236680e+00,+8.600000E-001,+1.327094E+000,+2.288094E+001,+6.480323E+002,+1.141301E+000,,,,,,,,
6.124376600e+00,+8.700000E-001,+1.319950E+000,+2.275776E+001,+6.591159E+002,+1.148356E+000,,,,,,,,
6.187497420e+00,+8.800000E-001,+1.311771E+000,+2.261674E+001,+6.708489E+002,+1.154358E+000,,,,,,,,
6.250638020e+00,+8.900000E-001,+1.301840E+000,+2.244551E+001,+6.836478E+002,+1.158637E+000,,,,,,,,
6.313767600e+00,+9.000000E-001,+1.288453E+000,+2.221470E+001,+6.985123E+002,+1.159607E+000,,,,,,,,
6.376889580e+00,+9.100000E-001,+1.273788E+000,+2.196186E+001,+7.144047E+002,+1.159147E+000,,,,,,,,
6.440032860e+00,+9.200000E-001,+1.256643E+000,+2.166626E+001,+7.321091E+002,+1.156112E+000,,,,,,,,
6.503171920e+00,+9.300000E-001,+1.235811E+000,+2.130709E+001,+7.525422E+002,+1.149304E+000,,,,,,,,
6.566298640e+00,+9.400000E-001,+1.209805E+000,+2.085871E+001,+7.769848E+002,+1.137217E+000,,,,,,,,
6.629416800e+00,+9.500000E-001,+1.178232E+000,+2.031435E+001,+8.062926E+002,+1.119321E+000,,,,,,,,
6.692550240e+00,+9.600000E-001,+1.140671E+000,+1.966675E+001,+8.416097E+002,+1.095044E+000,,,,,,,,
6.755677280e+00,+9.700000E-001,+1.095064E+000,+1.888042E+001,+8.857927E+002,+1.062212E+000,,,,,,,,
6.818809860e+00,+9.800000E-001,+1.041735E+000,+1.796095E+001,+9.407384E+002,+1.020900E+000,,,,,,,,
6.881936360e+00,+9.900000E-001,+9.773526E-001,+1.685091E+001,+1.012940E+003,+9.675791E-001,,,,,,,,
6.945073740e+00,+1.000000E+000,+9.012774E-001,+1.553927E+001,+1.109536E+003,+9.012774E-001,,,,,,,,
7.008204060e+00,+1.010000E+000,+8.119762E-001,+1.399959E+001,+1.243879E+003,+8.200960E-001,,,,,,,,
7.071341080e+00,+1.020000E+000,+7.068138E-001,+1.218644E+001,+1.443096E+003,+7.209500E-001,,,,,,,,
7.134461020e+00,+1.030000E+000,+5.845184E-001,+1.007790E+001,+1.762134E+003,+6.020540E-001,,,,,,,,
7.197593200e+00,+1.040000E+000,+4.434540E-001,+7.645758E+000,+2.345227E+003,+4.611921E-001,,,,,,,,
7.260729460e+00,+1.050000E+000,+2.812913E-001,+4.849850E+000,+3.732785E+003,+2.953559E-001,,,,,,,,
7.323870420e+00,+1.060000E+000,+9.645239E-002,+1.662972E+000,+1.098988E+004,+1.022395E-001,,,,,,,,
7.387008360e+00,+1.070000E+000,-1.123735E-001,-1.937475E+000,-9.521815E+003,-1.202397E-001,,,,,,,,
7.450133860e+00,+1.080000E+000,-3.469145E-001,-5.981285E+000,-3.113159E+003,-3.746677E-001,,,,,,,,
7.513262640e+00,+1.090000E+000,-6.089408E-001,-1.049898E+001,-1.789993E+003,-6.637455E-001,,,,,,,,
7.576400820e+00,+1.100000E+000,-8.985450E-001,-1.549216E+001,-1.224201E+003,-9.883995E-001,,,,,,,,
7.639525260e+00,+1.110000E+000,-1.217807E+000,-2.099668E+001,-9.114742E+002,-1.351766E+000,,,,,,,,
7.702655120e+00,+1.120000E+000,-1.565654E+000,-2.699404E+001,-7.153560E+002,-1.753533E+000,,,,,,,,
7.765793300e+00,+1.130000E+000,-1.941390E+000,-3.347224E+001,-5.820572E+002,-2.193771E+000,,,,,,,,
7.828922740e+00,+1.140000E+000,-2.347264E+000,-4.047008E+001,-4.856717E+002,-2.675881E+000,,,,,,,,
7.892060180e+00,+1.150000E+000,-2.781550E+000,-4.795775E+001,-4.134386E+002,-3.198782E+000,,,,,,,,
7.955195880e+00,+1.160000E+000,-3.245562E+000,-5.595796E+001,-3.574112E+002,-3.764852E+000,,,,,,,,
8.018325780e+00,+1.170000E+000,-3.737207E+000,-6.443460E+001,-3.130680E+002,-4.372532E+000,,,,,,,,
8.081453440e+00,+1.180000E+000,-4.256766E+000,-7.339252E+001,-2.772057E+002,-5.022984E+000,,,,,,,,
8.144582240e+00,+1.190000E+000,-4.803252E+000,-8.281469E+001,-2.477488E+002,-5.715870E+000,,,,,,,,
8.207708800e+00,+1.200000E+000,-5.376176E+000,-9.269268E+001,-2.232070E+002,-6.451411E+000,,,,,,,,
,,,,,,+1.380167E+000,+2.379598E+001,+1.064619E+000,+1.159607E+000,+9.000000E-001,+1.288453E+000,78.919662,19.993231

