
START TIME : 2023-12-28 19:22:30
STEP-03 : [SolarCell-IV]

area=0.05800000
temperature=25.000
factor_alpha=0.000000
factor_beta=0.000000
factor_gama=0.000000
irradnce=100.000
TIME,V(V),I(mA),J(mA/cm²),R(ohm),P(mW),Isc(mA),Jsc(mA/cm²),Voc(V),Pmax(mW),Vpmax(V),Ipmax(mA),FF(%),Etac(%)
6.693699500e+00,+9.600000E-001,+1.229773E+000,+2.120298E+001,+7.806318E+002,+1.180582E+000,,,,,,,,
6.756825200e+00,+9.700000E-001,+1.200936E+000,+2.070579E+001,+8.077036E+002,+1.164908E+000,,,,,,,,
6.819972460e+00,+9.800000E-001,+1.165930E+000,+2.010225E+001,+8.405305E+002,+1.142612E+000,,,,,,,,
6.883111560e+00,+9.900000E-001,+1.124423E+000,+1.938660E+001,+8.804518E+002,+1.113179E+000,,,,,,,,
6.946257140e+00,+1.000000E+000,+1.074268E+000,+1.852186E+001,+9.308667E+002,+1.074268E+000,,,,,,,,
7.009403600e+00,+1.010000E+000,+1.013997E+000,+1.748271E+001,+9.960582E+002,+1.024137E+000,,,,,,,,
7.072551740e+00,+1.020000E+000,+9.429986E-001,+1.625860E+001,+1.081656E+003,+9.618586E-001,,,,,,,,
7.135698840e+00,+1.030000E+000,+8.596418E-001,+1.482141E+001,+1.198173E+003,+8.854311E-001,,,,,,,,
7.198853100e+00,+1.040000E+000,+7.626556E-001,+1.314924E+001,+1.363656E+003,+7.931619E-001,,,,,,,,
7.262004980e+00,+1.050000E+000,+6.498428E-001,+1.120419E+001,+1.615775E+003,+6.823349E-001,,,,,,,,
7.325154040e+00,+1.060000E+000,+5.199380E-001,+8.964448E+000,+2.038705E+003,+5.511343E-001,,,,,,,,
7.388285760e+00,+1.070000E+000,+3.723112E-001,+6.419158E+000,+2.873940E+003,+3.983730E-001,,,,,,,,
7.451415480e+00,+1.080000E+000,+2.053378E-001,+3.540308E+000,+5.259625E+003,+2.217649E-001,,,,,,,,
7.514551680e+00,+1.090000E+000,+1.765394E-002,+3.043783E-001,+6.174259E+004,+1.924279E-002,,,,,,,,
7.577660900e+00,+1.100000E+000,-1.883968E-001,-3.248220E+000,-5.838741E+003,-2.072364E-001,,,,,,,,
7.640811380e+00,+1.110000E+000,-4.169263E-001,-7.188384E+000,-2.662341E+003,-4.627881E-001,,,,,,,,
7.703951200e+00,+1.120000E+000,-6.672700E-001,-1.150465E+001,-1.678481E+003,-7.473424E-001,,,,,,,,
7.767096940e+00,+1.130000E+000,-9.378613E-001,-1.617002E+001,-1.204869E+003,-1.059783E+000,,,,,,,,
7.830257540e+00,+1.140000E+000,-1.231943E+000,-2.124039E+001,-9.253677E+002,-1.404415E+000,,,,,,,,
7.893392700e+00,+1.150000E+000,-1.546643E+000,-2.666625E+001,-7.435460E+002,-1.778639E+000,,,,,,,,
7.956538460e+00,+1.160000E+000,-1.883371E+000,-3.247191E+001,-6.159170E+002,-2.184710E+000,,,,,,,,
8.019677300e+00,+1.170000E+000,-2.241531E+000,-3.864709E+001,-5.219646E+002,-2.622591E+000,,,,,,,,
8.082816380e+00,+1.180000E+000,-2.620575E+000,-4.518232E+001,-4.502829E+002,-3.092278E+000,,,,,,,,
8.145945360e+00,+1.190000E+000,-3.020590E+000,-5.207913E+001,-3.939628E+002,-3.594502E+000,,,,,,,,
8.209099240e+00,+1.200000E+000,-3.441083E+000,-5.932901E+001,-3.487274E+002,-4.129299E+000,,,,,,,,
,,,,,,+1.388836E+000,+2.394545E+001,+1.090857E+000,+1.197837E+000,+9.300000E-001,+1.287997E+000,79.064061,20.652368

