
START TIME : 2023-12-28 19:28:55
STEP-03 : [SolarCell-IV]

area=0.05800000
temperature=25.000
factor_alpha=0.000000
factor_beta=0.000000
factor_gama=0.000000
irradnce=100.000
TIME,V(V),I(mA),J(mA/cm²),R(ohm),P(mW),Isc(mA),Jsc(mA/cm²),Voc(V),Pmax(mW),Vpmax(V),Ipmax(mA),FF(%),Etac(%)
7.260442420e+00,+1.050000E+000,-2.176706E-001,-3.752942E+000,-4.823802E+003,-2.285542E-001,,,,,,,,
7.323565360e+00,+1.060000E+000,-4.045752E-001,-6.975435E+000,-2.620032E+003,-4.288497E-001,,,,,,,,
7.386701380e+00,+1.070000E+000,-6.090510E-001,-1.050088E+001,-1.756832E+003,-6.516845E-001,,,,,,,,
7.449837780e+00,+1.080000E+000,-8.335087E-001,-1.437084E+001,-1.295727E+003,-9.001894E-001,,,,,,,,
7.512962640e+00,+1.090000E+000,-1.078272E+000,-1.859089E+001,-1.010877E+003,-1.175316E+000,,,,,,,,
7.576104580e+00,+1.100000E+000,-1.342680E+000,-2.314966E+001,-8.192570E+002,-1.476948E+000,,,,,,,,
7.639243460e+00,+1.110000E+000,-1.628493E+000,-2.807746E+001,-6.816119E+002,-1.807627E+000,,,,,,,,
7.702375940e+00,+1.120000E+000,-1.935358E+000,-3.336824E+001,-5.787044E+002,-2.167601E+000,,,,,,,,
7.765514680e+00,+1.130000E+000,-2.261584E+000,-3.899283E+001,-4.996498E+002,-2.555590E+000,,,,,,,,
7.828644340e+00,+1.140000E+000,-2.610249E+000,-4.500430E+001,-4.367399E+002,-2.975684E+000,,,,,,,,
7.891762640e+00,+1.150000E+000,-2.978835E+000,-5.135922E+001,-3.860570E+002,-3.425660E+000,,,,,,,,
7.954902320e+00,+1.160000E+000,-3.368550E+000,-5.807845E+001,-3.443618E+002,-3.907518E+000,,,,,,,,
8.018027200e+00,+1.170000E+000,-3.778668E+000,-6.514945E+001,-3.096329E+002,-4.421042E+000,,,,,,,,
8.081161460e+00,+1.180000E+000,-4.208375E+000,-7.255819E+001,-2.803932E+002,-4.965883E+000,,,,,,,,
8.144287300e+00,+1.190000E+000,-4.658272E+000,-8.031503E+001,-2.554595E+002,-5.543344E+000,,,,,,,,
8.207407840e+00,+1.200000E+000,-5.127331E+000,-8.840225E+001,-2.340399E+002,-6.152797E+000,,,,,,,,
,,,,,,+1.331231E+000,+2.295226E+001,+1.036870E+000,+1.011807E+000,+8.500000E-001,+1.190361E+000,73.302660,17.444951

