
START TIME : 2023-12-26 19:36:32
STEP-03 : [SolarCell-IV]

area=0.05800000
temperature=25.000
factor_alpha=0.000000
factor_beta=0.000000
factor_gama=0.000000
irradnce=100.000
TIME,V(V),I(mA),J(mA/cm²),R(ohm),P(mW),Isc(mA),Jsc(mA/cm²),Voc(V),Pmax(mW),Vpmax(V),Ipmax(mA),FF(%),Etac(%)
6.440023580e+00,+9.200000E-001,+1.217918E+000,+2.099859E+001,+7.553874E+002,+1.120485E+000,,,,,,,,
6.503147800e+00,+9.300000E-001,+1.201728E+000,+2.071945E+001,+7.738857E+002,+1.117607E+000,,,,,,,,
6.566278620e+00,+9.400000E-001,+1.183584E+000,+2.040662E+001,+7.941981E+002,+1.112569E+000,,,,,,,,
6.629404720e+00,+9.500000E-001,+1.160260E+000,+2.000449E+001,+8.187818E+002,+1.102247E+000,,,,,,,,
6.692535060e+00,+9.600000E-001,+1.131921E+000,+1.951588E+001,+8.481155E+002,+1.086644E+000,,,,,,,,
6.755687660e+00,+9.700000E-001,+1.095929E+000,+1.889532E+001,+8.850942E+002,+1.063051E+000,,,,,,,,
6.818808640e+00,+9.800000E-001,+1.053398E+000,+1.816204E+001,+9.303223E+002,+1.032330E+000,,,,,,,,
6.881946980e+00,+9.900000E-001,+1.001389E+000,+1.726533E+001,+9.886268E+002,+9.913751E-001,,,,,,,,
6.945057960e+00,+1.000000E+000,+9.383568E-001,+1.617857E+001,+1.065693E+003,+9.383568E-001,,,,,,,,
7.008192940e+00,+1.010000E+000,+8.620187E-001,+1.486239E+001,+1.171668E+003,+8.706389E-001,,,,,,,,
7.071310380e+00,+1.020000E+000,+7.693229E-001,+1.326419E+001,+1.325841E+003,+7.847094E-001,,,,,,,,
7.134432580e+00,+1.030000E+000,+6.603156E-001,+1.138475E+001,+1.559860E+003,+6.801251E-001,,,,,,,,
7.197577440e+00,+1.040000E+000,+5.306099E-001,+9.148446E+000,+1.960009E+003,+5.518343E-001,,,,,,,,
7.260702680e+00,+1.050000E+000,+3.788299E-001,+6.531549E+000,+2.771693E+003,+3.977714E-001,,,,,,,,
7.323810220e+00,+1.060000E+000,+2.025826E-001,+3.492803E+000,+5.232434E+003,+2.147375E-001,,,,,,,,
7.386940400e+00,+1.070000E+000,-9.351536E-004,-1.612334E-002,-1.144197E+006,-1.000614E-003,,,,,,,,
7.450070060e+00,+1.080000E+000,-2.317550E-001,-3.995776E+000,-4.660094E+003,-2.502954E-001,,,,,,,,
7.513188620e+00,+1.090000E+000,-4.932148E-001,-8.503704E+000,-2.209990E+003,-5.376041E-001,,,,,,,,
7.576316920e+00,+1.100000E+000,-7.865806E-001,-1.356173E+001,-1.398458E+003,-8.652386E-001,,,,,,,,
7.639459260e+00,+1.110000E+000,-1.112985E+000,-1.918939E+001,-9.973182E+002,-1.235413E+000,,,,,,,,
7.702566120e+00,+1.120000E+000,-1.472485E+000,-2.538767E+001,-7.606189E+002,-1.649183E+000,,,,,,,,
7.765695960e+00,+1.130000E+000,-1.864029E+000,-3.213844E+001,-6.062136E+002,-2.106353E+000,,,,,,,,
7.828833580e+00,+1.140000E+000,-2.289486E+000,-3.947390E+001,-4.979283E+002,-2.610014E+000,,,,,,,,
7.891969920e+00,+1.150000E+000,-2.746229E+000,-4.734878E+001,-4.187560E+002,-3.158163E+000,,,,,,,,
7.955095740e+00,+1.160000E+000,-3.233474E+000,-5.574956E+001,-3.587473E+002,-3.750830E+000,,,,,,,,
8.018223500e+00,+1.170000E+000,-3.750538E+000,-6.466446E+001,-3.119552E+002,-4.388130E+000,,,,,,,,
8.081330960e+00,+1.180000E+000,-4.296743E+000,-7.408178E+001,-2.746266E+002,-5.070157E+000,,,,,,,,
8.144468740e+00,+1.190000E+000,-4.870503E+000,-8.397419E+001,-2.443279E+002,-5.795899E+000,,,,,,,,
8.207594420e+00,+1.200000E+000,-5.468696E+000,-9.428786E+001,-2.194307E+002,-6.562435E+000,,,,,,,,
,,,,,,+1.321130E+000,+2.277811E+001,+1.069954E+000,+1.120485E+000,+9.200000E-001,+1.217918E+000,79.267502,19.318701

