
START TIME : 2024-01-19 15:51:53
STEP-03 : [SolarCell-IV]

area=0.05800000
temperature=25.000
factor_alpha=0.000000
factor_beta=0.000000
factor_gama=0.000000
irradnce=100.000
TIME,V(V),I(mA),J(mA/cm²),R(ohm),P(mW),Isc(mA),Jsc(mA/cm²),Voc(V),Pmax(mW),Vpmax(V),Ipmax(mA),FF(%),Etac(%)
4.482049320e+00,+6.100000E-001,+1.432261E+000,+2.469415E+001,+4.259001E+002,+8.736791E-001,,,,,,,,
4.545176760e+00,+6.200000E-001,+1.430099E+000,+2.465688E+001,+4.335365E+002,+8.866612E-001,,,,,,,,
4.608316700e+00,+6.300000E-001,+1.428532E+000,+2.462987E+001,+4.410121E+002,+8.999753E-001,,,,,,,,
4.671454060e+00,+6.400000E-001,+1.427058E+000,+2.460444E+001,+4.484752E+002,+9.133170E-001,,,,,,,,
4.734573260e+00,+6.500000E-001,+1.425683E+000,+2.458074E+001,+4.559219E+002,+9.266939E-001,,,,,,,,
4.797705300e+00,+6.600000E-001,+1.424261E+000,+2.455622E+001,+4.633982E+002,+9.400122E-001,,,,,,,,
4.860836100e+00,+6.700000E-001,+1.421376E+000,+2.450648E+001,+4.713743E+002,+9.523218E-001,,,,,,,,
4.923971060e+00,+6.800000E-001,+1.420712E+000,+2.449503E+001,+4.786333E+002,+9.660840E-001,,,,,,,,
4.987089360e+00,+6.900000E-001,+1.419804E+000,+2.447938E+001,+4.859826E+002,+9.796647E-001,,,,,,,,
5.050223760e+00,+7.000000E-001,+1.417700E+000,+2.444310E+001,+4.937575E+002,+9.923900E-001,,,,,,,,
5.113356980e+00,+7.100000E-001,+1.415977E+000,+2.441340E+001,+5.014204E+002,+1.005344E+000,,,,,,,,
5.176488420e+00,+7.200000E-001,+1.413105E+000,+2.436387E+001,+5.095164E+002,+1.017435E+000,,,,,,,,
5.239619660e+00,+7.300000E-001,+1.411064E+000,+2.432869E+001,+5.173400E+002,+1.030077E+000,,,,,,,,
5.302759120e+00,+7.400000E-001,+1.408845E+000,+2.429043E+001,+5.252531E+002,+1.042545E+000,,,,,,,,
5.365899820e+00,+7.500000E-001,+1.406885E+000,+2.425663E+001,+5.330927E+002,+1.055164E+000,,,,,,,,
5.429036960e+00,+7.600000E-001,+1.404312E+000,+2.421228E+001,+5.411901E+002,+1.067277E+000,,,,,,,,
5.492172780e+00,+7.700000E-001,+1.403325E+000,+2.419525E+001,+5.486970E+002,+1.080560E+000,,,,,,,,
5.555307720e+00,+7.800000E-001,+1.399111E+000,+2.412260E+001,+5.574971E+002,+1.091306E+000,,,,,,,,
5.618428240e+00,+7.900000E-001,+1.397498E+000,+2.409479E+001,+5.652961E+002,+1.104023E+000,,,,,,,,
5.681549700e+00,+8.000000E-001,+1.394642E+000,+2.404555E+001,+5.736239E+002,+1.115714E+000,,,,,,,,
5.744692840e+00,+8.100000E-001,+1.390995E+000,+2.398266E+001,+5.823172E+002,+1.126706E+000,,,,,,,,
5.807835060e+00,+8.200000E-001,+1.387596E+000,+2.392406E+001,+5.909502E+002,+1.137828E+000,,,,,,,,
5.870969140e+00,+8.300000E-001,+1.383566E+000,+2.385459E+001,+5.998990E+002,+1.148360E+000,,,,,,,,
5.934108100e+00,+8.400000E-001,+1.379127E+000,+2.377806E+001,+6.090808E+002,+1.158467E+000,,,,,,,,
5.997242640e+00,+8.500000E-001,+1.374978E+000,+2.370651E+001,+6.181919E+002,+1.168731E+000,,,,,,,,
6.060375260e+00,+8.600000E-001,+1.370191E+000,+2.362397E+001,+6.276499E+002,+1.178364E+000,,,,,,,,
6.123517040e+00,+8.700000E-001,+1.364399E+000,+2.352411E+001,+6.376436E+002,+1.187027E+000,,,,,,,,
6.186644960e+00,+8.800000E-001,+1.358074E+000,+2.341508E+001,+6.479762E+002,+1.195106E+000,,,,,,,,
6.249776180e+00,+8.900000E-001,+1.350786E+000,+2.328941E+001,+6.588757E+002,+1.202199E+000,,,,,,,,
6.312908060e+00,+9.000000E-001,+1.343254E+000,+2.315956E+001,+6.700146E+002,+1.208929E+000,,,,,,,,
6.376050820e+00,+9.100000E-001,+1.333647E+000,+2.299391E+001,+6.823394E+002,+1.213619E+000,,,,,,,,
6.439172700e+00,+9.200000E-001,+1.322491E+000,+2.280157E+001,+6.956567E+002,+1.216692E+000,,,,,,,,
6.502303280e+00,+9.300000E-001,+1.309532E+000,+2.257813E+001,+7.101775E+002,+1.217865E+000,,,,,,,,
6.565442880e+00,+9.400000E-001,+1.295087E+000,+2.232909E+001,+7.258198E+002,+1.217382E+000,,,,,,,,
6.628577000e+00,+9.500000E-001,+1.278572E+000,+2.204435E+001,+7.430161E+002,+1.214644E+000,,,,,,,,
6.691705940e+00,+9.600000E-001,+1.258901E+000,+2.170520E+001,+7.625697E+002,+1.208545E+000,,,,,,,,
6.754853300e+00,+9.700000E-001,+1.235723E+000,+2.130557E+001,+7.849657E+002,+1.198651E+000,,,,,,,,
6.817976560e+00,+9.800000E-001,+1.208261E+000,+2.083209E+001,+8.110830E+002,+1.184096E+000,,,,,,,,
6.881094640e+00,+9.900000E-001,+1.177284E+000,+2.029800E+001,+8.409186E+002,+1.165511E+000,,,,,,,,
6.944230880e+00,+1.000000E+000,+1.142279E+000,+1.969446E+001,+8.754429E+002,+1.142279E+000,,,,,,,,
7.007368880e+00,+1.010000E+000,+1.101481E+000,+1.899105E+001,+9.169473E+002,+1.112496E+000,,,,,,,,
7.070489360e+00,+1.020000E+000,+1.054493E+000,+1.818091E+001,+9.672897E+002,+1.075583E+000,,,,,,,,
7.133617320e+00,+1.030000E+000,+1.001169E+000,+1.726154E+001,+1.028797E+003,+1.031204E+000,,,,,,,,
7.196752840e+00,+1.040000E+000,+9.394990E-001,+1.619826E+001,+1.106973E+003,+9.770790E-001,,,,,,,,
7.259887920e+00,+1.050000E+000,+8.694474E-001,+1.499047E+001,+1.207664E+003,+9.129197E-001,,,,,,,,
7.322987820e+00,+1.060000E+000,+7.895519E-001,+1.361296E+001,+1.342534E+003,+8.369250E-001,,,,,,,,
7.386125380e+00,+1.070000E+000,+6.980841E-001,+1.203593E+001,+1.532767E+003,+7.469500E-001,,,,,,,,
7.449253140e+00,+1.080000E+000,+5.959345E-001,+1.027473E+001,+1.812280E+003,+6.436092E-001,,,,,,,,
7.512381900e+00,+1.090000E+000,+4.794726E-001,+8.266769E+000,+2.273331E+003,+5.226252E-001,,,,,,,,
7.575517700e+00,+1.100000E+000,+3.477795E-001,+5.996199E+000,+3.162923E+003,+3.825575E-001,,,,,,,,
7.638653500e+00,+1.110000E+000,+2.002023E-001,+3.451764E+000,+5.544391E+003,+2.222246E-001,,,,,,,,
7.701793100e+00,+1.120000E+000,+3.561941E-002,+6.141277E-001,+3.144353E+004,+3.989374E-002,,,,,,,,
7.764923960e+00,+1.130000E+000,-1.478804E-001,-2.549662E+000,-7.641311E+003,-1.671048E-001,,,,,,,,
7.828042200e+00,+1.140000E+000,-3.511713E-001,-6.054677E+000,-3.246279E+003,-4.003352E-001,,,,,,,,
7.891167860e+00,+1.150000E+000,-5.773286E-001,-9.953941E+000,-1.991933E+003,-6.639278E-001,,,,,,,,
7.954290080e+00,+1.160000E+000,-8.276359E-001,-1.426958E+001,-1.401583E+003,-9.600576E-001,,,,,,,,
8.017417420e+00,+1.170000E+000,-1.102752E+000,-1.901296E+001,-1.060982E+003,-1.290220E+000,,,,,,,,
8.080543700e+00,+1.180000E+000,-1.406064E+000,-2.424248E+001,-8.392221E+002,-1.659156E+000,,,,,,,,
8.143675880e+00,+1.190000E+000,-1.736207E+000,-2.993461E+001,-6.854020E+002,-2.066087E+000,,,,,,,,
8.206809540e+00,+1.200000E+000,-2.096604E+000,-3.614835E+001,-5.723541E+002,-2.515925E+000,,,,,,,,
8.269949080e+00,+1.210000E+000,-2.488342E+000,-4.290245E+001,-4.862675E+002,-3.010894E+000,,,,,,,,
8.333053560e+00,+1.220000E+000,-2.910878E+000,-5.018754E+001,-4.191176E+002,-3.551271E+000,,,,,,,,
8.396185760e+00,+1.230000E+000,-3.367672E+000,-5.806330E+001,-3.652375E+002,-4.142236E+000,,,,,,,,
8.459303780e+00,+1.240000E+000,-3.856679E+000,-6.649446E+001,-3.215202E+002,-4.782282E+000,,,,,,,,
8.522442480e+00,+1.250000E+000,-4.379324E+000,-7.550559E+001,-2.854322E+002,-5.474155E+000,,,,,,,,
8.585570860e+00,+1.260000E+000,-4.936675E+000,-8.511509E+001,-2.552325E+002,-6.220211E+000,,,,,,,,
8.648715580e+00,+1.270000E+000,-5.526584E+000,-9.528593E+001,-2.297984E+002,-7.018762E+000,,,,,,,,
8.711840060e+00,+1.280000E+000,-6.150404E+000,-1.060415E+002,-2.081164E+002,-7.872518E+000,,,,,,,,
8.774971600e+00,+1.290000E+000,-6.805792E+000,-1.173412E+002,-1.895444E+002,-8.779472E+000,,,,,,,,
8.838091240e+00,+1.300000E+000,-7.492341E+000,-1.291783E+002,-1.735105E+002,-9.740043E+000,,,,,,,,
8.901229440e+00,+1.310000E+000,-8.212163E+000,-1.415890E+002,-1.595195E+002,-1.075793E+001,,,,,,,,
8.964354840e+00,+1.320000E+000,-8.961290E+000,-1.545050E+002,-1.473002E+002,-1.182890E+001,,,,,,,,
9.027500080e+00,+1.330000E+000,-9.738855E+000,-1.679113E+002,-1.365664E+002,-1.295268E+001,,,,,,,,
9.090624700e+00,+1.340000E+000,-1.054613E+001,-1.818298E+002,-1.270609E+002,-1.413181E+001,,,,,,,,
9.153760020e+00,+1.350000E+000,-1.137765E+001,-1.961664E+002,-1.186537E+002,-1.535983E+001,,,,,,,,
9.216898400e+00,+1.360000E+000,-1.223534E+001,-2.109541E+002,-1.111534E+002,-1.664006E+001,,,,,,,,
9.280023120e+00,+1.370000E+000,-1.311956E+001,-2.261993E+002,-1.044243E+002,-1.797379E+001,,,,,,,,
9.343149480e+00,+1.380000E+000,-1.402485E+001,-2.418077E+002,-9.839679E+001,-1.935429E+001,,,,,,,,
9.406291680e+00,+1.390000E+000,-1.495506E+001,-2.578458E+002,-9.294515E+001,-2.078753E+001,,,,,,,,
9.469433180e+00,+1.400000E+000,-1.500036E+001,-2.586268E+002,-9.333112E+001,-2.100050E+001,,,,,,,,
,,,,,,+1.444575E+000,+2.490647E+001,+1.121941E+000,+1.217865E+000,+9.300000E-001,+1.309532E+000,75.143049,20.997664

