
START TIME : 2024-01-19 15:47:22
STEP-03 : [SolarCell-IV]

area=0.05800000
temperature=25.000
factor_alpha=0.000000
factor_beta=0.000000
factor_gama=0.000000
irradnce=100.000
TIME,V(V),I(mA),J(mA/cm²),R(ohm),P(mW),Isc(mA),Jsc(mA/cm²),Voc(V),Pmax(mW),Vpmax(V),Ipmax(mA),FF(%),Etac(%)
5.176661120e+00,+7.200000E-001,+1.403401E+000,+2.419657E+001,+5.130393E+002,+1.010449E+000,,,,,,,,
5.239788440e+00,+7.300000E-001,+1.401095E+000,+2.415681E+001,+5.210210E+002,+1.022799E+000,,,,,,,,
5.302903220e+00,+7.400000E-001,+1.400344E+000,+2.414386E+001,+5.284416E+002,+1.036254E+000,,,,,,,,
5.366028080e+00,+7.500000E-001,+1.399147E+000,+2.412323E+001,+5.360407E+002,+1.049361E+000,,,,,,,,
5.429156020e+00,+7.600000E-001,+1.395783E+000,+2.406523E+001,+5.444971E+002,+1.060795E+000,,,,,,,,
5.492284180e+00,+7.700000E-001,+1.394483E+000,+2.404280E+001,+5.521761E+002,+1.073752E+000,,,,,,,,
5.555415420e+00,+7.800000E-001,+1.392159E+000,+2.400274E+001,+5.602810E+002,+1.085884E+000,,,,,,,,
5.618559900e+00,+7.900000E-001,+1.389471E+000,+2.395639E+001,+5.685619E+002,+1.097682E+000,,,,,,,,
5.681685100e+00,+8.000000E-001,+1.387257E+000,+2.391822E+001,+5.766778E+002,+1.109805E+000,,,,,,,,
5.744814900e+00,+8.100000E-001,+1.385037E+000,+2.387995E+001,+5.848218E+002,+1.121880E+000,,,,,,,,
5.807938540e+00,+8.200000E-001,+1.381430E+000,+2.381776E+001,+5.935878E+002,+1.132773E+000,,,,,,,,
5.871096120e+00,+8.300000E-001,+1.378436E+000,+2.376614E+001,+6.021317E+002,+1.144102E+000,,,,,,,,
5.934220580e+00,+8.400000E-001,+1.373747E+000,+2.368530E+001,+6.114661E+002,+1.153948E+000,,,,,,,,
5.997347160e+00,+8.500000E-001,+1.370042E+000,+2.362142E+001,+6.204188E+002,+1.164536E+000,,,,,,,,
6.060481420e+00,+8.600000E-001,+1.363926E+000,+2.351597E+001,+6.305326E+002,+1.172977E+000,,,,,,,,
6.123610360e+00,+8.700000E-001,+1.358463E+000,+2.342178E+001,+6.404296E+002,+1.181863E+000,,,,,,,,
6.186734560e+00,+8.800000E-001,+1.351967E+000,+2.330977E+001,+6.509037E+002,+1.189731E+000,,,,,,,,
6.249865800e+00,+8.900000E-001,+1.345094E+000,+2.319127E+001,+6.616639E+002,+1.197134E+000,,,,,,,,
6.312976800e+00,+9.000000E-001,+1.336585E+000,+2.304457E+001,+6.733578E+002,+1.202927E+000,,,,,,,,
6.376098060e+00,+9.100000E-001,+1.328336E+000,+2.290234E+001,+6.850677E+002,+1.208786E+000,,,,,,,,
6.439219340e+00,+9.200000E-001,+1.319248E+000,+2.274566E+001,+6.973667E+002,+1.213709E+000,,,,,,,,
6.502339220e+00,+9.300000E-001,+1.305734E+000,+2.251265E+001,+7.122431E+002,+1.214333E+000,,,,,,,,
6.565466940e+00,+9.400000E-001,+1.292306E+000,+2.228114E+001,+7.273818E+002,+1.214768E+000,,,,,,,,
6.628584160e+00,+9.500000E-001,+1.277895E+000,+2.203268E+001,+7.434098E+002,+1.214001E+000,,,,,,,,
6.691718680e+00,+9.600000E-001,+1.260785E+000,+2.173767E+001,+7.614306E+002,+1.210353E+000,,,,,,,,
6.754834340e+00,+9.700000E-001,+1.241882E+000,+2.141176E+001,+7.810725E+002,+1.204626E+000,,,,,,,,
6.817950180e+00,+9.800000E-001,+1.221183E+000,+2.105489E+001,+8.025003E+002,+1.196760E+000,,,,,,,,
6.881064840e+00,+9.900000E-001,+1.196159E+000,+2.062343E+001,+8.276491E+002,+1.184198E+000,,,,,,,,
6.944183380e+00,+1.000000E+000,+1.167731E+000,+2.013329E+001,+8.563616E+002,+1.167731E+000,,,,,,,,
7.007308100e+00,+1.010000E+000,+1.136164E+000,+1.958903E+001,+8.889565E+002,+1.147525E+000,,,,,,,,
7.070427900e+00,+1.020000E+000,+1.101429E+000,+1.899015E+001,+9.260699E+002,+1.123457E+000,,,,,,,,
7.133616140e+00,+1.030000E+000,+1.060838E+000,+1.829031E+001,+9.709303E+002,+1.092663E+000,,,,,,,,
7.196732760e+00,+1.040000E+000,+1.015577E+000,+1.750995E+001,+1.024048E+003,+1.056200E+000,,,,,,,,
7.259854220e+00,+1.050000E+000,+9.654894E-001,+1.664637E+001,+1.087531E+003,+1.013764E+000,,,,,,,,
7.322970540e+00,+1.060000E+000,+9.088177E-001,+1.566927E+001,+1.166350E+003,+9.633468E-001,,,,,,,,
7.386085760e+00,+1.070000E+000,+8.451520E-001,+1.457159E+001,+1.266044E+003,+9.043127E-001,,,,,,,,
7.449212200e+00,+1.080000E+000,+7.746647E-001,+1.335629E+001,+1.394151E+003,+8.366379E-001,,,,,,,,
7.512341300e+00,+1.090000E+000,+6.955419E-001,+1.199210E+001,+1.567124E+003,+7.581406E-001,,,,,,,,
7.575466840e+00,+1.100000E+000,+6.087652E-001,+1.049595E+001,+1.806936E+003,+6.696418E-001,,,,,,,,
7.638580940e+00,+1.110000E+000,+5.122951E-001,+8.832674E+000,+2.166720E+003,+5.686476E-001,,,,,,,,
7.701685480e+00,+1.120000E+000,+4.052638E-001,+6.987307E+000,+2.763632E+003,+4.538955E-001,,,,,,,,
7.764798960e+00,+1.130000E+000,+2.889030E-001,+4.981086E+000,+3.911347E+003,+3.264604E-001,,,,,,,,
7.827919540e+00,+1.140000E+000,+1.595419E-001,+2.750723E+000,+7.145458E+003,+1.818778E-001,,,,,,,,
7.891037280e+00,+1.150000E+000,+1.828467E-002,+3.152529E-001,+6.289421E+004,+2.102737E-002,,,,,,,,
7.954138640e+00,+1.160000E+000,-1.359132E-001,-2.343331E+000,-8.534861E+003,-1.576593E-001,,,,,,,,
8.017254820e+00,+1.170000E+000,-3.053652E-001,-5.264917E+000,-3.831478E+003,-3.572772E-001,,,,,,,,
8.080383820e+00,+1.180000E+000,-4.905976E-001,-8.458580E+000,-2.405230E+003,-5.789052E-001,,,,,,,,
8.143502140e+00,+1.190000E+000,-6.925527E-001,-1.194056E+001,-1.718281E+003,-8.241377E-001,,,,,,,,
8.206614120e+00,+1.200000E+000,-9.127736E-001,-1.573748E+001,-1.314674E+003,-1.095328E+000,,,,,,,,
8.269737000e+00,+1.210000E+000,-1.151816E+000,-1.985889E+001,-1.050515E+003,-1.393697E+000,,,,,,,,
8.332854080e+00,+1.220000E+000,-1.412430E+000,-2.435224E+001,-8.637598E+002,-1.723164E+000,,,,,,,,
8.395978940e+00,+1.230000E+000,-1.696391E+000,-2.924813E+001,-7.250686E+002,-2.086561E+000,,,,,,,,
8.459111860e+00,+1.240000E+000,-2.002029E+000,-3.451774E+001,-6.193717E+002,-2.482516E+000,,,,,,,,
8.522239120e+00,+1.250000E+000,-2.334095E+000,-4.024301E+001,-5.355396E+002,-2.917618E+000,,,,,,,,
8.585376980e+00,+1.260000E+000,-2.691692E+000,-4.640849E+001,-4.681070E+002,-3.391532E+000,,,,,,,,
8.648490360e+00,+1.270000E+000,-3.076208E+000,-5.303807E+001,-4.128459E+002,-3.906785E+000,,,,,,,,
8.711614620e+00,+1.280000E+000,-3.489974E+000,-6.017196E+001,-3.667649E+002,-4.467167E+000,,,,,,,,
8.774710360e+00,+1.290000E+000,-3.930092E+000,-6.776020E+001,-3.282366E+002,-5.069818E+000,,,,,,,,
8.837827600e+00,+1.300000E+000,-4.400088E+000,-7.586358E+001,-2.954487E+002,-5.720114E+000,,,,,,,,
8.900945020e+00,+1.310000E+000,-4.900454E+000,-8.449058E+001,-2.673222E+002,-6.419594E+000,,,,,,,,
8.964056460e+00,+1.320000E+000,-5.428943E+000,-9.360247E+001,-2.431412E+002,-7.166205E+000,,,,,,,,
9.027184640e+00,+1.330000E+000,-5.988145E+000,-1.032439E+002,-2.221055E+002,-7.964233E+000,,,,,,,,
9.090304200e+00,+1.340000E+000,-6.575111E+000,-1.133640E+002,-2.037988E+002,-8.810649E+000,,,,,,,,
9.153444980e+00,+1.350000E+000,-7.188700E+000,-1.239431E+002,-1.877947E+002,-9.704745E+000,,,,,,,,
9.216572680e+00,+1.360000E+000,-7.830828E+000,-1.350143E+002,-1.736726E+002,-1.064993E+001,,,,,,,,
9.279709400e+00,+1.370000E+000,-8.498687E+000,-1.465291E+002,-1.612014E+002,-1.164320E+001,,,,,,,,
9.342825980e+00,+1.380000E+000,-9.191616E+000,-1.584761E+002,-1.501368E+002,-1.268443E+001,,,,,,,,
9.405961520e+00,+1.390000E+000,-9.911573E+000,-1.708892E+002,-1.402401E+002,-1.377709E+001,,,,,,,,
9.469081980e+00,+1.400000E+000,-1.065187E+001,-1.836530E+002,-1.314323E+002,-1.491262E+001,,,,,,,,
,,,,,,+1.426856E+000,+2.460097E+001,+1.151186E+000,+1.214768E+000,+9.400000E-001,+1.292306E+000,73.955023,20.944272

