Time(min),Time(h),Normalized PCE,,,
5585,93.08333,9.01E-04,,,
5586,93.1,7.30E-04,,,
5587,93.11667,6.01E-04,,,
5588,93.13333,3.22E-04,,,
5589,93.15,2.01E-04,,,
5590,93.16667,-1.80E-04,,,
5591,93.18333,8.43E-04,,,
5592,93.2,7.06E-04,,,
5593,93.21667,7.79E-04,,,
5594,93.23333,-2.01E-04,,,
5595,93.25,5.12E-04,,,
5596,93.26667,3.82E-04,,,
5597,93.28333,0,,,
5598,93.3,5.41E-04,,,
5599,93.31667,9.62E-04,,,
5600,93.33333,-2.01E-04,,,
5601,93.35,2.10E-04,,,
5602,93.36667,4.51E-04,,,
5603,93.38333,3.82E-04,,,
5604,93.4,0,,,
5605,93.41667,3.41E-04,,,
5606,93.43333,2.01E-04,,,
5607,93.45,2.01E-04,,,
5608,93.46667,0,,,
5609,93.48333,4.51E-04,,,
5610,93.5,1.90E-04,,,
5611,93.51667,7.51E-04,,,
5612,93.53333,6.44E-04,,,
5613,93.55,8.05E-04,,,
5614,93.56667,4.51E-04,,,
5615,93.58333,4.22E-04,,,
5616,93.6,3.82E-04,,,
5617,93.61667,9.01E-04,,,
5618,93.63333,5.41E-04,,,
5619,93.65,4.96E-04,,,
5620,93.66667,1.86E-04,,,
5621,93.68333,6.76E-04,,,
5622,93.7,0,,,
5623,93.71667,-3.91E-04,,,
5624,93.73333,5.57E-04,,,
5625,93.75,5.84E-04,,,
5626,93.76667,5.28E-04,,,
5627,93.78333,6.31E-04,,,
5628,93.8,9.55E-04,,,
5629,93.81667,5.84E-04,,,
5630,93.83333,6.95E-04,,,
5631,93.85,0,,,
5632,93.86667,7.53E-04,,,
5633,93.88333,-1.86E-04,,,
5634,93.9,3.52E-04,,,
5635,93.91667,1.65E-04,,,
5636,93.93333,5.57E-04,,,
5637,93.95,9.54E-04,,,
5638,93.96667,0,,,
5639,93.98333,7.30E-04,,,
5640,94,8.76E-04,,,
5641,94.01667,3.31E-04,,,
5642,94.03333,-1.86E-04,,,
5643,94.05,9.27E-04,,,
5644,94.06667,1.95E-04,,,
5645,94.08333,7.78E-04,,,
5646,94.1,6.95E-04,,,
5647,94.11667,3.71E-04,,,
5648,94.13333,1.86E-04,,,
5649,94.15,0.00113,,,
5650,94.16667,0,,,
5651,94.18333,1.76E-04,,,
5652,94.2,8.32E-04,,,
5653,94.21667,5.28E-04,,,
5654,94.23333,0,,,
5655,94.25,7.53E-04,,,
5656,94.26667,0,,,
5657,94.28333,7.03E-04,,,
5658,94.3,5.41E-04,,,
5659,94.31667,0,,,
5660,94.33333,2.01E-04,,,
5661,94.35,5.73E-04,,,
5662,94.36667,0,,,
5663,94.38333,8.53E-04,,,
5664,94.4,0,,,
5665,94.41667,4.83E-04,,,
5666,94.43333,1.91E-04,,,
5667,94.45,6.01E-04,,,
5668,94.46667,8.84E-04,,,
5669,94.48333,5.12E-04,,,
5670,94.5,1.90E-04,,,
5671,94.51667,3.61E-04,,,
5672,94.53333,7.74E-04,,,
5673,94.55,8.05E-04,,,
5674,94.56667,4.21E-04,,,
5675,94.58333,5.55E-04,,,
5676,94.6,1.61E-04,,,
5677,94.61667,9.16E-04,,,
5678,94.63333,3.00E-04,,,
5679,94.65,7.79E-04,,,
5680,94.66667,0,,,
5681,94.68333,3.41E-04,,,
5682,94.7,7.51E-04,,,
5683,94.71667,3.82E-04,,,
5684,94.73333,8.43E-04,,,
5685,94.75,3.71E-04,,,
5686,94.76667,9.34E-04,,,
5687,94.78333,0.00102,,,
5688,94.8,6.63E-04,,,
5689,94.81667,5.62E-04,,,
5690,94.83333,1.71E-04,,,
5691,94.85,1.65E-04,,,
5692,94.86667,7.30E-04,,,
5693,94.88333,8.76E-04,,,
5694,94.9,0.00116,,,
5695,94.91667,4.96E-04,,,
5696,94.93333,2.06E-04,,,
5697,94.95,1.96E-04,,,
5698,94.96667,8.11E-04,,,
5699,94.98333,7.04E-04,,,
5700,95,3.71E-04,,,
5701,95.01667,1.95E-04,,,
5702,95.03333,3.71E-04,,,
5703,95.05,-1.95E-04,,,
5704,95.06667,7.04E-04,,,
5705,95.08333,3.52E-04,,,
5706,95.1,0,,,
5707,95.11667,4.38E-04,,,
5708,95.13333,5.57E-04,,,
5709,95.15,9.34E-04,,,
5710,95.16667,3.71E-04,,,
5711,95.18333,6.61E-04,,,
5712,95.2,3.71E-04,,,
5713,95.21667,7.04E-04,,,
5714,95.23333,6.61E-04,,,
5715,95.25,3.52E-04,,,
5716,95.26667,6.95E-04,,,
5717,95.28333,5.02E-04,,,
5718,95.3,9.34E-04,,,
5719,95.31667,3.52E-04,,,
5720,95.33333,1.91E-04,,,
5721,95.35,4.80E-04,,,
5722,95.36667,-2.01E-04,,,
5723,95.38333,0,,,
5724,95.4,4.51E-04,,,
5725,95.41667,8.84E-04,,,
5726,95.43333,-2.21E-04,,,
5727,95.45,1.90E-04,,,
5728,95.46667,1.80E-04,,,
5729,95.48333,0.00108,,,
5730,95.5,0,,,
5731,95.51667,7.51E-04,,,
5732,95.53333,3.82E-04,,,
5733,95.55,4.01E-04,,,
5734,95.56667,1.71E-04,,,
5735,95.58333,6.01E-04,,,
5736,95.6,1.71E-04,,,
5737,95.61667,0.00105,,,
5738,95.63333,1.91E-04,,,
5739,95.65,7.99E-04,,,
5740,95.66667,3.82E-04,,,
5741,95.68333,4.51E-04,,,
5742,95.7,1.80E-04,,,
5743,95.71667,5.41E-04,,,
5744,95.73333,1.91E-04,,,
5745,95.75,3.41E-04,,,
5746,95.76667,0,,,
5747,95.78333,3.52E-04,,,
5748,95.8,4.96E-04,,,
5749,95.81667,6.22E-04,,,
5750,95.83333,0,,,
5751,95.85,3.91E-04,,,
5752,95.86667,8.59E-04,,,
5753,95.88333,0.00105,,,
5754,95.9,0.00109,,,
5755,95.91667,8.80E-04,,,
5756,95.93333,-3.91E-04,,,
5757,95.95,6.14E-04,,,
5758,95.96667,4.60E-04,,,
5759,95.98333,7.78E-04,,,
5760,96,0.00109,,,
5761,96.01667,5.57E-04,,,
5762,96.03333,1.76E-04,,,
5763,96.05,2.16E-04,,,
5764,96.06667,1.86E-04,,,
5765,96.08333,-1.95E-04,,,
5766,96.1,6.61E-04,,,
5767,96.11667,4.67E-04,,,
5768,96.13333,8.11E-04,,,
5769,96.15,5.28E-04,,,
5770,96.16667,0,,,
5771,96.18333,0,,,
5772,96.2,5.41E-04,,,
5773,96.21667,3.71E-04,,,
5774,96.23333,0,,,
5775,96.25,0.00102,,,
5776,96.26667,0.001,,,
5777,96.28333,9.34E-04,,,
5778,96.3,0,,,
5779,96.31667,3.82E-04,,,
5780,96.33333,5.58E-04,,,
5781,96.35,7.04E-04,,,
5782,96.36667,3.31E-04,,,
5783,96.38333,-1.91E-04,,,
5784,96.4,9.84E-04,,,
5785,96.41667,0,,,
5786,96.43333,0,,,
5787,96.45,1.80E-04,,,
5788,96.46667,0,,,
5789,96.48333,7.74E-04,,,
5790,96.5,0,,,
5791,96.51667,0.00108,,,
5792,96.53333,0.00112,,,
5793,96.55,8.43E-04,,,
5794,96.56667,3.82E-04,,,
5795,96.58333,1.80E-04,,,
5796,96.6,9.84E-04,,,
5797,96.61667,2.01E-04,,,
5798,96.63333,3.41E-04,,,
5799,96.65,0,,,
5800,96.66667,-2.31E-04,,,
5801,96.68333,3.82E-04,,,
5802,96.7,4.01E-04,,,
5803,96.71667,7.21E-04,,,
5804,96.73333,0,,,
5805,96.75,6.83E-04,,,
5806,96.76667,3.41E-04,,,
5807,96.78333,3.31E-04,,,
5808,96.8,1.76E-04,,,
5809,96.81667,2.06E-04,,,
5810,96.83333,5.57E-04,,,
5811,96.85,1.95E-04,,,
5812,96.86667,5.41E-04,,,
5813,96.88333,-2.16E-04,,,
5814,96.9,0.00109,,,
5815,96.91667,7.53E-04,,,
5816,96.93333,1.76E-04,,,
5817,96.95,0,,,
5818,96.96667,-1.95E-04,,,
5819,96.98333,8.80E-04,,,
5820,97,-1.95E-04,,,
5821,97.01667,6.22E-04,,,
5822,97.03333,-1.95E-04,,,
5823,97.05,7.78E-04,,,
5824,97.06667,9.47E-04,,,
5825,97.08333,3.31E-04,,,
5826,97.1,2.06E-04,,,
5827,97.11667,3.71E-04,,,
5828,97.13333,0,,,
5829,97.15,5.57E-04,,,
5830,97.16667,5.57E-04,,,
5831,97.18333,3.52E-04,,,
5832,97.2,4.67E-04,,,
5833,97.21667,8.26E-04,,,
5834,97.23333,8.79E-04,,,
5835,97.25,4.60E-04,,,
5836,97.26667,3.91E-04,,,
5837,97.28333,7.04E-04,,,
5838,97.3,-2.01E-04,,,
5839,97.31667,7.21E-04,,,
5840,97.33333,0,,,
5841,97.35,8.43E-04,,,
5842,97.36667,0.00106,,,
5843,97.38333,3.82E-04,,,
5844,97.4,9.92E-04,,,
5845,97.41667,6.01E-04,,,
5846,97.43333,8.84E-04,,,
5847,97.45,1.80E-04,,,
5848,97.46667,6.44E-04,,,
5849,97.48333,7.21E-04,,,
5850,97.5,1.81E-04,,,
5851,97.51667,-1.91E-04,,,
5852,97.53333,0,,,
5853,97.55,1.71E-04,,,
5854,97.56667,3.63E-04,,,
5855,97.58333,5.24E-04,,,
5856,97.6,0,,,
5857,97.61667,3.00E-04,,,
5858,97.63333,1.80E-04,,,
5859,97.65,4.83E-04,,,
5860,97.66667,7.99E-04,,,
5861,97.68333,8.43E-04,,,
5862,97.7,5.41E-04,,,
5863,97.71667,7.21E-04,,,
5864,97.73333,5.30E-04,,,
5865,97.75,9.19E-04,,,
5866,97.76667,9.27E-04,,,
5867,97.78333,-1.86E-04,,,
5868,97.8,5.57E-04,,,
5869,97.81667,1.76E-04,,,
5870,97.83333,4.12E-04,,,
5871,97.85,-2.25E-04,,,
5872,97.86667,8.80E-04,,,
5873,97.88333,1.95E-04,,,
5874,97.9,3.91E-04,,,
5875,97.91667,-1.95E-04,,,
5876,97.93333,9.92E-04,,,
5877,97.95,8.76E-04,,,
5878,97.96667,0.00102,,,
5879,97.98333,9.27E-04,,,
5880,98,8.79E-04,,,
5881,98.01667,0.00117,,,
5882,98.03333,9.34E-04,,,
5883,98.05,-1.86E-04,,,
5884,98.06667,0.00102,,,
5885,98.08333,0,,,
5886,98.1,8.41E-04,,,
5887,98.11667,0,,,
5888,98.13333,3.61E-04,,,
5889,98.15,-2.01E-04,,,
5890,98.16667,3.82E-04,,,
5891,98.18333,1.91E-04,,,
5892,98.2,6.44E-04,,,
5893,98.21667,1.80E-04,,,
5894,98.23333,7.21E-04,,,
5895,98.25,4.51E-04,,,
5896,98.26667,9.84E-04,,,
5897,98.28333,3.22E-04,,,
5898,98.3,-2.31E-04,,,
5899,98.31667,4.01E-04,,,
5900,98.33333,6.40E-04,,,
5901,98.35,5.73E-04,,,
5902,98.36667,5.12E-04,,,
5903,98.38333,3.41E-04,,,
5904,98.4,3.00E-04,,,
5905,98.41667,-6.31E-04,,,
5906,98.43333,8.84E-04,,,
5907,98.45,2.01E-04,,,
5908,98.46667,5.41E-04,,,
5909,98.48333,1.91E-04,,,
5910,98.5,1.80E-04,,,
5911,98.51667,0,,,
5912,98.53333,3.52E-04,,,
5913,98.55,7.53E-04,,,
5914,98.56667,0,,,
5915,98.58333,3.71E-04,,,
5916,98.6,1.76E-04,,,
5917,98.61667,0,,,
5918,98.63333,8.26E-04,,,
5919,98.65,0,,,
5920,98.66667,5.57E-04,,,
5921,98.68333,2.06E-04,,,
5922,98.7,1.65E-04,,,
5923,98.71667,0,,,
5924,98.73333,1.86E-04,,,
5925,98.75,0.00103,,,
5926,98.76667,8.05E-05,,,
5927,98.78333,5.67E-04,,,
5928,98.8,5.67E-04,,,
5929,98.81667,9.33E-04,,,
5930,98.83333,5.41E-04,,,
5931,98.85,8.60E-04,,,
5932,98.86667,9.16E-04,,,
5933,98.88333,9.55E-04,,,
5934,98.9,7.78E-04,,,
5935,98.91667,7.25E-04,,,
5936,98.93333,8.60E-04,,,
5937,98.95,7.64E-04,,,
5938,98.96667,0,,,
5939,98.98333,4.12E-04,,,
5940,99,-2.36E-04,,,
5941,99.01667,0.00104,,,
5942,99.03333,0,,,
5943,99.05,3.93E-04,,,
5944,99.06667,4.96E-04,,,
5945,99.08333,0,,,
5946,99.1,5.57E-04,,,
5947,99.11667,5.12E-04,,,
5948,99.13333,8.53E-04,,,
5949,99.15,5.12E-04,,,
5950,99.16667,9.66E-04,,,
5951,99.18333,5.41E-04,,,
5952,99.2,0,,,
5953,99.21667,3.41E-04,,,
5954,99.23333,0.00105,,,
5955,99.25,0.00101,,,
5956,99.26667,6.49E-04,,,
5957,99.28333,6.83E-04,,,
5958,99.3,6.02E-04,,,
5959,99.31667,0,,,
5960,99.33333,4.83E-04,,,
5961,99.35,-2.10E-04,,,
5962,99.36667,6.83E-04,,,
5963,99.38333,3.22E-04,,,
5964,99.4,3.22E-04,,,
5965,99.41667,4.54E-04,,,
5966,99.43333,9.84E-04,,,
5967,99.45,8.05E-04,,,
5968,99.46667,8.05E-04,,,
5969,99.48333,2.01E-04,,,
5970,99.5,3.61E-04,,,
5971,99.51667,4.83E-04,,,
5972,99.53333,-2.21E-04,,,
5973,99.55,9.66E-04,,,
5974,99.56667,1.71E-04,,,
5975,99.58333,5.41E-04,,,
5976,99.6,0,,,
5977,99.61667,3.71E-04,,,
5978,99.63333,3.52E-04,,,
5979,99.65,6.22E-04,,,
5980,99.66667,9.47E-04,,,
5981,99.68333,0.00105,,,
5982,99.7,7.62E-04,,,
5983,99.71667,7.36E-04,,,
5984,99.73333,6.81E-04,,,
5985,99.75,1.65E-04,,,
5986,99.76667,1.95E-04,,,
5987,99.78333,6.61E-04,,,
5988,99.8,3.71E-04,,,
5989,99.81667,5.57E-04,,,
5990,99.83333,0.00109,,,
5991,99.85,5.57E-04,,,
5992,99.86667,3.71E-04,,,
5993,99.88333,-3.71E-04,,,
5994,99.9,7.04E-04,,,
5995,99.91667,1.76E-04,,,
5996,99.93333,5.86E-04,,,
5997,99.95,3.91E-04,,,
5998,99.96667,1.95E-04,,,
5999,99.98333,-4.31E-04,,,
6000,100,1.76E-04,,,
6001,100.01667,1.66E-04,,,
6002,100.03333,4.67E-04,,,
6003,100.05,8.26E-04,,,
6004,100.06667,2.06E-04,,,
6005,100.08333,7.43E-04,,,
6006,100.1,6.61E-04,,,
6007,100.11667,2.06E-04,,,
6008,100.13333,-2.01E-04,,,
6009,100.15,1.65E-04,,,
6010,100.16667,2.92E-04,,,
6011,100.18333,3.82E-04,,,
6012,100.2,8.32E-04,,,
6013,100.21667,8.26E-04,,,
6014,100.23333,0,,,
6015,100.25,9.01E-04,,,
6016,100.26667,1.91E-04,,,
6017,100.28333,2.01E-04,,,
6018,100.3,2.10E-04,,,
6019,100.31667,-1.91E-04,,,
6020,100.33333,3.61E-04,,,
6021,100.35,8.41E-04,,,
6022,100.36667,7.64E-04,,,
6023,100.38333,6.44E-04,,,
6024,100.4,5.12E-04,,,
6025,100.41667,4.83E-04,,,
6026,100.43333,-2.10E-04,,,
6027,100.45,1.80E-04,,,
6028,100.46667,5.70E-04,,,
6029,100.48333,0.00105,,,
6030,100.5,0.00101,,,
6031,100.51667,9.08E-04,,,
6032,100.53333,0,,,
6033,100.55,0,,,
6034,100.56667,-2.21E-04,,,
6035,100.58333,1.86E-04,,,
6036,100.6,9.92E-04,,,
6037,100.61667,7.53E-04,,,
6038,100.63333,-2.25E-04,,,
6039,100.65,0,,,
6040,100.66667,3.91E-04,,,
6041,100.68333,3.71E-04,,,
6042,100.7,8.76E-04,,,
6043,100.71667,0.00115,,,
6044,100.73333,8.80E-04,,,
6045,100.75,1.96E-04,,,
6046,100.76667,7.43E-04,,,
6047,100.78333,7.78E-04,,,
6048,100.8,5.57E-04,,,
6049,100.81667,0,,,
6050,100.83333,-1.86E-04,,,
6051,100.85,9.47E-04,,,
6052,100.86667,5.28E-04,,,
6053,100.88333,7.04E-04,,,
6054,100.9,2.06E-04,,,
6055,100.91667,6.22E-04,,,
6056,100.93333,-4.12E-04,,,
6057,100.95,6.02E-04,,,
6058,100.96667,0,,,
6059,100.98333,2.10E-04,,,
6060,101,0,,,
6061,101.01667,8.05E-04,,,
6062,101.03333,9.84E-04,,,
6063,101.05,0,,,
6064,101.06667,1.71E-04,,,
6065,101.08333,3.61E-04,,,
6066,101.1,-2.01E-04,,,
6067,101.11667,8.53E-04,,,
6068,101.13333,0,,,
6069,101.15,7.21E-04,,,
6070,101.16667,5.73E-04,,,
6071,101.18333,-1.91E-04,,,
6072,101.2,3.80E-04,,,
6073,101.21667,4.83E-04,,,
6074,101.23333,4.01E-04,,,
6075,101.25,0.00111,,,
6076,101.26667,8.43E-04,,,
6077,101.28333,0,,,
6078,101.3,0,,,
6079,101.31667,0,,,
6080,101.33333,3.82E-04,,,
6081,101.35,5.41E-04,,,
6082,101.36667,0,,,
6083,101.38333,-1.95E-04,,,
6084,101.4,0,,,
6085,101.41667,-2.25E-04,,,
6086,101.43333,1.95E-04,,,
6087,101.45,1.76E-04,,,
6088,101.46667,1.65E-04,,,
6089,101.48333,5.28E-04,,,
6090,101.5,7.30E-04,,,
6091,101.51667,0,,,
6092,101.53333,4.96E-04,,,
6093,101.55,-2.16E-04,,,
6094,101.56667,0,,,
6095,101.58333,0,,,
6096,101.6,0,,,
6097,101.61667,9.34E-04,,,
6098,101.63333,3.71E-04,,,
6099,101.65,1.86E-04,,,
6100,101.66667,8.76E-04,,,
6101,101.68333,0.00104,,,
6102,101.7,8.11E-04,,,
6103,101.71667,-1.86E-04,,,
6104,101.73333,8.41E-04,,,
6105,101.75,5.41E-04,,,
6106,101.76667,0,,,
6107,101.78333,-3.91E-04,,,
6108,101.8,5.28E-04,,,
6109,101.81667,5.28E-04,,,
6110,101.83333,0,,,
6111,101.85,3.91E-04,,,
6112,101.86667,7.04E-04,,,
6113,101.88333,6.22E-04,,,
6114,101.9,0,,,
6115,101.91667,5.12E-04,,,
6116,101.93333,6.76E-04,,,
6117,101.95,1.71E-04,,,
6118,101.96667,6.31E-04,,,
6119,101.98333,3.82E-04,,,
6120,102,3.41E-04,,,
6121,102.01667,1.91E-04,,,
6122,102.03333,4.83E-04,,,
6123,102.05,1.50E-04,,,
6124,102.06667,3.22E-04,,,
6125,102.08333,0,,,
6126,102.1,6.44E-04,,,
6127,102.11667,6.83E-04,,,
6128,102.13333,0,,,
6129,102.15,6.01E-04,,,
6130,102.16667,1.81E-04,,,
6131,102.18333,5.62E-04,,,
6132,102.2,1.90E-04,,,
6133,102.21667,7.86E-04,,,
6134,102.23333,8.05E-04,,,
6135,102.25,9.95E-04,,,
6136,102.26667,6.44E-04,,,
6137,102.28333,5.73E-04,,,
6138,102.3,1.80E-04,,,
6139,102.31667,7.21E-04,,,
6140,102.33333,4.22E-04,,,
6141,102.35,7.21E-04,,,
6142,102.36667,3.41E-04,,,
6143,102.38333,2.10E-04,,,
6144,102.4,7.21E-04,,,
6145,102.41667,1.91E-04,,,
6146,102.43333,2.10E-04,,,
6147,102.45,1.80E-04,,,
6148,102.46667,1.71E-04,,,
6149,102.48333,-1.90E-04,,,
6150,102.5,2.01E-04,,,
6151,102.51667,9.01E-04,,,
6152,102.53333,6.83E-04,,,
6153,102.55,3.52E-04,,,
6154,102.56667,9.92E-04,,,
6155,102.58333,4.38E-04,,,
6156,102.6,3.31E-04,,,
6157,102.61667,2.16E-04,,,
6158,102.63333,-1.95E-04,,,
6159,102.65,5.02E-04,,,
6160,102.66667,5.79E-04,,,
6161,102.68333,3.91E-04,,,
6162,102.7,1.86E-04,,,
6163,102.71667,9.47E-04,,,
6164,102.73333,8.11E-04,,,
6165,102.75,1.76E-04,,,
6166,102.76667,1.56E-04,,,
6167,102.78333,3.71E-04,,,
6168,102.8,0,,,
6169,102.81667,5.57E-04,,,
6170,102.83333,1.66E-04,,,
6171,102.85,8.79E-04,,,
6172,102.86667,6.95E-04,,,
6173,102.88333,2.06E-04,,,
6174,102.9,4.67E-04,,,
6175,102.91667,6.95E-04,,,
6176,102.93333,7.78E-04,,,
6177,102.95,0.00117,,,
6178,102.96667,7.43E-04,,,
6179,102.98333,4.96E-04,,,
6180,103,0,,,
6181,103.01667,6.44E-04,,,
6182,103.03333,1.80E-04,,,
6183,103.05,8.05E-04,,,
6184,103.06667,0,,,
6185,103.08333,0,,,
6186,103.1,7.21E-04,,,
6187,103.11667,5.44E-04,,,
6188,103.13333,4.01E-04,,,
6189,103.15,-1.91E-04,,,
6190,103.16667,8.53E-04,,,
6191,103.18333,0,,,
6192,103.2,3.61E-04,,,
6193,103.21667,1.81E-04,,,
6194,103.23333,4.01E-04,,,
6195,103.25,-2.21E-04,,,
6196,103.26667,8.05E-04,,,
6197,103.28333,7.03E-04,,,
6198,103.3,9.01E-04,,,
6199,103.31667,-2.10E-04,,,
6200,103.33333,0,,,
6201,103.35,0,,,
6202,103.36667,9.01E-04,,,
6203,103.38333,5.12E-04,,,
6204,103.4,0.00105,,,
6205,103.41667,6.01E-04,,,
6206,103.43333,6.83E-04,,,
6207,103.45,0,,,
6208,103.46667,6.44E-04,,,
6209,103.48333,0,,,
6210,103.5,-4.23E-04,,,
6211,103.51667,0,,,
6212,103.53333,5.62E-04,,,
6213,103.55,0.00102,,,
6214,103.56667,7.78E-04,,,
6215,103.58333,1.65E-04,,,
6216,103.6,3.71E-04,,,
6217,103.61667,1.76E-04,,,
6218,103.63333,7.30E-04,,,
6219,103.65,1.86E-04,,,
6220,103.66667,0,,,
6221,103.68333,5.84E-04,,,
6222,103.7,0,,,
6223,103.71667,-1.75E-04,,,
6224,103.73333,9.47E-04,,,
6225,103.75,8.11E-04,,,
6226,103.76667,5.57E-04,,,
6227,103.78333,1.76E-04,,,
6228,103.8,9.34E-04,,,
6229,103.81667,4.67E-04,,,
6230,103.83333,9.47E-04,,,
6231,103.85,1.66E-04,,,
6232,103.86667,7.62E-04,,,
6233,103.88333,3.11E-04,,,
6234,103.9,0,,,
6235,103.91667,3.11E-04,,,
6236,103.93333,1.76E-04,,,
6237,103.95,1.95E-04,,,
6238,103.96667,6.76E-04,,,
6239,103.98333,5.89E-04,,,
6240,104,0.00116,,,
6241,104.01667,6.28E-04,,,
6242,104.03333,-2.16E-04,,,
6243,104.05,0.00105,,,
6244,104.06667,9.16E-04,,,
6245,104.08333,0.00101,,,
6246,104.1,7.74E-04,,,
6247,104.11667,0,,,
6248,104.13333,9.92E-04,,,
6249,104.15,2.01E-04,,,
6250,104.16667,6.83E-04,,,
6251,104.18333,3.00E-04,,,
6252,104.2,0,,,
6253,104.21667,1.71E-04,,,
6254,104.23333,8.07E-04,,,
6255,104.25,-2.01E-04,,,
6256,104.26667,3.82E-04,,,
6257,104.28333,8.43E-04,,,
6258,104.3,3.61E-04,,,
6259,104.31667,6.05E-04,,,
6260,104.33333,7.99E-04,,,
6261,104.35,6.01E-04,,,
6262,104.36667,5.41E-04,,,
6263,104.38333,8.05E-04,,,
6264,104.4,1.71E-04,,,
6265,104.41667,-2.01E-04,,,
6266,104.43333,7.03E-04,,,
6267,104.45,8.05E-04,,,
6268,104.46667,5.41E-04,,,
6269,104.48333,5.28E-04,,,
6270,104.5,3.31E-04,,,
6271,104.51667,3.52E-04,,,
6272,104.53333,8.79E-04,,,
6273,104.55,5.57E-04,,,
6274,104.56667,2.16E-04,,,
6275,104.58333,3.91E-04,,,
6276,104.6,-1.86E-04,,,
6277,104.61667,6.22E-04,,,
6278,104.63333,5.41E-04,,,
6279,104.65,0,,,
6280,104.66667,5.28E-04,,,
6281,104.68333,1.76E-04,,,
6282,104.7,-1.76E-04,,,
6283,104.71667,2.06E-04,,,
6284,104.73333,0,,,
6285,104.75,5.57E-04,,,
6286,104.76667,7.04E-04,,,
6287,104.78333,3.52E-04,,,
6288,104.8,3.71E-04,,,
6289,104.81667,1.95E-04,,,
6290,104.83333,1.66E-04,,,
6291,104.85,1.76E-04,,,
6292,104.86667,5.28E-04,,,
6293,104.88333,7.04E-04,,,
6294,104.9,-2.16E-04,,,
6295,104.91667,8.11E-04,,,
6296,104.93333,8.51E-04,,,
6297,104.95,1.76E-04,,,
6298,104.96667,4.09E-04,,,
6299,104.98333,2.25E-04,,,
6300,105,5.02E-04,,,
6301,105.01667,4.67E-04,,,
6302,105.03333,9.34E-04,,,
6303,105.05,5.57E-04,,,
6304,105.06667,0,,,
6305,105.08333,3.82E-04,,,
6306,105.1,3.61E-04,,,
6307,105.11667,7.78E-04,,,
6308,105.13333,-1.80E-04,,,
6309,105.15,5.12E-04,,,
6310,105.16667,3.82E-04,,,
6311,105.18333,4.01E-04,,,
6312,105.2,4.22E-04,,,
6313,105.21667,5.62E-04,,,
6314,105.23333,2.81E-04,,,
6315,105.25,5.73E-04,,,
6316,105.26667,6.44E-04,,,
6317,105.28333,1.80E-04,,,
6318,105.3,5.62E-04,,,
6319,105.31667,-2.01E-04,,,
6320,105.33333,3.41E-04,,,
6321,105.35,8.41E-04,,,
6322,105.36667,6.61E-04,,,
6323,105.38333,8.50E-04,,,
6324,105.4,7.57E-04,,,
6325,105.41667,9.01E-04,,,
6326,105.43333,0.00105,,,
6327,105.45,7.21E-04,,,
6328,105.46667,6.44E-04,,,
6329,105.48333,1.61E-04,,,
6330,105.5,0,,,
6331,105.51667,9.34E-04,,,
6332,105.53333,7.25E-04,,,
6333,105.55,7.78E-04,,,
6334,105.56667,0,,,
6335,105.58333,5.28E-04,,,
6336,105.6,3.31E-04,,,
6337,105.61667,5.28E-04,,,
6338,105.63333,1.65E-04,,,
6339,105.65,8.26E-04,,,
6340,105.66667,0.00106,,,
6341,105.68333,4.96E-04,,,
6342,105.7,5.28E-04,,,
6343,105.71667,5.28E-04,,,
6344,105.73333,1.76E-04,,,
6345,105.75,0,,,
6346,105.76667,3.71E-04,,,
6347,105.78333,5.57E-04,,,
6348,105.8,2.06E-04,,,
6349,105.81667,1.76E-04,,,
6350,105.83333,5.86E-04,,,
6351,105.85,6.61E-04,,,
6352,105.86667,7.30E-04,,,
6353,105.88333,1.76E-04,,,
6354,105.9,4.38E-04,,,
6355,105.91667,7.78E-04,,,
6356,105.93333,4.99E-04,,,
6357,105.95,1.86E-04,,,
6358,105.96667,1.61E-04,,,
6359,105.98333,6.65E-04,,,
6360,106,1.80E-04,,,
6361,106.01667,4.83E-04,,,
6362,106.03333,5.12E-04,,,
6363,106.05,3.82E-04,,,
6364,106.06667,-4.42E-04,,,
6365,106.08333,8.05E-04,,,
6366,106.1,1.61E-04,,,
6367,106.11667,3.63E-04,,,
6368,106.13333,1.71E-04,,,
6369,106.15,0.00121,,,
6370,106.16667,5.24E-04,,,
6371,106.18333,0,,,
6372,106.2,3.41E-04,,,
6373,106.21667,3.82E-04,,,
6374,106.23333,0,,,
6375,106.25,0,,,
6376,106.26667,1.71E-04,,,
6377,106.28333,2.81E-04,,,
6378,106.3,8.43E-04,,,
6379,106.31667,5.41E-04,,,
6380,106.33333,4.83E-04,,,
6381,106.35,4.51E-04,,,
6382,106.36667,3.22E-04,,,
6383,106.38333,0,,,
6384,106.4,6.44E-04,,,
6385,106.41667,3.00E-04,,,
6386,106.43333,0,,,
6387,106.45,1.71E-04,,,
6388,106.46667,3.82E-04,,,
6389,106.48333,9.01E-04,,,
6390,106.5,3.61E-04,,,
6391,106.51667,-1.71E-04,,,
6392,106.53333,4.83E-04,,,
6393,106.55,1.91E-04,,,
6394,106.56667,6.44E-04,,,
6395,106.58333,7.21E-04,,,
6396,106.6,7.51E-04,,,
6397,106.61667,1.81E-04,,,
6398,106.63333,8.05E-04,,,
6399,106.65,1.91E-04,,,
6400,106.66667,6.01E-04,,,
6401,106.68333,4.83E-04,,,
6402,106.7,1.81E-04,,,
6403,106.71667,5.28E-04,,,
6404,106.73333,1.76E-04,,,
