Time(min),Time(h),Normalized PCE,,,
30512,508.5333333,-0.00193,,,
30513,508.55,-0.00187,,,
30514,508.5666667,-6.66E-04,,,
30515,508.5833333,-0.00184,,,
30516,508.6,-6.66E-04,,,
30517,508.6166667,-7.40E-04,,,
30518,508.6333333,-8.15E-04,,,
30519,508.65,-7.40E-04,,,
30520,508.6666667,-8.15E-04,,,
30521,508.6833333,-5.92E-04,,,
30522,508.7,-0.00184,,,
30523,508.7166667,-6.66E-04,,,
30524,508.7333333,-7.40E-04,,,
30525,508.75,-5.92E-04,,,
30526,508.7666667,-7.40E-04,,,
30527,508.7833333,-5.92E-04,,,
30528,508.8,-7.40E-04,,,
30529,508.8166667,-7.40E-04,,,
30530,508.8333333,-7.40E-04,,,
30531,508.85,-7.40E-04,,,
30532,508.8666667,-8.15E-04,,,
30533,508.8833333,-7.40E-04,,,
30534,508.9,-8.15E-04,,,
30535,508.9166667,-6.66E-04,,,
30536,508.9333333,-6.66E-04,,,
30537,508.95,-7.40E-04,,,
30538,508.9666667,-7.40E-04,,,
30539,508.9833333,-5.92E-04,,,
30540,509,-7.40E-04,,,
30541,509.0166667,-8.89E-04,,,
30542,509.0333333,-6.66E-04,,,
30543,509.05,-7.40E-04,,,
30544,509.0666667,-8.15E-04,,,
30545,509.0833333,-8.15E-04,,,
30546,509.1,-0.00193,,,
30547,509.1166667,-7.40E-04,,,
30548,509.1333333,-6.66E-04,,,
30549,509.15,-6.66E-04,,,
30550,509.1666667,-8.89E-04,,,
30551,509.1833333,-0.00201,,,
30552,509.2,-7.40E-04,,,
30553,509.2166667,-8.89E-04,,,
30554,509.2333333,-8.15E-04,,,
30555,509.25,-6.66E-04,,,
30556,509.2666667,-8.15E-04,,,
30557,509.2833333,-7.40E-04,,,
30558,509.3,-7.40E-04,,,
30559,509.3166667,-8.89E-04,,,
30560,509.3333333,-9.63E-04,,,
30561,509.35,-8.15E-04,,,
30562,509.3666667,-8.15E-04,,,
30563,509.3833333,-8.15E-04,,,
30564,509.4,-8.15E-04,,,
30565,509.4166667,-8.15E-04,,,
30566,509.4333333,-7.40E-04,,,
30567,509.45,-1.29E-04,,,
30568,509.4666667,-9.63E-04,,,
30569,509.4833333,-0.00111,,,
30570,509.5,-0.00104,,,
30571,509.5166667,-1.93E-04,,,
30572,509.5333333,-9.63E-04,,,
30573,509.55,-0.00104,,,
30574,509.5666667,-0.00111,,,
30575,509.5833333,-9.63E-04,,,
30576,509.6,-9.63E-04,,,
30577,509.6166667,-0.00104,,,
30578,509.6333333,-0.00111,,,
30579,509.65,-0.00118,,,
30580,509.6666667,-0.00118,,,
30581,509.6833333,-0.00111,,,
30582,509.7,-0.00118,,,
30583,509.7166667,-0.00104,,,
30584,509.7333333,-9.63E-04,,,
30585,509.75,-0.00104,,,
30586,509.7666667,-3.86E-04,,,
30587,509.7833333,-3.22E-04,,,
30588,509.8,-3.22E-04,,,
30589,509.8166667,-3.86E-04,,,
30590,509.8333333,-9.63E-04,,,
30591,509.85,-0.00104,,,
30592,509.8666667,-0.00104,,,
30593,509.8833333,-0.00104,,,
30594,509.9,-0.00111,,,
30595,509.9166667,-0.00118,,,
30596,509.9333333,-0.00111,,,
30597,509.95,-0.00111,,,
30598,509.9666667,-4.51E-04,,,
30599,509.9833333,-0.00104,,,
30600,510,-0.00111,,,
30601,510.0166667,-3.86E-04,,,
30602,510.0333333,-0.00118,,,
30603,510.05,-3.86E-04,,,
30604,510.0666667,-3.86E-04,,,
30605,510.0833333,-5.79E-04,,,
30606,510.1,-5.15E-04,,,
30607,510.1166667,-0.00126,,,
30608,510.1333333,-0.00126,,,
30609,510.15,-0.00126,,,
30610,510.1666667,-0.00126,,,
30611,510.1833333,-4.51E-04,,,
30612,510.2,-0.00111,,,
30613,510.2166667,-4.51E-04,,,
30614,510.2333333,-4.51E-04,,,
30615,510.25,-4.51E-04,,,
30616,510.2666667,-0.00104,,,
30617,510.2833333,-0.00111,,,
30618,510.3,-4.51E-04,,,
30619,510.3166667,-0.00126,,,
30620,510.3333333,-0.00118,,,
30621,510.35,-0.00118,,,
30622,510.3666667,-0.00118,,,
30623,510.3833333,-5.79E-04,,,
30624,510.4,-0.00133,,,
30625,510.4166667,-4.51E-04,,,
30626,510.4333333,-0.00126,,,
30627,510.45,-0.00111,,,
30628,510.4666667,-6.44E-04,,,
30629,510.4833333,-0.00111,,,
30630,510.5,-0.00111,,,
30631,510.5166667,-5.79E-04,,,
30632,510.5333333,-5.15E-04,,,
30633,510.55,-0.00104,,,
30634,510.5666667,-6.44E-04,,,
30635,510.5833333,-5.15E-04,,,
30636,510.6,-0.00104,,,
30637,510.6166667,-0.00118,,,
30638,510.6333333,-0.00126,,,
30639,510.65,-5.15E-04,,,
30640,510.6666667,-5.79E-04,,,
30641,510.6833333,-0.00118,,,
30642,510.7,-0.00111,,,
30643,510.7166667,-5.15E-04,,,
30644,510.7333333,-0.00133,,,
30645,510.75,-6.44E-04,,,
30646,510.7666667,-5.15E-04,,,
30647,510.7833333,-0.00126,,,
30648,510.8,-0.00118,,,
30649,510.8166667,-0.00111,,,
30650,510.8333333,-0.00118,,,
30651,510.85,-5.15E-04,,,
30652,510.8666667,-5.15E-04,,,
30653,510.8833333,-0.00133,,,
30654,510.9,-5.79E-04,,,
30655,510.9166667,-0.00126,,,
30656,510.9333333,-5.79E-04,,,
30657,510.95,-0.00118,,,
30658,510.9666667,-5.79E-04,,,
30659,510.9833333,-5.79E-04,,,
30660,511,-3.86E-04,,,
30661,511.0166667,-6.44E-04,,,
30662,511.0333333,-0.00111,,,
30663,511.05,-0.00118,,,
30664,511.0666667,-0.00126,,,
30665,511.0833333,-6.44E-04,,,
30666,511.1,-5.15E-04,,,
30667,511.1166667,-0.00126,,,
30668,511.1333333,-6.44E-04,,,
30669,511.15,-6.44E-04,,,
30670,511.1666667,-7.08E-04,,,
30671,511.1833333,-6.44E-04,,,
30672,511.2,-0.00118,,,
30673,511.2166667,-6.44E-04,,,
30674,511.2333333,-0.00126,,,
30675,511.25,-7.73E-04,,,
30676,511.2666667,-0.00118,,,
30677,511.2833333,-6.44E-04,,,
30678,511.3,-7.08E-04,,,
30679,511.3166667,-0.00118,,,
30680,511.3333333,-6.44E-04,,,
30681,511.35,-6.44E-04,,,
30682,511.3666667,-6.44E-04,,,
30683,511.3833333,-5.79E-04,,,
30684,511.4,-6.44E-04,,,
30685,511.4166667,-0.00126,,,
30686,511.4333333,-5.79E-04,,,
30687,511.45,-0.00111,,,
30688,511.4666667,-6.44E-04,,,
30689,511.4833333,-6.44E-04,,,
30690,511.5,-6.44E-04,,,
30691,511.5166667,-6.44E-04,,,
30692,511.5333333,-6.44E-04,,,
30693,511.55,-6.44E-04,,,
30694,511.5666667,-6.44E-04,,,
30695,511.5833333,-7.73E-04,,,
30696,511.6,-7.08E-04,,,
30697,511.6166667,-6.44E-04,,,
30698,511.6333333,-6.44E-04,,,
30699,511.65,-5.15E-04,,,
30700,511.6666667,-8.37E-04,,,
30701,511.6833333,-6.44E-04,,,
30702,511.7,-0.00118,,,
30703,511.7166667,-6.44E-04,,,
30704,511.7333333,-7.08E-04,,,
30705,511.75,-7.73E-04,,,
30706,511.7666667,-0.00126,,,
30707,511.7833333,-7.73E-04,,,
30708,511.8,-6.44E-04,,,
30709,511.8166667,-6.44E-04,,,
30710,511.8333333,-7.08E-04,,,
30711,511.85,-0.00133,,,
30712,511.8666667,-6.44E-04,,,
30713,511.8833333,-6.44E-04,,,
30714,511.9,-7.08E-04,,,
30715,511.9166667,-7.08E-04,,,
30716,511.9333333,-0.00126,,,
30717,511.95,-5.79E-04,,,
30718,511.9666667,-7.73E-04,,,
30719,511.9833333,-6.44E-04,,,
30720,512,-7.73E-04,,,
30721,512.0166667,-6.44E-04,,,
30722,512.0333333,-6.44E-04,,,
30723,512.05,-7.73E-04,,,
30724,512.0666667,-7.08E-04,,,
30725,512.0833333,-7.08E-04,,,
30726,512.1,-7.73E-04,,,
30727,512.1166667,-0.00126,,,
30728,512.1333333,-0.00118,,,
30729,512.15,-6.44E-04,,,
30730,512.1666667,-2.74E-04,,,
30731,512.1833333,-8.37E-04,,,
30732,512.2,-7.08E-04,,,
30733,512.2166667,-9.77E-04,,,
30734,512.2333333,-0.00111,,,
30735,512.25,-4.72E-04,,,
30736,512.2666667,-0.00126,,,
30737,512.2833333,-7.08E-04,,,
30738,512.3,-7.73E-04,,,
30739,512.3166667,-6.44E-04,,,
30740,512.3333333,-9.62E-04,,,
30741,512.35,-7.73E-04,,,
30742,512.3666667,-7.73E-04,,,
30743,512.3833333,-4.72E-04,,,
30744,512.4,-3.22E-04,,,
30745,512.4166667,-7.73E-04,,,
30746,512.4333333,-0.00112,,,
30747,512.45,-8.93E-04,,,
30748,512.4666667,-7.08E-04,,,
30749,512.4833333,-0.00103,,,
30750,512.5,-7.08E-04,,,
30751,512.5166667,-6.96E-04,,,
30752,512.5333333,-0.0011,,,
30753,512.55,-5.31E-04,,,
30754,512.5666667,-5.31E-04,,,
30755,512.5833333,-7.08E-04,,,
30756,512.6,-0.00126,,,
30757,512.6166667,-9.07E-04,,,
30758,512.6333333,-5.90E-04,,,
30759,512.65,-5.31E-04,,,
30760,512.6666667,-5.31E-04,,,
30761,512.6833333,-0.00103,,,
30762,512.7,-4.72E-04,,,
30763,512.7166667,-0.00103,,,
30764,512.7333333,-5.31E-04,,,
30765,512.75,-5.90E-04,,,
30766,512.7666667,-0.00112,,,
30767,512.7833333,-0.00105,,,
30768,512.8,-5.90E-04,,,
30769,512.8166667,-4.72E-04,,,
30770,512.8333333,-0.00103,,,
30771,512.85,-9.62E-04,,,
30772,512.8666667,-5.90E-04,,,
30773,512.8833333,-9.77E-04,,,
30774,512.9,-6.49E-04,,,
30775,512.9166667,-5.90E-04,,,
30776,512.9333333,-9.07E-04,,,
30777,512.95,-4.13E-04,,,
30778,512.9666667,-4.72E-04,,,
30779,512.9833333,-5.31E-04,,,
30780,513,-4.72E-04,,,
30781,513.0166667,-9.77E-04,,,
30782,513.0333333,-5.90E-04,,,
30783,513.05,-5.31E-04,,,
30784,513.0666667,-0.00103,,,
30785,513.0833333,-4.13E-04,,,
30786,513.1,-4.13E-04,,,
30787,513.1166667,-7.73E-04,,,
30788,513.1333333,-5.31E-04,,,
30789,513.15,-5.31E-04,,,
30790,513.1666667,-0.0011,,,
30791,513.1833333,-5.90E-04,,,
30792,513.2,-5.90E-04,,,
30793,513.2166667,-4.13E-04,,,
30794,513.2333333,-5.31E-04,,,
30795,513.25,-4.72E-04,,,
30796,513.2666667,-0.0011,,,
30797,513.2833333,-6.49E-04,,,
30798,513.3,-0.0011,,,
30799,513.3166667,-0.00105,,,
30800,513.3333333,-5.31E-04,,,
30801,513.35,-8.37E-04,,,
30802,513.3666667,-5.90E-04,,,
30803,513.3833333,-9.07E-04,,,
30804,513.4,-5.90E-04,,,
30805,513.4166667,-0.00112,,,
30806,513.4333333,-5.31E-04,,,
30807,513.45,-9.07E-04,,,
30808,513.4666667,-4.13E-04,,,
30809,513.4833333,-0.0011,,,
30810,513.5,-9.62E-04,,,
30811,513.5166667,-0.00105,,,
30812,513.5333333,-9.62E-04,,,
30813,513.55,-9.62E-04,,,
30814,513.5666667,-5.31E-04,,,
30815,513.5833333,-5.31E-04,,,
30816,513.6,-0.0011,,,
30817,513.6166667,-9.62E-04,,,
30818,513.6333333,-5.90E-04,,,
30819,513.65,-9.77E-04,,,
30820,513.6666667,-5.90E-04,,,
30821,513.6833333,-0.0011,,,
30822,513.7,-9.07E-04,,,
30823,513.7166667,-5.90E-04,,,
30824,513.7333333,-0.00112,,,
30825,513.75,-0.0011,,,
30826,513.7666667,-5.31E-04,,,
30827,513.7833333,-9.77E-04,,,
30828,513.8,-5.31E-04,,,
30829,513.8166667,-0.0011,,,
30830,513.8333333,-4.72E-04,,,
30831,513.85,-0.00119,,,
30832,513.8666667,-0.0011,,,
30833,513.8833333,-8.93E-04,,,
30834,513.9,-4.72E-04,,,
30835,513.9166667,-5.90E-04,,,
30836,513.9333333,-5.90E-04,,,
30837,513.95,-5.31E-04,,,
30838,513.9666667,-5.31E-04,,,
30839,513.9833333,-0.0011,,,
30840,514,-5.90E-04,,,
30841,514.0166667,-4.72E-04,,,
30842,514.0333333,-9.62E-04,,,
30843,514.05,-0.00117,,,
30844,514.0666667,-0.00103,,,
30845,514.0833333,-9.62E-04,,,
30846,514.1,-9.62E-04,,,
30847,514.1166667,-0.0011,,,
30848,514.1333333,-6.49E-04,,,
30849,514.15,-9.62E-04,,,
30850,514.1666667,-5.90E-04,,,
30851,514.1833333,-0.0011,,,
30852,514.2,-5.90E-04,,,
30853,514.2166667,-3.54E-04,,,
30854,514.2333333,-5.90E-04,,,
30855,514.25,-5.90E-04,,,
30856,514.2666667,-0.00103,,,
30857,514.2833333,-0.00105,,,
30858,514.3,-6.49E-04,,,
30859,514.3166667,-4.72E-04,,,
30860,514.3333333,-0.0011,,,
30861,514.35,-6.49E-04,,,
30862,514.3666667,-0.0011,,,
30863,514.3833333,-5.90E-04,,,
30864,514.4,-5.31E-04,,,
30865,514.4166667,-5.31E-04,,,
30866,514.4333333,-8.24E-04,,,
30867,514.45,-4.72E-04,,,
30868,514.4666667,-0.0011,,,
30869,514.4833333,-5.90E-04,,,
30870,514.5,-5.90E-04,,,
30871,514.5166667,-5.31E-04,,,
30872,514.5333333,-8.24E-04,,,
30873,514.55,-8.37E-04,,,
30874,514.5666667,-7.55E-04,,,
30875,514.5833333,-9.62E-04,,,
30876,514.6,-9.62E-04,,,
30877,514.6166667,-0.00103,,,
30878,514.6333333,-7.55E-04,,,
30879,514.65,-8.24E-04,,,
30880,514.6666667,-8.93E-04,,,
30881,514.6833333,-8.93E-04,,,
30882,514.7,-0.00103,,,
30883,514.7166667,-3.54E-04,,,
30884,514.7333333,-0.00103,,,
30885,514.75,-5.31E-04,,,
30886,514.7666667,-0.00103,,,
30887,514.7833333,-0.00105,,,
30888,514.8,-4.13E-04,,,
30889,514.8166667,-8.24E-04,,,
30890,514.8333333,-3.54E-04,,,
30891,514.85,-5.31E-04,,,
30892,514.8666667,-5.31E-04,,,
30893,514.8833333,-0.00117,,,
30894,514.9,-0.00103,,,
30895,514.9166667,-0.00103,,,
30896,514.9333333,-1.37E-04,,,
30897,514.95,0,,,
30898,514.9666667,0,,,
30899,514.9833333,0,,,
30900,515,0,,,
30901,515.0166667,2.24E-04,,,
30902,515.0333333,-1.37E-04,,,
30903,515.05,0,,,
30904,515.0666667,0,,,
30905,515.0833333,1.40E-04,,,
30906,515.1,0,,,
30907,515.1166667,0,,,
30908,515.1333333,1.40E-04,,,
30909,515.15,3.67E-04,,,
30910,515.1666667,2.24E-04,,,
30911,515.1833333,5.41E-04,,,
30912,515.2,0,,,
30913,515.2166667,7.08E-04,,,
30914,515.2333333,1.61E-04,,,
30915,515.25,6.63E-04,,,
30916,515.2666667,8.05E-04,,,
30917,515.2833333,6.44E-04,,,
30918,515.3,4.81E-04,,,
30919,515.3166667,1.61E-04,,,
30920,515.3333333,5.71E-04,,,
30921,515.35,7.21E-04,,,
30922,515.3666667,6.61E-04,,,
30923,515.3833333,4.51E-04,,,
30924,515.4,4.49E-04,,,
30925,515.4166667,4.81E-04,,,
30926,515.4333333,2.81E-04,,,
30927,515.45,1.61E-04,,,
30928,515.4666667,0,,,
30929,515.4833333,4.22E-04,,,
30930,515.5,1.41E-04,,,
30931,515.5166667,6.55E-04,,,
30932,515.5333333,7.03E-04,,,
30933,515.55,7.21E-04,,,
30934,515.5666667,4.49E-04,,,
30935,515.5833333,3.91E-04,,,
30936,515.6,8.41E-04,,,
30937,515.6166667,6.06E-04,,,
30938,515.6333333,4.42E-04,,,
30939,515.65,4.51E-04,,,
30940,515.6666667,-0.00356,,,
30941,515.6833333,-0.00356,,,
30942,515.7,-0.00347,,,
30943,515.7166667,-0.00374,,,
30944,515.7333333,-0.00356,,,
30945,515.75,-0.00365,,,
30946,515.7666667,-0.00365,,,
30947,515.7833333,-0.00365,,,
30948,515.8,-0.00347,,,
30949,515.8166667,-0.00347,,,
30950,515.8333333,-0.00347,,,
30951,515.85,-0.00365,,,
30952,515.8666667,-0.00347,,,
30953,515.8833333,-0.00338,,,
30954,515.9,-0.00365,,,
30955,515.9166667,-0.00347,,,
30956,515.9333333,-0.00356,,,
30957,515.95,-0.00347,,,
30958,515.9666667,-0.00347,,,
30959,515.9833333,-0.00338,,,
30960,516,-0.00365,,,
30961,516.0166667,-0.00374,,,
30962,516.0333333,-0.00356,,,
30963,516.05,-0.00356,,,
30964,516.0666667,-0.00356,,,
30965,516.0833333,-0.00347,,,
30966,516.1,-0.00347,,,
30967,516.1166667,-0.00347,,,
30968,516.1333333,-0.00347,,,
30969,516.15,-0.00365,,,
30970,516.1666667,-0.00356,,,
30971,516.1833333,-0.00347,,,
30972,516.2,-0.00347,,,
30973,516.2166667,-0.00365,,,
30974,516.2333333,-0.00365,,,
30975,516.25,-0.00365,,,
30976,516.2666667,-0.00356,,,
30977,516.2833333,-0.00347,,,
30978,516.3,-0.00347,,,
30979,516.3166667,-0.00338,,,
30980,516.3333333,-0.00356,,,
30981,516.35,-0.00356,,,
30982,516.3666667,-0.00347,,,
30983,516.3833333,-0.00347,,,
30984,516.4,-0.00356,,,
30985,516.4166667,-0.00356,,,
30986,516.4333333,-0.00356,,,
30987,516.45,-0.00347,,,
30988,516.4666667,-0.00338,,,
30989,516.4833333,-0.00347,,,
30990,516.5,-0.00338,,,
30991,516.5166667,-0.00347,,,
30992,516.5333333,-0.00365,,,
30993,516.55,-0.00347,,,
30994,516.5666667,-0.00347,,,
30995,516.5833333,-0.00347,,,
30996,516.6,-0.00347,,,
30997,516.6166667,-0.00365,,,
30998,516.6333333,-0.00338,,,
30999,516.65,-0.00338,,,
31000,516.6666667,-0.00347,,,
31001,516.6833333,-0.00338,,,
31002,516.7,-0.00356,,,
31003,516.7166667,-0.00365,,,
31004,516.7333333,-0.00356,,,
31005,516.75,-0.00356,,,
31006,516.7666667,-0.00365,,,
31007,516.7833333,-0.00356,,,
31008,516.8,-0.00356,,,
31009,516.8166667,-0.00356,,,
31010,516.8333333,-0.00347,,,
31011,516.85,-0.00356,,,
31012,516.8666667,-0.00356,,,
31013,516.8833333,-0.00356,,,
31014,516.9,-0.00365,,,
31015,516.9166667,-0.00347,,,
31016,516.9333333,-0.00365,,,
31017,516.95,-0.00338,,,
31018,516.9666667,-0.00338,,,
31019,516.9833333,-0.00347,,,
31020,517,-0.00338,,,
31021,517.0166667,-0.00356,,,
31022,517.0333333,-0.00338,,,
31023,517.05,-0.00356,,,
31024,517.0666667,-0.00338,,,
31025,517.0833333,-0.00338,,,
31026,517.1,-0.00356,,,
31027,517.1166667,-0.00356,,,
31028,517.1333333,-0.00356,,,
31029,517.15,-0.0033,,,
31030,517.1666667,-0.00347,,,
31031,517.1833333,-0.00365,,,
31032,517.2,-0.00347,,,
31033,517.2166667,-0.00347,,,
31034,517.2333333,-0.00347,,,
31035,517.25,-0.00347,,,
31036,517.2666667,-0.00338,,,
31037,517.2833333,-0.00356,,,
31038,517.3,-0.00347,,,
31039,517.3166667,-0.00347,,,
31040,517.3333333,-0.00356,,,
31041,517.35,-0.00347,,,
31042,517.3666667,-0.00347,,,
31043,517.3833333,-0.00347,,,
31044,517.4,-0.00347,,,
31045,517.4166667,-0.00356,,,
31046,517.4333333,-0.00347,,,
31047,517.45,-0.00347,,,
31048,517.4666667,-0.00347,,,
31049,517.4833333,-0.00356,,,
31050,517.5,-0.00338,,,
31051,517.5166667,-0.00347,,,
31052,517.5333333,-0.00356,,,
31053,517.55,-0.00338,,,
31054,517.5666667,-0.00347,,,
31055,517.5833333,-0.0033,,,
31056,517.6,-0.00338,,,
31057,517.6166667,-0.00338,,,
31058,517.6333333,-0.00356,,,
31059,517.65,-0.00321,,,
31060,517.6666667,-0.00356,,,
31061,517.6833333,-0.00347,,,
31062,517.7,-0.0033,,,
31063,517.7166667,-0.00347,,,
31064,517.7333333,-0.00356,,,
31065,517.75,-0.00338,,,
31066,517.7666667,-0.00338,,,
31067,517.7833333,-0.00356,,,
31068,517.8,-0.00347,,,
31069,517.8166667,-0.00347,,,
31070,517.8333333,-0.00356,,,
31071,517.85,-0.0033,,,
31072,517.8666667,-0.00356,,,
31073,517.8833333,-0.00356,,,
31074,517.9,-0.00347,,,
31075,517.9166667,-0.00347,,,
31076,517.9333333,-0.0033,,,
31077,517.95,-0.00347,,,
31078,517.9666667,-0.00347,,,
31079,517.9833333,-0.00338,,,
31080,518,-0.00338,,,
31081,518.0166667,-0.00338,,,
31082,518.0333333,-0.0033,,,
31083,518.05,-0.00338,,,
31084,518.0666667,-0.00338,,,
31085,518.0833333,-0.00356,,,
31086,518.1,-0.00321,,,
31087,518.1166667,-0.00347,,,
31088,518.1333333,-0.00356,,,
31089,518.15,-0.00347,,,
31090,518.1666667,-0.00347,,,
31091,518.1833333,-0.00338,,,
31092,518.2,-0.00338,,,
31093,518.2166667,-0.00338,,,
31094,518.2333333,-0.00347,,,
31095,518.25,-0.00356,,,
31096,518.2666667,-0.00338,,,
31097,518.2833333,-0.00356,,,
31098,518.3,-0.00347,,,
31099,518.3166667,-0.00347,,,
31100,518.3333333,-0.00338,,,
31101,518.35,-0.00338,,,
31102,518.3666667,-0.00347,,,
31103,518.3833333,-0.00356,,,
31104,518.4,-0.00347,,,
31105,518.4166667,-0.00312,,,
31106,518.4333333,-0.00347,,,
31107,518.45,-0.00338,,,
31108,518.4666667,-0.00347,,,
31109,518.4833333,-0.00338,,,
31110,518.5,-0.0033,,,
31111,518.5166667,-0.00338,,,
31112,518.5333333,-0.00338,,,
31113,518.55,-0.00347,,,
31114,518.5666667,-0.00338,,,
31115,518.5833333,-0.0033,,,
31116,518.6,-0.00356,,,
31117,518.6166667,-0.0033,,,
31118,518.6333333,-0.00338,,,
31119,518.65,-0.00338,,,
31120,518.6666667,-0.00338,,,
31121,518.6833333,-0.00347,,,
31122,518.7,-0.00347,,,
31123,518.7166667,-0.00347,,,
31124,518.7333333,-0.00347,,,
31125,518.75,-0.00338,,,
31126,518.7666667,-0.00356,,,
31127,518.7833333,-0.00356,,,
31128,518.8,-0.00338,,,
31129,518.8166667,-0.00356,,,
31130,518.8333333,-0.00347,,,
31131,518.85,-0.00347,,,
31132,518.8666667,-0.00338,,,
31133,518.8833333,-0.00338,,,
31134,518.9,-0.00347,,,
31135,518.9166667,-0.0033,,,
31136,518.9333333,-0.00347,,,
31137,518.95,-0.00347,,,
31138,518.9666667,-0.0033,,,
31139,518.9833333,-0.00347,,,
31140,519,-0.00347,,,
31141,519.0166667,-0.00338,,,
31142,519.0333333,-0.00356,,,
31143,519.05,-0.00347,,,
31144,519.0666667,-0.00321,,,
31145,519.0833333,-0.00321,,,
31146,519.1,-0.00347,,,
31147,519.1166667,-0.00356,,,
31148,519.1333333,-0.00338,,,
31149,519.15,-0.00338,,,
31150,519.1666667,-0.00338,,,
31151,519.1833333,-0.00347,,,
31152,519.2,-0.00338,,,
31153,519.2166667,-0.00338,,,
31154,519.2333333,-0.0033,,,
31155,519.25,-0.00347,,,
31156,519.2666667,-0.00347,,,
31157,519.2833333,-0.00338,,,
31158,519.3,-0.00347,,,
31159,519.3166667,-0.00338,,,
31160,519.3333333,-0.00338,,,
31161,519.35,-0.0033,,,
31162,519.3666667,-0.00338,,,
31163,519.3833333,-0.00338,,,
31164,519.4,-0.00338,,,
31165,519.4166667,-0.00347,,,
31166,519.4333333,-0.00338,,,
31167,519.45,-0.00347,,,
31168,519.4666667,-0.00347,,,
31169,519.4833333,-0.00338,,,
31170,519.5,-0.00338,,,
31171,519.5166667,-0.00321,,,
31172,519.5333333,-0.0033,,,
31173,519.55,-0.00338,,,
31174,519.5666667,-0.00321,,,
31175,519.5833333,-0.00338,,,
31176,519.6,-0.00347,,,
31177,519.6166667,-0.00338,,,
31178,519.6333333,-0.0033,,,
31179,519.65,-0.00356,,,
31180,519.6666667,-0.00347,,,
31181,519.6833333,-0.00347,,,
31182,519.7,-0.00356,,,
31183,519.7166667,-0.00338,,,
31184,519.7333333,-0.0033,,,
31185,519.75,-0.00347,,,
31186,519.7666667,-0.0033,,,
31187,519.7833333,-0.00356,,,
31188,519.8,-0.00151,,,
31189,519.8166667,-0.00159,,,
31190,519.8333333,-0.00159,,,
31191,519.85,-0.00159,,,
31192,519.8666667,-0.00142,,,
31193,519.8833333,-0.0017,,,
31194,519.9,-0.00161,,,
31195,519.9166667,-0.00142,,,
31196,519.9333333,-0.00338,,,
31197,519.95,-0.00151,,,
31198,519.9666667,-0.00159,,,
31199,519.9833333,-0.00338,,,
31200,520,-0.00159,,,
31201,520.0166667,-0.00338,,,
31202,520.0333333,-0.00338,,,
31203,520.05,-0.00338,,,
31204,520.0666667,-0.00321,,,
31205,520.0833333,-0.00347,,,
31206,520.1,-0.00151,,,
31207,520.1166667,-0.0033,,,
31208,520.1333333,-0.00176,,,
31209,520.15,-0.00338,,,
31210,520.1666667,-0.0033,,,
31211,520.1833333,-0.00312,,,
31212,520.2,-0.00151,,,
31213,520.2166667,-0.0033,,,
31214,520.2333333,-0.00356,,,
31215,520.25,-0.00321,,,
31216,520.2666667,-0.00312,,,
31217,520.2833333,-0.00338,,,
31218,520.3,-0.00159,,,
31219,520.3166667,-0.00338,,,
31220,520.3333333,-0.00321,,,
31221,520.35,-0.0033,,,
31222,520.3666667,-0.00338,,,
31223,520.3833333,-0.00321,,,
31224,520.4,-0.00338,,,
31225,520.4166667,-0.00347,,,
31226,520.4333333,-0.00312,,,
31227,520.45,-0.00338,,,
31228,520.4666667,-0.0033,,,
31229,520.4833333,-0.0033,,,
31230,520.5,-0.0033,,,
31231,520.5166667,-0.00338,,,
31232,520.5333333,-0.00347,,,
31233,520.55,-0.00321,,,
31234,520.5666667,-0.00312,,,
31235,520.5833333,-0.0033,,,
31236,520.6,-0.00347,,,
31237,520.6166667,-0.00159,,,
31238,520.6333333,-0.00159,,,
31239,520.65,-0.0033,,,
31240,520.6666667,-0.00321,,,
31241,520.6833333,-0.00312,,,
31242,520.7,-7.94E-05,,,
31243,520.7166667,-0.00167,,,
31244,520.7333333,-0.00159,,,
31245,520.75,-1.59E-04,,,
31246,520.7666667,0,,,
31247,520.7833333,7.94E-05,,,
31248,520.8,0,,,
31249,520.8166667,-0.00167,,,
31250,520.8333333,-7.94E-05,,,
31251,520.85,0,,,
31252,520.8666667,7.94E-05,,,
31253,520.8833333,-1.59E-04,,,
31254,520.9,-7.94E-05,,,
31255,520.9166667,-0.0017,,,
31256,520.9333333,-0.00159,,,
31257,520.95,-1.59E-04,,,
31258,520.9666667,-0.00167,,,
31259,520.9833333,-0.00167,,,
31260,521,-0.00167,,,
31261,521.0166667,-0.00176,,,
31262,521.0333333,-0.00167,,,
31263,521.05,-0.00159,,,
31264,521.0666667,-0.00151,,,
31265,521.0833333,-0.00159,,,
31266,521.1,-0.00142,,,
31267,521.1166667,-0.00159,,,
31268,521.1333333,-0.00159,,,
31269,521.15,-0.00159,,,
31270,521.1666667,-0.00151,,,
31271,521.1833333,-0.00159,,,
31272,521.2,-0.00159,,,
31273,521.2166667,5.92E-04,,,
31274,521.2333333,-0.00167,,,
31275,521.25,4.44E-04,,,
31276,521.2666667,3.70E-04,,,
31277,521.2833333,3.70E-04,,,
31278,521.3,-0.00159,,,
31279,521.3166667,-0.00176,,,
31280,521.3333333,-0.00159,,,
31281,521.35,-0.00178,,,
31282,521.3666667,-0.00159,,,
31283,521.3833333,-0.00159,,,
31284,521.4,-0.00151,,,
31285,521.4166667,2.96E-04,,,
31286,521.4333333,2.96E-04,,,
31287,521.45,-0.00184,,,
31288,521.4666667,2.96E-04,,,
