Time(min),Time(h),Normalized PCE
242,4.03333,0.77275
243,4.05,0.77045
244,4.06667,0.77086
245,4.08333,0.77001
246,4.1,0.77145
247,4.11667,0.77069
248,4.13333,0.76987
249,4.15,0.77184
250,4.16667,0.76506
251,4.18333,0.76802
252,4.2,0.76428
253,4.21667,0.76722
254,4.23333,0.76496
255,4.25,0.76603
256,4.26667,0.76201
257,4.28333,0.76552
258,4.3,0.76126
259,4.31667,0.76169
260,4.33333,0.76364
261,4.35,0.75812
262,4.36667,0.76006
263,4.38333,0.75877
264,4.4,0.75709
265,4.41667,0.75489
266,4.43333,0.75709
267,4.45,0.75512
268,4.46667,0.75512
269,4.48333,0.75316
270,4.5,0.75159
271,4.51667,0.75021
272,4.53333,0.74807
273,4.55,0.7471
274,4.56667,0.74299
275,4.58333,0.74726
276,4.6,0.7471
277,4.61667,0.73619
278,4.63333,0.74299
279,4.65,0.74516
280,4.66667,0.73331
281,4.68333,0.74321
282,4.7,0.73967
283,4.71667,0.74029
284,4.73333,0.7394
285,4.75,0.73348
286,4.76667,0.7364
287,4.78333,0.74107
288,4.8,0.73627
289,4.81667,0.73841
290,4.83333,0.73738
291,4.85,0.73523
292,4.86667,0.73349
293,4.88333,0.73543
294,4.9,0.73016
295,4.91667,0.72984
296,4.93333,0.71875
297,4.95,0.69957
298,4.96667,0.66075
299,4.98333,0.65814
300,5,0.71836
301,5.01667,0.71694
302,5.03333,0.72464
303,5.05,0.72665
304,5.06667,0.73042
305,5.08333,0.72668
306,5.1,0.7208
307,5.11667,0.7174
308,5.13333,0.71887
309,5.15,0.72514
310,5.16667,0.72299
311,5.18333,0.72024
312,5.2,0.7204
313,5.21667,0.71654
314,5.23333,0.71654
315,5.25,0.72234
316,5.26667,0.72122
317,5.28333,0.71685
318,5.3,0.72071
319,5.31667,0.71829
320,5.33333,0.71309
321,5.35,0.70975
322,5.36667,0.70165
323,5.38333,0.70925
324,5.4,0.71166
325,5.41667,0.715
326,5.43333,0.715
327,5.45,0.70819
328,5.46667,0.70482
329,5.48333,0.70819
330,5.5,0.71224
331,5.51667,0.71088
332,5.53333,0.70743
333,5.55,0.70251
334,5.56667,0.69385
335,5.58333,0.69017
336,5.6,0.70333
337,5.61667,0.70449
338,5.63333,0.69499
339,5.65,0.69974
340,5.66667,0.70236
341,5.68333,0.703
342,5.7,0.70722
343,5.71667,0.70624
344,5.73333,0.7099
345,5.75,0.70624
346,5.76667,0.70743
347,5.78333,0.70816
348,5.8,0.70914
349,5.81667,0.70695
350,5.83333,0.70752
351,5.85,0.70687
352,5.86667,0.7059
353,5.88333,0.70473
354,5.9,0.70321
355,5.91667,0.70473
356,5.93333,0.70654
357,5.95,0.70203
358,5.96667,0.70164
359,5.98333,0.70333
360,6,0.70203
361,6.01667,0.70263
362,6.03333,0.70361
363,6.05,0.7043
364,6.06667,0.70236
365,6.08333,0.70105
366,6.1,0.69913
367,6.11667,0.6981
368,6.13333,0.69908
369,6.15,0.69623
370,6.16667,0.69774
371,6.18333,0.69816
372,6.2,0.69623
373,6.21667,0.69493
374,6.23333,0.69417
375,6.25,0.69938
376,6.26667,0.69332
377,6.28333,0.69652
378,6.3,0.69417
379,6.31667,0.69382
380,6.33333,0.69749
381,6.35,0.69121
382,6.36667,0.69262
383,6.38333,0.69262
384,6.4,0.68943
385,6.41667,0.69068
386,6.43333,0.68943
387,6.45,0.69457
388,6.46667,0.69068
389,6.48333,0.69023
390,6.5,0.68971
391,6.51667,0.68874
392,6.53333,0.68807
393,6.55,0.68776
394,6.56667,0.68744
395,6.58333,0.6863
396,6.6,0.68874
397,6.61667,0.68366
398,6.63333,0.68387
399,6.65,0.6863
400,6.66667,0.68358
401,6.68333,0.68484
402,6.7,0.68148
403,6.71667,0.68519
404,6.73333,0.68167
405,6.75,0.68173
406,6.76667,0.6829
407,6.78333,0.68095
408,6.8,0.6811
409,6.81667,0.68038
410,6.83333,0.68237
411,6.85,0.68145
412,6.86667,0.67845
413,6.88333,0.67843
414,6.9,0.67998
415,6.91667,0.67621
416,6.93333,0.6767
417,6.95,0.67706
418,6.96667,0.67496
419,6.98333,0.67803
420,7,0.67512
421,7.01667,0.67312
422,7.03333,0.67475
423,7.05,0.67512
424,7.06667,0.67512
425,7.08333,0.67653
426,7.1,0.67253
427,7.11667,0.67512
428,7.13333,0.6722
429,7.15,0.67171
430,7.16667,0.67268
431,7.18333,0.67123
432,7.2,0.67025
433,7.21667,0.66959
434,7.23333,0.67057
435,7.25,0.66762
436,7.26667,0.6686
437,7.28333,0.6686
438,7.3,0.66939
439,7.31667,0.66959
440,7.33333,0.66959
441,7.35,0.66636
442,7.36667,0.66565
443,7.38333,0.66565
444,7.4,0.66802
445,7.41667,0.66838
446,7.43333,0.66322
447,7.45,0.66676
448,7.46667,0.66344
449,7.48333,0.66636
450,7.5,0.66344
451,7.51667,0.66787
452,7.53333,0.66306
453,7.55,0.6615
454,7.56667,0.66418
455,7.58333,0.6615
456,7.6,0.65975
457,7.61667,0.66129
458,7.63333,0.66247
459,7.65,0.65981
460,7.66667,0.66053
461,7.68333,0.66053
462,7.7,0.6615
463,7.71667,0.65877
464,7.73333,0.65955
465,7.75,0.66113
466,7.76667,0.65779
467,7.78333,0.65877
468,7.8,0.65553
469,7.81667,0.65969
470,7.83333,0.65858
471,7.85,0.65761
472,7.86667,0.65484
473,7.88333,0.65553
474,7.9,0.65469
475,7.91667,0.65385
476,7.93333,0.65566
477,7.95,0.65274
478,7.96667,0.65371
479,7.98333,0.65484
480,8,0.65168
481,8.01667,0.65177
482,8.03333,0.65371
483,8.05,0.65177
484,8.06667,0.6509
485,8.08333,0.65371
486,8.1,0.65079
487,8.11667,0.65189
488,8.13333,0.64983
489,8.15,0.64983
490,8.16667,0.64983
491,8.18333,0.64796
492,8.2,0.64796
493,8.21667,0.64992
494,8.23333,0.64788
495,8.25,0.64788
496,8.26667,0.64691
497,8.28333,0.64783
498,8.3,0.64983
499,8.31667,0.64885
500,8.33333,0.645
501,8.35,0.64489
502,8.36667,0.64402
503,8.38333,0.64496
504,8.4,0.6467
505,8.41667,0.645
506,8.43333,0.64573
507,8.45,0.64691
508,8.46667,0.645
509,8.48333,0.64593
510,8.5,0.64301
511,8.51667,0.64107
512,8.53333,0.64303
513,8.55,0.64015
514,8.56667,0.64107
515,8.58333,0.64304
516,8.6,0.63911
517,8.61667,0.63911
518,8.63333,0.64009
519,8.65,0.63986
520,8.66667,0.64107
521,8.68333,0.63902
522,8.7,0.63991
523,8.71667,0.63804
524,8.73333,0.63815
525,8.75,0.63718
526,8.76667,0.63615
527,8.78333,0.63609
528,8.8,0.63725
529,8.81667,0.63621
530,8.83333,0.63699
531,8.85,0.6367
532,8.86667,0.63517
533,8.88333,0.63426
534,8.9,0.63611
535,8.91667,0.63523
536,8.93333,0.63315
537,8.95,0.63511
538,8.96667,0.63222
539,8.98333,0.63322
540,9,0.63329
541,9.01667,0.63054
542,9.03333,0.63222
543,9.05,0.63037
544,9.06667,0.63231
545,9.08333,0.63246
546,9.1,0.63419
547,9.11667,0.63226
548,9.13333,0.62939
549,9.15,0.62842
550,9.16667,0.63124
551,9.18333,0.63134
552,9.2,0.63037
553,9.21667,0.6273
554,9.23333,0.62745
555,9.25,0.62841
556,9.26667,0.63048
557,9.28333,0.62745
558,9.3,0.62661
559,9.31667,0.62564
560,9.33333,0.62661
561,9.35,0.62661
562,9.36667,0.62745
563,9.38333,0.62534
564,9.4,0.6263
565,9.41667,0.6263
566,9.43333,0.62467
567,9.45,0.62557
568,9.46667,0.62434
569,9.48333,0.62366
570,9.5,0.62532
571,9.51667,0.62211
572,9.53333,0.6263
573,9.55,0.62238
574,9.56667,0.62467
575,9.58333,0.62238
576,9.6,0.62371
577,9.61667,0.62274
578,9.63333,0.62081
579,9.65,0.61815
580,9.66667,0.62081
581,9.68333,0.61984
582,9.7,0.61984
583,9.71667,0.62079
584,9.73333,0.62081
585,9.75,0.62067
586,9.76667,0.61984
587,9.78333,0.6179
588,9.8,0.62079
589,9.81667,0.62175
590,9.83333,0.61749
591,9.85,0.6179
592,9.86667,0.61694
593,9.88333,0.61651
594,9.9,0.62043
595,9.91667,0.61887
596,9.93333,0.61792
597,9.95,0.61651
598,9.96667,0.6179
599,9.98333,0.61597
600,10,0.61553
601,10.01667,0.61694
602,10.03333,0.61601
603,10.05,0.61553
604,10.06667,0.61506
605,10.08333,0.61403
606,10.1,0.61601
607,10.11667,0.61403
608,10.13333,0.61383
609,10.15,0.6121
610,10.16667,0.6126
611,10.18333,0.61162
612,10.2,0.61113
613,10.21667,0.6126
614,10.23333,0.6141
615,10.25,0.6121
616,10.26667,0.61162
617,10.28333,0.61017
618,10.3,0.61218
619,10.31667,0.61218
620,10.33333,0.61017
621,10.35,0.61218
622,10.36667,0.60966
623,10.38333,0.6121
624,10.4,0.61218
625,10.41667,0.61117
626,10.43333,0.6121
627,10.45,0.6092
628,10.46667,0.60836
629,10.48333,0.60726
630,10.5,0.60771
631,10.51667,0.6074
632,10.53333,0.60726
633,10.55,0.6063
634,10.56667,0.60771
635,10.58333,0.60966
636,10.6,0.60628
637,10.61667,0.6074
638,10.63333,0.60644
639,10.65,0.61027
640,10.66667,0.60436
641,10.68333,0.60673
642,10.7,0.60673
643,10.71667,0.60533
644,10.73333,0.60575
645,10.75,0.60436
646,10.76667,0.60453
647,10.78333,0.60453
648,10.8,0.60358
649,10.81667,0.60453
650,10.83333,0.60529
651,10.85,0.6034
652,10.86667,0.60233
653,10.88333,0.60358
654,10.9,0.60243
655,10.91667,0.60266
656,10.93333,0.60332
657,10.95,0.60358
658,10.96667,0.60458
659,10.98333,0.60406
660,11,0.60243
661,11.01667,0.60262
662,11.03333,0.6005
663,11.05,0.60262
664,11.06667,0.60436
665,11.08333,0.60166
666,11.1,0.60166
667,11.11667,0.6005
668,11.13333,0.60281
669,11.15,0.60086
670,11.16667,0.60071
671,11.18333,0.60183
672,11.2,0.59975
673,11.21667,0.60146
674,11.23333,0.5989
675,11.25,0.60166
676,11.26667,0.60166
677,11.28333,0.59793
678,11.3,0.6005
679,11.31667,0.59856
680,11.33333,0.60146
681,11.35,0.59856
682,11.36667,0.59592
683,11.38333,0.59784
684,11.4,0.5976
685,11.41667,0.59592
686,11.43333,0.59592
687,11.45,0.59784
688,11.46667,0.59688
689,11.48333,0.59663
690,11.5,0.59566
691,11.51667,0.59688
692,11.53333,0.5976
693,11.55,0.59566
694,11.56667,0.59566
695,11.58333,0.59566
696,11.6,0.59526
697,11.61667,0.59469
698,11.63333,0.59509
699,11.65,0.59497
700,11.66667,0.59305
701,11.68333,0.59401
702,11.7,0.59469
703,11.71667,0.59469
704,11.73333,0.59303
705,11.75,0.59247
706,11.76667,0.59497
707,11.78333,0.59401
708,11.8,0.59401
709,11.81667,0.59373
710,11.83333,0.59373
711,11.85,0.59276
712,11.86667,0.59225
713,11.88333,0.59276
714,11.9,0.59497
715,11.91667,0.59373
716,11.93333,0.59305
717,11.95,0.5921
718,11.96667,0.59179
719,11.98333,0.5921
720,12,0.59131
721,12.01667,0.58986
722,12.03333,0.59373
723,12.05,0.58986
724,12.06667,0.59009
725,12.08333,0.58793
726,12.1,0.59083
727,12.11667,0.58889
728,12.13333,0.59018
729,12.15,0.59018
730,12.16667,0.59179
731,12.18333,0.58923
732,12.2,0.58716
733,12.21667,0.58658
734,12.23333,0.58793
735,12.25,0.58732
736,12.26667,0.58889
737,12.28333,0.58599
738,12.3,0.58889
739,12.31667,0.58923
740,12.33333,0.58889
741,12.35,0.58889
742,12.36667,0.58793
743,12.38333,0.5921
744,12.4,0.58716
745,12.41667,0.58827
746,12.43333,0.58732
747,12.45,0.58986
748,12.46667,0.58847
749,12.48333,0.58889
750,12.5,0.58696
751,12.51667,0.58986
752,12.53333,0.59107
753,12.55,0.58911
754,12.56667,0.59114
755,12.58333,0.58889
756,12.6,0.58847
757,12.61667,0.58923
758,12.63333,0.58889
759,12.65,0.58793
760,12.66667,0.58696
761,12.68333,0.58923
762,12.7,0.58658
763,12.71667,0.58793
764,12.73333,0.58814
765,12.75,0.58889
766,12.76667,0.58732
767,12.78333,0.59018
768,12.8,0.58793
769,12.81667,0.58636
770,12.83333,0.58658
771,12.85,0.58889
772,12.86667,0.58889
773,12.88333,0.58911
774,12.9,0.58923
775,12.91667,0.58658
776,12.93333,0.58716
777,12.95,0.58646
778,12.96667,0.58793
779,12.98333,0.58696
780,13,0.58827
781,13.01667,0.58793
782,13.03333,0.58827
783,13.05,0.58732
784,13.06667,0.58586
785,13.08333,0.58563
786,13.1,0.58732
787,13.11667,0.58636
788,13.13333,0.58696
789,13.15,0.58397
790,13.16667,0.58696
791,13.18333,0.58618
792,13.2,0.58732
793,13.21667,0.58565
794,13.23333,0.58636
795,13.25,0.58563
796,13.26667,0.58618
797,13.28333,0.58563
798,13.3,0.58309
799,13.31667,0.58716
800,13.33333,0.5852
801,13.35,0.58703
802,13.36667,0.58468
803,13.38333,0.58793
804,13.4,0.58367
805,13.41667,0.58502
806,13.43333,0.58502
807,13.45,0.5844
808,13.46667,0.58632
809,13.48333,0.58562
810,13.5,0.58318
811,13.51667,0.58562
812,13.53333,0.58406
813,13.55,0.58502
814,13.56667,0.58253
815,13.58333,0.58536
816,13.6,0.5827
817,13.61667,0.5851
818,13.63333,0.58344
819,13.65,0.58367
820,13.66667,0.58406
821,13.68333,0.5827
822,13.7,0.58444
823,13.71667,0.5827
824,13.73333,0.58606
825,13.75,0.5851
826,13.76667,0.58606
827,13.78333,0.58659
828,13.8,0.58125
829,13.81667,0.58486
830,13.83333,0.5866
831,13.85,0.58464
832,13.86667,0.58464
833,13.88333,0.58375
834,13.9,0.58375
835,13.91667,0.58367
836,13.93333,0.58375
837,13.95,0.5827
838,13.96667,0.5847
839,13.98333,0.58248
840,14,0.5827
841,14.01667,0.5827
842,14.03333,0.58248
843,14.05,0.58185
844,14.06667,0.58375
845,14.08333,0.58375
846,14.1,0.58185
847,14.11667,0.58248
848,14.13333,0.5828
849,14.15,0.58414
850,14.16667,0.58536
851,14.18333,0.58109
852,14.2,0.58185
853,14.21667,0.58309
854,14.23333,0.5844
855,14.25,0.58414
856,14.26667,0.58406
857,14.28333,0.58156
858,14.3,0.5828
859,14.31667,0.58324
860,14.33333,0.58318
861,14.35,0.58309
862,14.36667,0.58248
863,14.38333,0.58173
864,14.4,0.58573
865,14.41667,0.58536
866,14.43333,0.5828
867,14.45,0.5847
868,14.46667,0.58109
869,14.48333,0.5827
870,14.5,0.58344
871,14.51667,0.58152
872,14.53333,0.58248
873,14.55,0.58318
874,14.56667,0.58414
875,14.58333,0.58344
876,14.6,0.58248
877,14.61667,0.58318
878,14.63333,0.5828
879,14.65,0.58344
880,14.66667,0.58248
881,14.68333,0.58344
882,14.7,0.5851
883,14.71667,0.58414
884,14.73333,0.58226
885,14.75,0.58212
886,14.76667,0.5828
887,14.78333,0.58349
888,14.8,0.58156
889,14.81667,0.58279
890,14.83333,0.58016
891,14.85,0.58185
892,14.86667,0.58212
893,14.88333,0.58129
894,14.9,0.58055
895,14.91667,0.57921
896,14.93333,0.58185
897,14.95,0.5787
898,14.96667,0.58029
899,14.98333,0.57966
900,15,0.57881
901,15.01667,0.579
902,15.03333,0.57617
903,15.05,0.57424
904,15.06667,0.56998
905,15.08333,0.56104
906,15.1,0.44529
907,15.11667,0.56605
908,15.13333,0.57357
909,15.15,0.57424
910,15.16667,0.57139
911,15.18333,0.57263
912,15.2,0.57185
913,15.21667,0.57263
914,15.23333,0.56793
915,15.25,0.56196
916,15.26667,0.55553
917,15.28333,0.54921
918,15.3,0.49401
919,15.31667,0.52701
920,15.33333,0.55101
921,15.35,0.56012
922,15.36667,0.57234
923,15.38333,0.57639
924,15.4,0.57767
925,15.41667,0.57837
926,15.43333,0.58055
927,15.45,0.58055
928,15.46667,0.579
929,15.48333,0.58248
930,15.5,0.5811
931,15.51667,0.579
932,15.53333,0.57959
933,15.55,0.57921
934,15.56667,0.57933
935,15.58333,0.57805
936,15.6,0.57784
937,15.61667,0.57615
938,15.63333,0.57492
939,15.65,0.57519
940,15.66667,0.57424
941,15.68333,0.57329
942,15.7,0.57075
943,15.71667,0.56981
944,15.73333,0.56323
945,15.75,0.55002
946,15.76667,0.50784
947,15.78333,0.53831
948,15.8,0.55737
949,15.81667,0.5693
950,15.83333,0.57546
951,15.85,0.57805
952,15.86667,0.57944
953,15.88333,0.57978
954,15.9,0.579
955,15.91667,0.58125
956,15.93333,0.58055
957,15.95,0.58185
958,15.96667,0.5828
959,15.98333,0.58799
960,16,0.58565
961,16.01667,0.58468
962,16.03333,0.58464
963,16.05,0.58344
964,16.06667,0.58375
965,16.08333,0.58606
966,16.1,0.58464
967,16.11667,0.58318
968,16.13333,0.5844
969,16.15,0.58248
970,16.16667,0.58392
971,16.18333,0.58208
972,16.2,0.58414
973,16.21667,0.58486
974,16.23333,0.5828
975,16.25,0.58367
976,16.26667,0.58367
977,16.28333,0.58152
978,16.3,0.5851
979,16.31667,0.58248
980,16.33333,0.58204
981,16.35,0.58392
982,16.36667,0.58486
983,16.38333,0.58248
984,16.4,0.5809
985,16.41667,0.58055
986,16.43333,0.5809
987,16.45,0.58029
988,16.46667,0.58055
989,16.48333,0.57995
990,16.5,0.57575
991,16.51667,0.5719
992,16.53333,0.56835
993,16.55,0.55604
994,16.56667,0.4906
995,16.58333,0.49487
996,16.6,0.46436
997,16.61667,0.51116
998,16.63333,0.55553
999,16.65,0.56664
1000,16.66667,0.57995
1001,16.68333,0.58414
1002,16.7,0.58632
1003,16.71667,0.58486
1004,16.73333,0.58375
1005,16.75,0.58755
1006,16.76667,0.5844
1007,16.78333,0.5828
1008,16.8,0.5847
1009,16.81667,0.58502
1010,16.83333,0.58444
1011,16.85,0.5847
1012,16.86667,0.58279
1013,16.88333,0.58349
1014,16.9,0.58279
1015,16.91667,0.58486
1016,16.93333,0.58208
1017,16.95,0.58129
1018,16.96667,0.58152
1019,16.98333,0.5828
1020,17,0.58055
1021,17.01667,0.58152
1022,17.03333,0.58185
1023,17.05,0.5809
1024,17.06667,0.5811
1025,17.08333,0.58248
1026,17.1,0.57921
1027,17.11667,0.57734
1028,17.13333,0.5771
1029,17.15,0.58016
1030,17.16667,0.57546
1031,17.18333,0.57546
1032,17.2,0.56928
1033,17.21667,0.55553
1034,17.23333,0.54847
1035,17.25,0.54818
1036,17.26667,0.53944
1037,17.28333,0.51641
1038,17.3,0.52605
1039,17.31667,0.52954
1040,17.33333,0.54921
1041,17.35,0.5691
1042,17.36667,0.5811
1043,17.38333,0.5847
1044,17.4,0.58375
1045,17.41667,0.58728
1046,17.43333,0.58464
1047,17.45,0.58851
1048,17.46667,0.5866
1049,17.48333,0.5892
1050,17.5,0.58824
1051,17.51667,0.58851
1052,17.53333,0.58768
1053,17.55,0.58851
1054,17.56667,0.58799
1055,17.58333,0.59048
1056,17.6,0.58951
1057,17.61667,0.58851
1058,17.63333,0.58768
1059,17.65,0.58799
1060,17.66667,0.58728
1061,17.68333,0.58536
1062,17.7,0.58565
1063,17.71667,0.5844
1064,17.73333,0.58375
1065,17.75,0.58158
1066,17.76667,0.5827
1067,17.78333,0.58185
1068,17.8,0.58185
1069,17.81667,0.57959
1070,17.83333,0.58185
1071,17.85,0.57615
1072,17.86667,0.57234
1073,17.88333,0.56463
1074,17.9,0.43288
1075,17.91667,0.55382
1076,17.93333,0.56723
1077,17.95,0.57139
1078,17.96667,0.57828
1079,17.98333,0.5828
1080,18,0.58862
1081,18.01667,0.58732
1082,18.03333,0.58755
1083,18.05,0.58732
1084,18.06667,0.58599
1085,18.08333,0.58696
1086,18.1,0.58941
1087,18.11667,0.58728
1088,18.13333,0.58847
1089,18.15,0.58799
1090,18.16667,0.58768
1091,18.18333,0.58732
1092,18.2,0.58632
1093,18.21667,0.58732
1094,18.23333,0.58565
1095,18.25,0.58349
1096,18.26667,0.58444
1097,18.28333,0.58397
1098,18.3,0.58565
1099,18.31667,0.58486
1100,18.33333,0.58486
1101,18.35,0.58375
1102,18.36667,0.58125
1103,18.38333,0.5783
1104,18.4,0.57775
1105,18.41667,0.57234
1106,18.43333,0.5663
1107,18.45,0.56649
1108,18.46667,0.56379
1109,18.48333,0.5592
1110,18.5,0.54308
1111,18.51667,0.52131
1112,18.53333,0.52701
1113,18.55,0.56511
1114,18.56667,0.56023
1115,18.58333,0.53687
1116,18.6,0.49572
1117,18.61667,0.49316
1118,18.63333,0.51043
1119,18.65,0.53233
1120,18.66667,0.54738
1121,18.68333,0.55002
1122,18.7,0.55906
1123,18.71667,0.55737
1124,18.73333,0.55652
1125,18.75,0.56366
1126,18.76667,0.57485
1127,18.78333,0.579
1128,18.8,0.5847
1129,18.81667,0.5866
1130,18.83333,0.58768
1131,18.85,0.58956
1132,18.86667,0.59114
1133,18.88333,0.59114
1134,18.9,0.58992
1135,18.91667,0.58923
1136,18.93333,0.59058
1137,18.95,0.59059
1138,18.96667,0.59009
1139,18.98333,0.59184
1140,19,0.5932
1141,19.01667,0.59179
1142,19.03333,0.5928
1143,19.05,0.59146
1144,19.06667,0.59305
1145,19.08333,0.58963
1146,19.1,0.59326
1147,19.11667,0.59018
1148,19.13333,0.59184
1149,19.15,0.5892
1150,19.16667,0.58951
1151,19.18333,0.58768
1152,19.2,0.58599
1153,19.21667,0.58686
1154,19.23333,0.58768
1155,19.25,0.58392
1156,19.26667,0.58375
1157,19.28333,0.58016
1158,19.3,0.57995
1159,19.31667,0.58124
1160,19.33333,0.58375
1161,19.35,0.5811
1162,19.36667,0.58135
1163,19.38333,0.5771
1164,19.4,0.57734
1165,19.41667,0.57357
1166,19.43333,0.56643
1167,19.45,0.55257
1168,19.46667,0.47347
1169,19.48333,0.47175
1170,19.5,0.49465
1171,19.51667,0.51563
1172,19.53333,0.53125
1173,19.55,0.54118
1174,19.56667,0.56379
1175,19.58333,0.57383
1176,19.6,0.57828
1177,19.61667,0.58185
1178,19.63333,0.5809
1179,19.65,0.58312
1180,19.66667,0.58658
1181,19.68333,0.5905
1182,19.7,0.58851
1183,19.71667,0.59246
1184,19.73333,0.59473
1185,19.75,0.59342
