Time(min),Time(h),Normalized PCE
4682,78.03333,0.11565
4683,78.05,0.11659
4684,78.06667,0.11565
4685,78.08333,0.11659
4686,78.1,0.11723
4687,78.11667,0.11725
4688,78.13333,0.11593
4689,78.15,0.11565
4690,78.16667,0.11604
4691,78.18333,0.11202
4692,78.2,0.11626
4693,78.21667,0.11691
4694,78.23333,0.11613
4695,78.25,0.11545
4696,78.26667,0.11613
4697,78.28333,0.11419
4698,78.3,0.11659
4699,78.31667,0.11565
4700,78.33333,0.11526
4701,78.35,0.11691
4702,78.36667,0.11496
4703,78.38333,0.11496
4704,78.4,0.11347
4705,78.41667,0.11537
4706,78.43333,0.11496
4707,78.45,0.11282
4708,78.46667,0.1169
4709,78.48333,0.11745
4710,78.5,0.11625
4711,78.51667,0.1169
4712,78.53333,0.11466
4713,78.55,0.11523
4714,78.56667,0.11524
4715,78.58333,0.11524
4716,78.6,0.11435
4717,78.61667,0.11625
4718,78.63333,0.11617
4719,78.65,0.11524
4720,78.66667,0.11433
4721,78.68333,0.11617
4722,78.7,0.11487
4723,78.71667,0.11721
4724,78.73333,0.11503
4725,78.75,0.11556
4726,78.76667,0.11624
4727,78.78333,0.1169
4728,78.8,0.11828
4729,78.81667,0.11774
4730,78.83333,0.11724
4731,78.85,0.11885
4732,78.86667,0.1184
4733,78.88333,0.11692
4734,78.9,0.11783
4735,78.91667,0.11906
4736,78.93333,0.11972
4737,78.95,0.11977
4738,78.96667,0.11941
4739,78.98333,0.12131
4740,79,0.1209
4741,79.01667,0.12074
4742,79.03333,0.12069
4743,79.05,0.1209
4744,79.06667,0.12257
4745,79.08333,0.1219
4746,79.1,0.12103
4747,79.11667,0.12171
4748,79.13333,0.12339
4749,79.15,0.12267
4750,79.16667,0.12267
4751,79.18333,0.12239
4752,79.2,0.12301
4753,79.21667,0.12437
4754,79.23333,0.12373
4755,79.25,0.12498
4756,79.26667,0.12498
4757,79.28333,0.12415
4758,79.3,0.12541
4759,79.31667,0.12629
4760,79.33333,0.12274
4761,79.35,0.12694
4762,79.36667,0.12564
4763,79.38333,0.12541
4764,79.4,0.12376
4765,79.41667,0.12495
4766,79.43333,0.12513
4767,79.45,0.12636
4768,79.46667,0.12513
4769,79.48333,0.12694
4770,79.5,0.12532
4771,79.51667,0.12763
4772,79.53333,0.12592
4773,79.55,0.12599
4774,79.56667,0.12608
4775,79.58333,0.12475
4776,79.6,0.12599
4777,79.61667,0.12671
4778,79.63333,0.12629
4779,79.65,0.12541
4780,79.66667,0.12541
4781,79.68333,0.12599
4782,79.7,0.12529
4783,79.71667,0.12428
4784,79.73333,0.12345
4785,79.75,0.12345
4786,79.76667,0.11924
4787,79.78333,0.12239
4788,79.8,0.12059
4789,79.81667,0.1208
4790,79.83333,0.12235
4791,79.85,0.12227
4792,79.86667,0.12015
4793,79.88333,0.12068
4794,79.9,0.11941
4795,79.91667,0.11807
4796,79.93333,0.11685
4797,79.95,0.11624
4798,79.96667,0.1174
4799,79.98333,0.1169
4800,80,0.11363
4801,80.01667,0.11607
4802,80.03333,0.11625
4803,80.05,0.11419
4804,80.06667,0.11487
4805,80.08333,0.11292
4806,80.1,0.11282
4807,80.11667,0.11366
4808,80.13333,0.11485
4809,80.15,0.11143
4810,80.16667,0.11214
4811,80.18333,0.11314
4812,80.2,0.11365
4813,80.21667,0.11365
4814,80.23333,0.11258
4815,80.25,0.11207
4816,80.26667,0.11214
4817,80.28333,0.11005
4818,80.3,0.11058
4819,80.31667,0.11144
4820,80.33333,0.11182
4821,80.35,0.11075
4822,80.36667,0.11144
4823,80.38333,0.10942
4824,80.4,0.10935
4825,80.41667,0.10872
4826,80.43333,0.10872
4827,80.45,0.11051
4828,80.46667,0.10874
4829,80.48333,0.1104
4830,80.5,0.1104
4831,80.51667,0.10985
4832,80.53333,0.10925
4833,80.55,0.10873
4834,80.56667,0.11011
4835,80.58333,0.10925
4836,80.6,0.10791
4837,80.61667,0.10735
4838,80.63333,0.10858
4839,80.65,0.10858
4840,80.66667,0.10735
4841,80.68333,0.1083
4842,80.7,0.10739
4843,80.71667,0.10846
4844,80.73333,0.10598
4845,80.75,0.10807
4846,80.76667,0.10947
4847,80.78333,0.10788
4848,80.8,0.10657
4849,80.81667,0.1052
4850,80.83333,0.10589
4851,80.85,0.10716
4852,80.86667,0.1053
4853,80.88333,0.10657
4854,80.9,0.10598
4855,80.91667,0.10807
4856,80.93333,0.1053
4857,80.95,0.1053
4858,80.96667,0.10846
4859,80.98333,0.10465
4860,81,0.10604
4861,81.01667,0.10462
4862,81.03333,0.10604
4863,81.05,0.10604
4864,81.06667,0.10525
4865,81.08333,0.10604
4866,81.1,0.10691
4867,81.11667,0.10598
4868,81.13333,0.10656
4869,81.15,0.10592
4870,81.16667,0.10722
4871,81.18333,0.1053
4872,81.2,0.10537
4873,81.21667,0.10592
4874,81.23333,0.10658
4875,81.25,0.10678
4876,81.26667,0.10393
4877,81.28333,0.10636
4878,81.3,0.10522
4879,81.31667,0.10525
4880,81.33333,0.10387
4881,81.35,0.10393
4882,81.36667,0.10656
4883,81.38333,0.10462
4884,81.4,0.10458
4885,81.41667,0.10506
4886,81.43333,0.10469
4887,81.45,0.10551
4888,81.46667,0.10325
4889,81.48333,0.10401
4890,81.5,0.10393
4891,81.51667,0.10537
4892,81.53333,0.10266
4893,81.55,0.10387
4894,81.56667,0.10334
4895,81.58333,0.10525
4896,81.6,0.10582
4897,81.61667,0.1051
4898,81.63333,0.10506
4899,81.65,0.1034
4900,81.66667,0.1033
4901,81.68333,0.10323
4902,81.7,0.10391
4903,81.71667,0.1032
4904,81.73333,0.104
4905,81.75,0.10334
4906,81.76667,0.1051
4907,81.78333,0.10459
4908,81.8,0.10325
4909,81.81667,0.10325
4910,81.83333,0.10257
4911,81.85,0.10105
4912,81.86667,0.10456
4913,81.88333,0.10325
4914,81.9,0.10499
4915,81.91667,0.10327
4916,81.93333,0.10334
4917,81.95,0.10188
4918,81.96667,0.10334
4919,81.98333,0.10325
4920,82,0.10325
4921,82.01667,0.1012
4922,82.03333,0.10266
4923,82.05,0.10376
4924,82.06667,0.10326
4925,82.08333,0.10259
4926,82.1,0.1032
4927,82.11667,0.10362
4928,82.13333,0.10326
4929,82.15,0.10192
4930,82.16667,0.10259
4931,82.18333,0.10131
4932,82.2,0.10131
4933,82.21667,0.10299
4934,82.23333,0.10051
4935,82.25,0.10259
4936,82.26667,0.10131
4937,82.28333,0.10259
4938,82.3,0.10192
4939,82.31667,0.1012
4940,82.33333,0.10262
4941,82.35,0.10196
4942,82.36667,0.1005
4943,82.38333,0.1005
4944,82.4,0.10124
4945,82.41667,0.10036
4946,82.43333,0.0996
4947,82.45,0.10246
4948,82.46667,0.09983
4949,82.48333,0.10131
4950,82.5,0.10064
4951,82.51667,0.10131
4952,82.53333,0.09982
4953,82.55,0.10243
4954,82.56667,0.10196
4955,82.58333,0.10117
4956,82.6,0.10179
4957,82.61667,0.10059
4958,82.63333,0.09992
4959,82.65,0.10064
4960,82.66667,0.10051
4961,82.68333,0.09828
4962,82.7,0.10052
4963,82.71667,0.09982
4964,82.73333,0.09998
4965,82.75,0.1013
4966,82.76667,0.10059
4967,82.78333,0.10052
4968,82.8,0.09992
4969,82.81667,0.10064
4970,82.83333,0.09996
4971,82.85,0.09846
4972,82.86667,0.09915
4973,82.88333,0.10109
4974,82.9,0.10115
4975,82.91667,0.10172
4976,82.93333,0.09925
4977,82.95,0.10131
4978,82.96667,0.0978
4979,82.98333,0.09987
4980,83,0.10052
4981,83.01667,0.09848
4982,83.03333,0.10066
4983,83.05,0.09778
4984,83.06667,0.09992
4985,83.08333,0.09933
4986,83.1,0.0971
4987,83.11667,0.0978
4988,83.13333,0.09794
4989,83.15,0.0978
4990,83.16667,0.09792
4991,83.18333,0.09794
4992,83.2,0.09792
4993,83.21667,0.09983
4994,83.23333,0.10051
4995,83.25,0.09987
4996,83.26667,0.10052
4997,83.28333,0.09933
4998,83.3,0.09792
4999,83.31667,0.09933
5000,83.33333,0.09933
5001,83.35,0.09641
5002,83.36667,0.09801
5003,83.38333,0.09792
5004,83.4,0.09867
5005,83.41667,0.09551
5006,83.43333,0.09728
5007,83.45,0.09645
5008,83.46667,0.09659
5009,83.48333,0.09726
5010,83.5,0.09726
5011,83.51667,0.09726
5012,83.53333,0.09858
5013,83.55,0.09856
5014,83.56667,0.09726
5015,83.58333,0.09742
5016,83.6,0.09898
5017,83.61667,0.09735
5018,83.63333,0.09659
5019,83.65,0.09735
5020,83.66667,0.09726
5021,83.68333,0.09858
5022,83.7,0.0967
5023,83.71667,0.09645
5024,83.73333,0.09728
5025,83.75,0.0967
5026,83.76667,0.0967
5027,83.78333,0.09788
5028,83.8,0.09592
5029,83.81667,0.09423
5030,83.83333,0.0973
5031,83.85,0.09504
5032,83.86667,0.09728
5033,83.88333,0.09604
5034,83.9,0.09659
5035,83.91667,0.09666
5036,83.93333,0.09604
5037,83.95,0.09443
5038,83.96667,0.09459
5039,83.98333,0.09793
5040,84,0.09456
5041,84.01667,0.09677
5042,84.03333,0.09538
5043,84.05,0.09538
5044,84.06667,0.09592
5045,84.08333,0.0973
5046,84.1,0.09526
5047,84.11667,0.09472
5048,84.13333,0.09526
5049,84.15,0.09601
5050,84.16667,0.09538
5051,84.18333,0.09459
5052,84.2,0.09604
5053,84.21667,0.09533
5054,84.23333,0.09393
5055,84.25,0.09393
5056,84.26667,0.09538
5057,84.28333,0.09602
5058,84.3,0.09538
5059,84.31667,0.09602
5060,84.33333,0.09538
5061,84.35,0.09612
5062,84.36667,0.09231
5063,84.38333,0.09393
5064,84.4,0.09472
5065,84.41667,0.09547
5066,84.43333,0.09482
5067,84.45,0.09472
5068,84.46667,0.09403
5069,84.48333,0.09393
5070,84.5,0.09417
5071,84.51667,0.09393
5072,84.53333,0.09417
5073,84.55,0.09406
5074,84.56667,0.09406
5075,84.58333,0.09474
5076,84.6,0.09468
5077,84.61667,0.09474
5078,84.63333,0.09581
5079,84.65,0.09339
5080,84.66667,0.09341
5081,84.68333,0.09341
5082,84.7,0.09339
5083,84.71667,0.09259
5084,84.73333,0.09458
5085,84.75,0.09352
5086,84.76667,0.09477
5087,84.78333,0.09341
5088,84.8,0.09341
5089,84.81667,0.09339
5090,84.83333,0.09403
5091,84.85,0.09417
5092,84.86667,0.09275
5093,84.88333,0.09346
5094,84.9,0.09351
5095,84.91667,0.09209
5096,84.93333,0.09209
5097,84.95,0.09274
5098,84.96667,0.09346
5099,84.98333,0.09414
5100,85,0.09351
5101,85.01667,0.09351
5102,85.03333,0.09209
5103,85.05,0.09346
5104,85.06667,0.09282
5105,85.08333,0.09282
5106,85.1,0.09287
5107,85.11667,0.09218
5108,85.13333,0.09143
5109,85.15,0.09126
5110,85.16667,0.09157
5111,85.18333,0.09209
5112,85.2,0.09078
5113,85.21667,0.09247
5114,85.23333,0.09027
5115,85.25,0.09079
5116,85.26667,0.09078
5117,85.28333,0.09224
5118,85.3,0.09078
5119,85.31667,0.09218
5120,85.33333,0.09161
5121,85.35,0.08993
5122,85.36667,0.09154
5123,85.38333,0.09079
5124,85.4,0.09012
5125,85.41667,0.09012
5126,85.43333,0.09027
5127,85.45,0.09078
5128,85.46667,0.08949
5129,85.48333,0.0909
5130,85.5,0.09214
5131,85.51667,0.0909
5132,85.53333,0.09098
5133,85.55,0.08962
5134,85.56667,0.08885
5135,85.58333,0.09079
5136,85.6,0.09151
5137,85.61667,0.08897
5138,85.63333,0.0886
5139,85.65,0.08909
5140,85.66667,0.08962
5141,85.68333,0.08949
5142,85.7,0.08897
5143,85.71667,0.08962
5144,85.73333,0.08898
5145,85.75,0.08962
5146,85.76667,0.08767
5147,85.78333,0.08962
5148,85.8,0.09027
5149,85.81667,0.08972
5150,85.83333,0.08972
5151,85.85,0.08909
5152,85.86667,0.08845
5153,85.88333,0.08885
5154,85.9,0.08898
5155,85.91667,0.08834
5156,85.93333,0.08749
5157,85.95,0.08885
5158,85.96667,0.08898
5159,85.98333,0.08898
5160,86,0.08702
5161,86.01667,0.08909
5162,86.03333,0.08834
5163,86.05,0.08755
5164,86.06667,0.08814
5165,86.08333,0.08706
5166,86.1,0.0884
5167,86.11667,0.08706
5168,86.13333,0.0869
5169,86.15,0.08844
5170,86.16667,0.08782
5171,86.18333,0.08782
5172,86.2,0.08706
5173,86.21667,0.08782
5174,86.23333,0.08719
5175,86.25,0.08719
5176,86.26667,0.08719
5177,86.28333,0.08719
5178,86.3,0.08642
5179,86.31667,0.08706
5180,86.33333,0.08656
5181,86.35,0.08719
5182,86.36667,0.08782
5183,86.38333,0.08642
5184,86.4,0.08642
5185,86.41667,0.08653
5186,86.43333,0.0856
5187,86.45,0.08728
5188,86.46667,0.08642
5189,86.48333,0.08593
5190,86.5,0.08653
5191,86.51667,0.08514
5192,86.53333,0.08656
5193,86.55,0.08593
5194,86.56667,0.08514
5195,86.58333,0.08529
5196,86.6,0.08466
5197,86.61667,0.0845
5198,86.63333,0.08591
5199,86.65,0.08529
5200,86.66667,0.0871
5201,86.68333,0.08603
5202,86.7,0.08541
5203,86.71667,0.08542
5204,86.73333,0.08386
5205,86.75,0.08466
5206,86.76667,0.08537
5207,86.78333,0.08531
5208,86.8,0.0845
5209,86.81667,0.08537
5210,86.83333,0.08466
5211,86.85,0.08386
5212,86.86667,0.0834
5213,86.88333,0.08542
5214,86.9,0.08386
5215,86.91667,0.08403
5216,86.93333,0.0828
5217,86.95,0.08322
5218,86.96667,0.08403
5219,86.98333,0.08403
5220,87,0.08353
5221,87.01667,0.08414
5222,87.03333,0.08403
5223,87.05,0.08421
5224,87.06667,0.08292
5225,87.08333,0.08277
5226,87.1,0.08292
5227,87.11667,0.08214
5228,87.13333,0.08386
5229,87.15,0.08214
5230,87.16667,0.08214
5231,87.18333,0.08214
5232,87.2,0.08353
5233,87.21667,0.08365
5234,87.23333,0.08365
5235,87.25,0.08353
5236,87.26667,0.083
5237,87.28333,0.0823
5238,87.3,0.08066
5239,87.31667,0.0828
5240,87.33333,0.0815
5241,87.35,0.08292
5242,87.36667,0.0815
5243,87.38333,0.08155
5244,87.4,0.0815
5245,87.41667,0.08093
5246,87.43333,0.08169
5247,87.45,0.08087
5248,87.46667,0.08155
5249,87.48333,0.08155
5250,87.5,0.08155
5251,87.51667,0.08167
5252,87.53333,0.08066
5253,87.55,0.08169
5254,87.56667,0.08173
5255,87.58333,0.08179
5256,87.6,0.08169
5257,87.61667,0.08024
5258,87.63333,0.08058
5259,87.65,0.08093
5260,87.66667,0.08046
5261,87.68333,0.08046
5262,87.7,0.0798
5263,87.71667,0.08031
5264,87.73333,0.08046
5265,87.75,0.07984
5266,87.76667,0.08031
5267,87.78333,0.07968
5268,87.8,0.08107
5269,87.81667,0.08058
5270,87.83333,0.07923
5271,87.85,0.07898
5272,87.86667,0.07984
5273,87.88333,0.08046
5274,87.9,0.07898
5275,87.91667,0.07923
5276,87.93333,0.07994
5277,87.95,0.08
5278,87.96667,0.07876
5279,87.98333,0.07984
5280,88,0.07997
5281,88.01667,0.07844
5282,88.03333,0.07876
5283,88.05,0.07844
5284,88.06667,0.07936
5285,88.08333,0.07782
5286,88.1,0.07864
5287,88.11667,0.07984
5288,88.13333,0.07875
5289,88.15,0.078
5290,88.16667,0.07934
5291,88.18333,0.07934
5292,88.2,0.07739
5293,88.21667,0.07782
5294,88.23333,0.078
5295,88.25,0.07739
5296,88.26667,0.07739
5297,88.28333,0.07815
5298,88.3,0.07882
5299,88.31667,0.07815
5300,88.33333,0.07764
5301,88.35,0.07815
5302,88.36667,0.07739
5303,88.38333,0.07815
5304,88.4,0.07694
5305,88.41667,0.07755
5306,88.43333,0.07696
5307,88.45,0.07739
5308,88.46667,0.07696
5309,88.48333,0.07634
5310,88.5,0.07677
5311,88.51667,0.07706
5312,88.53333,0.07755
5313,88.55,0.07634
5314,88.56667,0.07706
5315,88.58333,0.07634
5316,88.6,0.07493
5317,88.61667,0.07573
5318,88.63333,0.07636
5319,88.65,0.07573
5320,88.66667,0.07576
5321,88.68333,0.07517
5322,88.7,0.07634
5323,88.71667,0.07588
5324,88.73333,0.07588
5325,88.75,0.07517
5326,88.76667,0.07573
5327,88.78333,0.07573
5328,88.8,0.07576
5329,88.81667,0.07517
5330,88.83333,0.07512
5331,88.85,0.07391
5332,88.86667,0.07391
5333,88.88333,0.07452
5334,88.9,0.07452
5335,88.91667,0.07452
5336,88.93333,0.07529
5337,88.95,0.07528
5338,88.96667,0.07452
5339,88.98333,0.07517
5340,89,0.07517
5341,89.01667,0.07512
5342,89.03333,0.07397
5343,89.05,0.07576
5344,89.06667,0.07493
5345,89.08333,0.07588
5346,89.1,0.07573
5347,89.11667,0.07573
5348,89.13333,0.07573
5349,89.15,0.07573
5350,89.16667,0.07636
5351,89.18333,0.07636
5352,89.2,0.07636
5353,89.21667,0.07573
5354,89.23333,0.07708
5355,89.25,0.07694
5356,89.26667,0.07533
5357,89.28333,0.07755
5358,89.3,0.07755
5359,89.31667,0.07755
5360,89.33333,0.07815
5361,89.35,0.07755
5362,89.36667,0.07815
5363,89.38333,0.07739
5364,89.4,0.07669
5365,89.41667,0.07887
5366,89.43333,0.07755
5367,89.45,0.07739
5368,89.46667,0.07815
5369,89.48333,0.078
5370,89.5,0.078
5371,89.51667,0.07876
5372,89.53333,0.07947
5373,89.55,0.07941
5374,89.56667,0.07793
5375,89.58333,0.07862
5376,89.6,0.07923
5377,89.61667,0.07856
5378,89.63333,0.07793
5379,89.65,0.07923
5380,89.66667,0.07862
5381,89.68333,0.07997
5382,89.7,0.07936
5383,89.71667,0.08058
5384,89.73333,0.07918
5385,89.75,0.08006
5386,89.76667,0.07997
5387,89.78333,0.08046
5388,89.8,0.07923
5389,89.81667,0.07923
5390,89.83333,0.07862
5391,89.85,0.07936
5392,89.86667,0.07856
5393,89.88333,0.08118
5394,89.9,0.07876
5395,89.91667,0.07923
5396,89.93333,0.07923
5397,89.95,0.07923
5398,89.96667,0.07856
5399,89.98333,0.07856
5400,90,0.07997
5401,90.01667,0.07923
5402,90.03333,0.07997
5403,90.05,0.08
5404,90.06667,0.07984
5405,90.08333,0.07856
5406,90.1,0.07997
5407,90.11667,0.07918
5408,90.13333,0.07918
5409,90.15,0.08006
5410,90.16667,0.07923
5411,90.18333,0.07935
5412,90.2,0.07936
5413,90.21667,0.07906
5414,90.23333,0.07997
5415,90.25,0.07947
5416,90.26667,0.07923
5417,90.28333,0.07997
5418,90.3,0.07936
5419,90.31667,0.07923
5420,90.33333,0.08006
5421,90.35,0.08006
5422,90.36667,0.07923
5423,90.38333,0.07918
5424,90.4,0.07936
5425,90.41667,0.08058
5426,90.43333,0.07873
5427,90.45,0.07862
5428,90.46667,0.07935
5429,90.48333,0.07947
5430,90.5,0.07984
5431,90.51667,0.07935
5432,90.53333,0.07856
5433,90.55,0.08071
5434,90.56667,0.07834
5435,90.58333,0.07918
5436,90.6,0.07935
5437,90.61667,0.07936
5438,90.63333,0.07935
5439,90.65,0.07997
5440,90.66667,0.07936
5441,90.68333,0.07918
5442,90.7,0.07856
5443,90.71667,0.07856
5444,90.73333,0.07947
5445,90.75,0.07923
5446,90.76667,0.07923
5447,90.78333,0.07996
5448,90.8,0.07936
5449,90.81667,0.07834
5450,90.83333,0.0806
5451,90.85,0.08006
5452,90.86667,0.07936
5453,90.88333,0.07997
5454,90.9,0.07815
5455,90.91667,0.07873
5456,90.93333,0.07936
5457,90.95,0.07856
5458,90.96667,0.07771
5459,90.98333,0.07812
5460,91,0.07944
5461,91.01667,0.07876
5462,91.03333,0.07936
5463,91.05,0.07876
5464,91.06667,0.07936
5465,91.08333,0.07828
5466,91.1,0.07876
5467,91.11667,0.07767
5468,91.13333,0.07815
5469,91.15,0.0775
5470,91.16667,0.07827
5471,91.18333,0.07828
5472,91.2,0.07627
5473,91.21667,0.07739
5474,91.23333,0.07689
5475,91.25,0.0777
5476,91.26667,0.07648
5477,91.28333,0.07677
5478,91.3,0.07712
5479,91.31667,0.07634
5480,91.33333,0.07654
5481,91.35,0.07588
5482,91.36667,0.07573
5483,91.38333,0.07596
5484,91.4,0.07528
5485,91.41667,0.07573
5486,91.43333,0.07528
5487,91.45,0.07452
5488,91.46667,0.07588
5489,91.48333,0.07469
5490,91.5,0.07529
5491,91.51667,0.07528
5492,91.53333,0.07452
5493,91.55,0.0747
5494,91.56667,0.07247
5495,91.58333,0.0747
5496,91.6,0.07331
5497,91.61667,0.07469
5498,91.63333,0.07349
5499,91.65,0.0748
5500,91.66667,0.07294
5501,91.68333,0.07422
5502,91.7,0.07372
5503,91.71667,0.07372
5504,91.73333,0.07176
5505,91.75,0.07294
5506,91.76667,0.07235
5507,91.78333,0.0717
5508,91.8,0.0723
5509,91.81667,0.07187
5510,91.83333,0.0705
5511,91.85,0.07235
5512,91.86667,0.07176
5513,91.88333,0.0719
5514,91.9,0.07058
5515,91.91667,0.07117
5516,91.93333,0.07132
5517,91.95,0.06991
5518,91.96667,0.07011
5519,91.98333,0.06991
5520,92,0.07072
5521,92.01667,0.07072
5522,92.03333,0.07058
5523,92.05,0.07
5524,92.06667,0.07016
5525,92.08333,0.07018
5526,92.1,0.06958
5527,92.11667,0.06936
5528,92.13333,0.07
5529,92.15,0.06903
5530,92.16667,0.06958
5531,92.18333,0.0678
5532,92.2,0.06973
5533,92.21667,0.06842
5534,92.23333,0.06859
5535,92.25,0.06839
5536,92.26667,0.06915
5537,92.28333,0.06856
5538,92.3,0.06915
5539,92.31667,0.06859
5540,92.33333,0.06868
5541,92.35,0.06788
5542,92.36667,0.0673
5543,92.38333,0.06802
5544,92.4,0.06764
5545,92.41667,0.06746
5546,92.43333,0.06814
5547,92.45,0.06802
5548,92.46667,0.06756
5549,92.48333,0.06673
5550,92.5,0.06689
5551,92.51667,0.0664
5552,92.53333,0.06702
5553,92.55,0.0673
5554,92.56667,0.0673
5555,92.58333,0.06605
5556,92.6,0.06663
5557,92.61667,0.06758
5558,92.63333,0.06758
5559,92.65,0.06673
5560,92.66667,0.06663
5561,92.68333,0.06546
5562,92.7,0.06488
5563,92.71667,0.06605
5564,92.73333,0.06576
5565,92.75,0.06576
5566,92.76667,0.06683
5567,92.78333,0.06591
5568,92.8,0.0651
5569,92.81667,0.06689
5570,92.83333,0.06591
5571,92.85,0.06576
5572,92.86667,0.06576
5573,92.88333,0.06591
5574,92.9,0.06591
5575,92.91667,0.06576
5576,92.93333,0.065
5577,92.95,0.06536
5578,92.96667,0.06591
5579,92.98333,0.06591
5580,93,0.06479
5581,93.01667,0.06535
5582,93.03333,0.065
5583,93.05,0.06462
5584,93.06667,0.06519
5585,93.08333,0.06371
5586,93.1,0.06462
5587,93.11667,0.06479
5588,93.13333,0.06423
5589,93.15,0.06535
5590,93.16667,0.06535
5591,93.18333,0.06479
5592,93.2,0.06426
5593,93.21667,0.06462
5594,93.23333,0.06423
5595,93.25,0.06349
5596,93.26667,0.06385
5597,93.28333,0.06406
5598,93.3,0.06367
5599,93.31667,0.06423
5600,93.33333,0.06292
5601,93.35,0.06367
5602,93.36667,0.06316
5603,93.38333,0.06316
5604,93.4,0.06382
5605,93.41667,0.06236
5606,93.43333,0.0622
5607,93.45,0.06255
5608,93.46667,0.06255
5609,93.48333,0.06255
5610,93.5,0.06311
5611,93.51667,0.06261
5612,93.53333,0.06311
5613,93.55,0.06316
5614,93.56667,0.06245
5615,93.58333,0.06371
5616,93.6,0.06367
5617,93.61667,0.06261
5618,93.63333,0.06274
5619,93.65,0.06179
5620,93.66667,0.06236
5621,93.68333,0.06206
5622,93.7,0.06255
5623,93.71667,0.06179
5624,93.73333,0.06261
5625,93.75,0.06255
5626,93.76667,0.062
5627,93.78333,0.06179
5628,93.8,0.06097
5629,93.81667,0.06144
5630,93.83333,0.06206
5631,93.85,0.062
5632,93.86667,0.06151
5633,93.88333,0.06112
5634,93.9,0.06088
5635,93.91667,0.06151
5636,93.93333,0.06144
5637,93.95,0.06066
5638,93.96667,0.06112
5639,93.98333,0.06097
5640,94,0.06042
5641,94.01667,0.06052
5642,94.03333,0.06097
5643,94.05,0.06022
5644,94.06667,0.06032
5645,94.08333,0.06042
5646,94.1,0.06066
5647,94.11667,0.06004
5648,94.13333,0.06042
5649,94.15,0.06042
5650,94.16667,0.06058
5651,94.18333,0.06042
5652,94.2,0.05987
5653,94.21667,0.06042
5654,94.23333,0.06058
5655,94.25,0.05987
5656,94.26667,0.06058
5657,94.28333,0.05987
5658,94.3,0.0595
5659,94.31667,0.05973
5660,94.33333,0.05987
5661,94.35,0.05987
5662,94.36667,0.06071
5663,94.38333,0.05932
5664,94.4,0.05976
5665,94.41667,0.06018
5666,94.43333,0.05973
5667,94.45,0.05987
5668,94.46667,0.06018
5669,94.48333,0.05911
5670,94.5,0.06018
5671,94.51667,0.05896
5672,94.53333,0.05877
5673,94.55,0.05964
5674,94.56667,0.05911
5675,94.58333,0.05964
5676,94.6,0.05864
5677,94.61667,0.05896
5678,94.63333,0.05842
5679,94.65,0.05932
5680,94.66667,0.05896
5681,94.68333,0.05795
5682,94.7,0.05964
5683,94.71667,0.05767
5684,94.73333,0.05896
5685,94.75,0.05858
5686,94.76667,0.05808
5687,94.78333,0.05842
5688,94.8,0.05697
5689,94.81667,0.05923
5690,94.83333,0.05858
5691,94.85,0.05822
5692,94.86667,0.05751
5693,94.88333,0.05805
5694,94.9,0.05805
5695,94.91667,0.05751
5696,94.93333,0.05733
5697,94.95,0.05679
5698,94.96667,0.05679
5699,94.98333,0.05733
5700,95,0.05657
5701,95.01667,0.05688
5702,95.03333,0.05733
5703,95.05,0.05751
5704,95.06667,0.05698
5705,95.08333,0.05756
5706,95.1,0.05635
5707,95.11667,0.05751
5708,95.13333,0.05741
5709,95.15,0.05756
5710,95.16667,0.05679
5711,95.18333,0.05704
5712,95.2,0.05704
5713,95.21667,0.05679
5714,95.23333,0.05571
5715,95.25,0.05582
5716,95.26667,0.05582
5717,95.28333,0.05679
5718,95.3,0.05756
5719,95.31667,0.05571
5720,95.33333,0.05625
5721,95.35,0.05592
5722,95.36667,0.05664
5723,95.38333,0.05571
5724,95.4,0.05635
5725,95.41667,0.05582
5726,95.43333,0.05592
5727,95.45,0.05664
5728,95.46667,0.05592
5729,95.48333,0.05538
5730,95.5,0.05547
5731,95.51667,0.05592
5732,95.53333,0.05582
5733,95.55,0.05547
5734,95.56667,0.05504
5735,95.58333,0.05547
5736,95.6,0.05485
5737,95.61667,0.05485
5738,95.63333,0.05561
5739,95.65,0.05529
5740,95.66667,0.05458
5741,95.68333,0.05422
5742,95.7,0.0551
5743,95.71667,0.05494
5744,95.73333,0.05494
5745,95.75,0.0551
5746,95.76667,0.05494
5747,95.78333,0.05432
5748,95.8,0.05442
5749,95.81667,0.05399
5750,95.83333,0.05442
5751,95.85,0.0539
5752,95.86667,0.0539
5753,95.88333,0.05407
5754,95.9,0.0539
5755,95.91667,0.05442
5756,95.93333,0.05442
5757,95.95,0.05325
5758,95.96667,0.05442
5759,95.98333,0.0539
5760,96,0.0541
5761,96.01667,0.05379
5762,96.03333,0.0551
5763,96.05,0.05458
5764,96.06667,0.05347
5765,96.08333,0.0539
5766,96.1,0.0551
5767,96.11667,0.05325
5768,96.13333,0.05452
5769,96.15,0.05337
5770,96.16667,0.05325
5771,96.18333,0.05442
5772,96.2,0.05407
5773,96.21667,0.05379
5774,96.23333,0.0539
5775,96.25,0.05355
5776,96.26667,0.05494
5777,96.28333,0.05407
5778,96.3,0.05337
5779,96.31667,0.05337
5780,96.33333,0.05407
5781,96.35,0.05407
5782,96.36667,0.05355
5783,96.38333,0.05355
5784,96.4,0.0542
5785,96.41667,0.05285
5786,96.43333,0.0542
5787,96.45,0.0537
5788,96.46667,0.05337
