-4.05477,-8493.18
-4.05446,-8493.18
-4.05415,-8493.18
-4.05384,-8493.18
-4.05352,-8466.97
-4.05321,-8440.76
-4.0529,-8414.55
-4.05258,-8388.35
-4.05227,-8262.55
-4.05196,-8136.75
-4.05165,-8010.96
-4.05133,-7885.16
-4.05102,-7832.75
-4.05071,-7780.33
-4.0504,-7979.51
-4.05008,-8178.69
-4.04977,-7952.97
-4.04946,-7727.26
-4.04915,-7753.14
-4.04883,-7779.02
-4.04852,-7836.35
-4.04821,-7893.68
-4.0479,-7951.01
-4.04758,-8008.34
-4.04727,-7964.77
-4.04696,-7921.2
-4.04665,-7877.63
-4.04633,-7834.06
-4.04602,-7895.32
-4.04571,-7956.58
-4.0454,-7766.25
-4.04508,-7575.91
-4.04477,-7498.27
-4.04446,-7420.63
-4.04414,-7594.59
-4.04383,-7768.54
-4.04352,-7837.66
-4.04321,-7906.78
-4.04289,-7975.91
-4.04258,-8045.03
-4.04227,-8038.8
-4.04196,-8032.58
-4.04164,-8026.35
-4.04133,-8020.13
-4.04102,-7940.53
-4.04071,-7860.92
-4.04039,-7781.31
-4.04008,-7701.71
-4.03977,-7751.83
-4.03946,-7801.95
-4.03914,-7852.07
-4.03883,-7902.2
-4.03852,-7810.8
-4.03821,-7719.4
-4.03789,-7879.59
-4.03758,-8039.79
-4.03727,-7905.8
-4.03696,-7771.81
-4.03664,-7637.83
-4.03633,-7503.84
-4.03602,-7479.93
-4.0357,-7456.01
-4.03539,-7432.1
-4.03508,-7408.18
-4.03477,-7278.87
-4.03445,-7149.55
-4.03414,-7020.23
-4.03383,-6890.91
-4.03352,-7222.85
-4.0332,-7554.78
-4.03289,-7467.4
-4.03258,-7380.01
-4.03227,-7443.97
-4.03195,-7507.94
-4.03164,-7320.31
-4.03133,-7132.68
-4.03102,-7076.09
-4.0307,-7019.49
-4.03039,-6962.9
-4.03008,-6906.31
-4.02977,-6791.41
-4.02945,-6676.5
-4.02914,-6813.19
-4.02883,-6949.88
-4.02851,-7081.33
-4.0282,-7212.77
-4.02789,-6924.9
-4.02758,-6637.03
-4.02726,-6509.68
-4.02695,-6382.32
-4.02664,-6506.56
-4.02633,-6630.8
-4.02601,-6550.62
-4.0257,-6470.45
-4.02539,-6809.59
-4.02508,-7148.73
-4.02476,-7128.91
-4.02445,-7109.09
-4.02414,-7089.27
-4.02383,-7069.45
-4.02351,-6960.53
-4.0232,-6851.6
-4.02289,-6742.68
-4.02258,-6633.75
-4.02226,-6661.11
-4.02195,-6688.46
-4.02164,-6715.81
-4.02133,-6743.17
-4.02101,-6534.65
-4.0207,-6326.14
-4.02039,-6704.68
-4.02007,-7083.21
-4.01976,-6947.42
-4.01945,-6811.64
-4.01914,-6675.85
-4.01882,-6540.06
-4.01851,-6556.28
-4.0182,-6572.49
-4.01789,-6588.71
-4.01757,-6604.92
-4.01726,-6588.38
-4.01695,-6571.84
-4.01664,-6555.29
-4.01632,-6538.75
-4.01601,-6522.21
-4.0157,-6505.66
-4.01539,-6489.12
-4.01507,-6472.58
-4.01476,-6432.12
-4.01445,-6391.66
-4.01414,-6351.2
-4.01382,-6310.74
-4.01351,-6270.29
-4.0132,-6229.83
-4.01289,-6189.37
-4.01257,-6148.91
-4.01226,-6211.97
-4.01195,-6275.04
-4.01163,-6338.1
-4.01132,-6401.16
-4.01101,-6348.91
-4.0107,-6296.66
-4.01038,-6244.41
-4.01007,-6192.15
-4.00976,-6051.62
-4.00945,-5911.08
-4.00913,-5770.54
-4.00882,-5630
-4.00851,-5688.64
-4.0082,-5747.28
-4.00788,-5805.92
-4.00757,-5864.56
-4.00726,-5901.58
-4.00695,-5938.6
-4.00663,-5975.61
-4.00632,-6012.63
-4.00601,-6049.65
-4.0057,-6086.67
-4.00538,-6123.69
-4.00507,-6160.71
-4.00476,-6039.74
-4.00445,-5918.78
-4.00413,-5797.81
-4.00382,-5676.85
-4.00351,-5707.89
-4.00319,-5738.93
-4.00288,-5769.97
-4.00257,-5801.01
-4.00226,-5630.9
-4.00194,-5460.8
-4.00163,-5542.29
-4.00132,-5623.78
-4.00101,-5652.85
-4.00069,-5681.93
-4.00038,-5459.41
-4.00007,-5236.89
-3.99976,-5317.56
-3.99944,-5398.23
-3.99913,-5478.9
-3.99882,-5559.57
-3.99851,-5708.38
-3.99819,-5857.19
-3.99788,-5754.41
-3.99757,-5651.62
-3.99726,-5470.87
-3.99694,-5290.12
-3.99663,-5360.97
-3.99632,-5431.81
-3.99601,-5329.68
-3.99569,-5227.55
-3.99538,-5125.43
-3.99507,-5023.3
-3.99475,-5117.73
-3.99444,-5212.16
-3.99413,-5054.99
-3.99382,-4897.83
-3.9935,-4814.05
-3.99319,-4730.26
-3.99288,-4898.08
-3.99257,-5065.89
-3.99225,-5045.66
-3.99194,-5025.43
-3.99163,-5005.2
-3.99132,-4984.97
-3.991,-5032.88
-3.99069,-5080.79
-3.99038,-5128.7
-3.99007,-5176.61
-3.98975,-5149.83
-3.98944,-5123.05
-3.98913,-5096.27
-3.98882,-5069.49
-3.9885,-5095.12
-3.98819,-5120.76
-3.98788,-5146.39
-3.98757,-5172.03
-3.98725,-4980.14
-3.98694,-4788.25
-3.98663,-4596.36
-3.98631,-4404.47
-3.986,-4516.59
-3.98569,-4628.71
-3.98538,-4740.83
-3.98506,-4852.95
-3.98475,-4907.17
-3.98444,-4961.38
-3.98413,-5015.6
-3.98381,-5069.82
-3.9835,-5050.65
-3.98319,-5031.49
-3.98288,-5012.32
-3.98256,-4993.16
-3.98225,-4871.79
-3.98194,-4750.41
-3.98163,-4629.04
-3.98131,-4507.66
-3.981,-4569.74
-3.98069,-4631.82
-3.98038,-4693.9
-3.98006,-4755.98
-3.97975,-4821.01
-3.97944,-4886.04
-3.97913,-4699.47
-3.97881,-4512.91
-3.9785,-4425.93
-3.97819,-4338.95
-3.97787,-4503.57
-3.97756,-4668.19
-3.97725,-4686.04
-3.97694,-4703.89
-3.97662,-4470.15
-3.97631,-4236.42
-3.976,-4013.16
-3.97569,-3789.91
-3.97537,-4153.7
-3.97506,-4517.49
-3.97475,-4600.13
-3.97444,-4682.76
-3.97412,-4513.81
-3.97381,-4344.85
-3.9735,-4238.79
-3.97319,-4132.73
-3.97287,-4152.47
-3.97256,-4172.21
-3.97225,-4112.01
-3.97194,-4051.82
-3.97162,-4117.42
-3.97131,-4183.02
-3.971,-4442.56
-3.97069,-4702.09
-3.97037,-4710.04
-3.97006,-4717.98
-3.96975,-4693.17
-3.96943,-4668.35
-3.96912,-4643.53
-3.96881,-4618.72
-3.9685,-4379
-3.96818,-4139.28
-3.96787,-4151.16
-3.96756,-4163.04
-3.96725,-4016.35
-3.96693,-3869.67
-3.96662,-3974.59
-3.96631,-4079.5
-3.966,-4069.1
-3.96568,-4058.7
-3.96537,-3922.5
-3.96506,-3786.3
-3.96475,-4021.27
-3.96443,-4256.24
-3.96412,-4333.96
-3.96381,-4411.68
-3.9635,-4588.99
-3.96318,-4263.12
-3.96287,-3968.69
-3.96256,-3674.26
-3.96225,-3736.26
-3.96193,-3798.26
-3.96162,-3860.26
-3.96131,-3922.25
-3.96099,-4031.42
-3.96068,-4140.6
-3.96037,-3998.17
-3.96006,-3855.75
-3.95974,-3671.07
