-4.06293,-1564.15
-4.06262,-1353.79
-4.06231,-1274.9
-4.06199,-1406.38
-4.06168,-1700.01
-4.06137,-1993.65
-4.06106,-2090.07
-4.06074,-2186.49
-4.06043,-2090.07
-4.06012,-1993.65
-4.05981,-1897.23
-4.05949,-1800.82
-4.05918,-1862.17
-4.05887,-1923.53
-4.05855,-1984.89
-4.05824,-2046.24
-4.05793,-1863.27
-4.05762,-1680.29
-4.0573,-1707.68
-4.05699,-1735.08
-4.05668,-1718.64
-4.05637,-1702.21
-4.05605,-1830.4
-4.05574,-1748.22
-4.05543,-1607.98
-4.05512,-1888.47
-4.0548,-2037.48
-4.05449,-1976.12
-4.05418,-2059.39
-4.05387,-2142.66
-4.05355,-2212.78
-4.05324,-2282.91
-4.05293,-2122.67
-4.05262,-1962.43
-4.0523,-1802.19
-4.05199,-1641.94
-4.05168,-1626.33
-4.05137,-1610.72
-4.05105,-1595.11
-4.05074,-1579.49
-4.05043,-1500.88
-4.05011,-1422.26
-4.0498,-1549.64
-4.04949,-1887.37
-4.04918,-1918.33
-4.04886,-1528.54
-4.04855,-1480.61
-4.04824,-1643.04
-4.04793,-1704.12
-4.04761,-1765.21
-4.0473,-1839.44
-4.04699,-1913.67
-4.04668,-1987.9
-4.04636,-2062.13
-4.04605,-2136.36
-4.04574,-2210.59
-4.04543,-1941.33
-4.04511,-1672.08
-4.0448,-1613.18
-4.04449,-1554.29
-4.04418,-1451.57
-4.04386,-1348.86
-4.04355,-1246.14
-4.04324,-1143.42
-4.04293,-1397.34
-4.04261,-1651.26
-4.0423,-1694.81
-4.04199,-1738.36
-4.04167,-1720.56
-4.04136,-1702.75
-4.04105,-1684.95
-4.04074,-1667.15
-4.04042,-1586.89
-4.04011,-1506.63
-4.0398,-1636.74
-4.03949,-1766.85
-4.03917,-1800.54
-4.03886,-1834.23
-4.03855,-1867.93
-4.03824,-1901.62
-4.03792,-1732.06
-4.03761,-1562.51
-4.0373,-1743.57
-4.03699,-1924.63
-4.03667,-1961.06
-4.03636,-1997.49
-4.03605,-2033.92
-4.03574,-2070.35
-4.03542,-1992.28
-4.03511,-1914.22
-4.0348,-1836.15
-4.03449,-1758.08
-4.03417,-1802.73
-4.03386,-1847.38
-4.03355,-1892.03
-4.03323,-1936.68
-4.03292,-1916.41
-4.03261,-1896.14
-4.0323,-1875.87
-4.03198,-1855.6
-4.03167,-1861.63
-4.03136,-1867.65
-4.03105,-1873.68
-4.03073,-1879.7
-4.03042,-1735.08
-4.03011,-1590.45
-4.0298,-1445.82
-4.02948,-1301.19
-4.02917,-1244.22
-4.02886,-1187.24
-4.02855,-1196.01
-4.02823,-1415.14
-4.02792,-1598.67
-4.02761,-1361.46
-4.0273,-1255.72
-4.02698,-1360.36
-4.02667,-1320.37
-4.02636,-1280.38
-4.02604,-1253.53
-4.02573,-1226.69
-4.02542,-1317.08
-4.02511,-1407.47
-4.02479,-1287.5
-4.02448,-1167.52
-4.02417,-1170.26
-4.02386,-1173
-4.02354,-1386.11
-4.02323,-1599.21
-4.02292,-1554.29
